-0.9 -11.7 -2.4,-0.7 -10.9 5.0,-13.0 3.5 7.1,25.5 3.4 3.8,2.6 -2.0 7.0,67.7 -41.0 -47.2,30.0 89.0 29.5,2.7 5.5 -9.4,50.8 46.8 49.5,25.7 -123.6 -46.1
-0.6892712122171596 -11.312995967148703 -2.1951410876351423,-0.6836102943626727 -10.70999775627197 5.326940738302846,-12.935401862981797 3.3792095061094676 6.728980387200434,25.56289043813526 3.126687810961657 3.5581547347377747,2.9917025945780438 -2.0085551005798266 7.1519853430667055,69.8665433742452 -38.198579213732394 -44.84853995845235,30.000809453751383 86.88230455220778 28.487256933661122,3.0996478581020948 5.303804178881782 -9.506077886082945,51.74467027972056 45.667022645642604 48.803645374848706,25.889418559935823 -123.04654842172746 -45.824770833439295
-0.7456474216983566 -11.260358445385949 -2.2479372089165355,-0.8042719314425598 -10.663592134901865 5.1521706941717405,-12.724195647960217 3.5115085704248465 6.5856344904015796,25.155085546505866 2.9944168322813467 3.7969184915959757,2.93603334109824 -1.9647389269306959 7.4050284120573675,70.60076916225539 -38.455451200578615 -45.261263799111475,30.0019342264356 86.87269839568943 28.49199239953441,3.0061923644526516 5.305461732070436 -9.451137574304223,52.07462206877118 45.77037954882696 48.65203194367403,25.933281847685443 -122.81228055316738 -45.71154162443548
-0.8225973699924469 -11.244130305930417 -2.360139274185056,-1.024320531355729 -10.629669673693543 4.858072164603705,-12.376421242632832 3.7313058846577056 6.413261711392056,24.448760450332237 2.830731511468747 4.147633488005636,2.685710551228372 -1.8992172575772623 7.751982043278611,71.66135167086084 -39.18194933544141 -45.96805150113377,30.00752790157472 86.65994402425233 28.384322994174227,2.7126218139270986 5.3401226697831286 -9.35570934592148,52.593306751440345 45.91609937417053 48.33686887533764,25.974952251913834 -122.52039630733867 -45.58626148656246
-0.887507742696555 -11.337722549712854 -2.473771834113037,-1.246405503086184 -10.665832484182403 4.56875361317094,-12.002872081443396 3.9480179547775682 6.305571870774338,23.699428216073294 2.7141874772910084 4.444961520184996,2.3220112844836245 -1.8235360433524588 8.044191849656467,72.60321248404395 -39.99327526638688 -46.4666121820272,30.004622743423244 86.25894249426408 28.179916885816,2.3229792351245107 5.386614657120562 -9.298010352372861,53.08660898879495 46.30212564718776 48.23189526436442,25.998719202562405 -122.32007070881727 -45.50647331475937
-0.9124839985251587 -11.598142537215248 -2.533991327141501,-1.3793283959410039 -10.818687046558964 4.400048838999616,-11.712486281278515 4.0781084456370875 6.3443574670911245,23.154496594473493 2.713055722490065 4.538204552979032,1.932362520435807 -1.749914311797086 8.147951747646877,73.02220646777121 -40.5208794450506 -46.30684891529206,29.9817837871664 85.69365146742496 27.89814147867329,1.944730087413511 5.42419113297073 -9.345970363227512,53.358763460915156 47.08328848366486 48.65975211141468,25.991891186416428 -122.34016451004709 -45.52137022728269
-0.9204260322973221 -11.90670443018965 -2.5226956277444397,-1.4028574010243156 -11.01642104462367 4.373226698476344,-11.587288373043194 4.116863817655087 6.481713799102929,22.958575749710405 2.7843878112155473 4.4401214974240455,1.660681006264374 -1.6971887091705264 8.093843771609032,72.96562430611198 -40.59801699262062 -45.61903849743232,29.944668075403875 85.08348497519576 27.596614386421294,1.7122117271816106 5.438234682266137 -9.455113099393643,53.419050126867134 47.94903484863515 49.381988373627244,25.97372369750899 -122.48982627502413 -45.59024680767011
-0.9648273354357143 -12.038902004138102 -2.4439120552491262,-1.3395040683187887 -11.115898269938402 4.452599382398228,-11.69309277772054 4.107045668207419 6.591619267046525,23.19436064153301 2.8182476098733793 4.261921729948619,1.6849073959967917 -1.688181687522705 8.011401037779457,72.75265743389943 -40.17949041079538 -44.88301804932193,29.909227203054236 84.60535062301236 27.3559914050248,1.77594651138758 5.417819487602168 -9.513259880251555,53.400248152162874 48.308510448330125 49.82220608022069,25.982713980099945 -122.54587145062067 -45.61825156131861
-1.0919839292200086 -11.79381850620789 -2.30543546755859,-1.2143761014030128 -10.988192226842475 4.600516325570258,-12.079908383162513 4.089313652617819 6.55776820024075,23.918152031897797 2.7153823821092673 4.111732922066377,2.1564466673688996 -1.7420941901595708 8.021388433175295,72.68834012536831 -39.245560401529026 -44.54835157628153,29.890448904431373 84.42231861922245 27.25083290120054,2.261964299099246 5.3544665558600615 -9.41941007576754,53.42881242066334 47.63226663171305 49.45478533252368,26.053513573083414 -122.30479382141849 -45.518968763224954
-1.250856148539003 -11.290526395848193 -2.1593135763175284,-1.078247336566023 -10.698461045332646 4.764249661190851,-12.59863976642118 4.069134103621929 6.401714320700316,24.859878262351526 2.524806111654548 4.041019812958846,2.881677332398088 -1.831154476853038 8.11516205784272,72.84907338236525 -38.08042958490889 -44.616416209132574,29.88919779583854 84.51056022708435 27.273771256169315,2.9805070224949266 5.27031227348681 -9.22727556642658,53.52870536886414 46.22466716185476 48.46225012121389,26.168257868995354 -121.83775846088817 -45.32327607171618
-1.3231712108875915 -10.869125723448237 -2.0881610663019603,-0.9996200936320616 -10.445923803707581 4.88065710995993,-12.96266328650238 4.027664111612906 6.240235590147371,25.524030981392677 2.3979457221061593 4.062108099153974,3.4286562172557393 -1.8951451539517885 8.194690897103285,73.15333331595318 -37.17824375212924 -44.779010938705675,29.89658316861663 84.71714915908201 27.3608483644462,3.523690995622713 5.208640126053322 -9.097433502458959,53.65309436311526 44.966018808968045 47.516263857563246,26.27280754588528 -121.40565537993392 -45.14306973247781
-1.1999779254168472 -10.853279779102238 -2.1680479026533805,-1.0405667556212246 -10.420936341178692 4.89124391277872,-12.905287369167015 3.948118368758741 6.186895409531038,25.44923767890991 2.4773766521805687 4.181445049099722,3.3909734786209556 -1.8777701650477931 8.16553066547693,73.51122180497691 -36.99984630338303 -44.733669311969265,29.903800878788932 84.88904361633803 27.44739448858555,3.50777634577484 5.2103880097770805 -9.18019598511885,53.75016657505682 44.695413524676674 47.26082235616554,26.31457752653616 -121.26087369920279 -45.08655467138613
-0.9384848228777614 -11.241876976629372 -2.363543370789402,-1.1574304662963684 -10.634111180955541 4.813191468861332,-12.513180838984843 3.8533257560375045 6.27561207004083,24.776162766721733 2.7359307193050832 4.325984618225942,2.834156309333005 -1.7939233979174838 8.016873034092779,73.751287237327 -37.42184132350445 -44.3633393883746,29.90642203119008 84.91144423125345 27.47519996577138,2.993036003325216 5.273371285263009 -9.432715755617961,53.71243654112269 45.430839942930255 47.75691753934669,26.276461968318298 -121.46444187798897 -45.17926521311324
-0.7273064384634479 -11.77696027763239 -2.5510373906712145,-1.2229392986335048 -10.953912371553862 4.723529024419178,-12.152464590428291 3.7974436991589617 6.477317204330172,24.121586442564443 3.0121994398378114 4.359814150590041,2.1969592985756696 -1.7147987029976912 7.804052459948167,73.63758211530006 -37.85879219739107 -43.697602719631675,29.903477859013115 84.69979533816898 27.391164028335723,2.3908866524546823 5.361302222116006 -9.659387116002483,53.38839056708541 46.5409241134684 48.604477653353534,26.169413479909558 -121.9260524220013 -45.381356339585196
-0.7482929708313435 -12.199833163036784 -2.6104980940341775,-1.1154573570495672 -11.246845362203151 4.6972803424902665,-12.17832640017567 3.8315785738968517 6.758842732411872,24.084834505501572 3.1481500126895257 4.155765261909851,1.9104100268515447 -1.7096450986496003 7.58376912697435,72.95178795839193 -37.743962754355756 -42.783197933473566,29.89444422062803 84.18695527753928 27.150909281818965,2.1057648887301283 5.437919037735105 -9.670100173989516,52.64203998696953 47.39274079114821 49.396572073614806,26.006702450469103 -122.54787226294665 -45.64981335749634
-0.9832408674819786 -12.373045780801922 -2.5375694259993384,-0.8663805183610868 -11.416579448168516 4.739134580683741,-12.587221173907004 3.931347519184409 7.041037061057532,24.676706666585364 3.121817987116379 3.788814916111387,2.059272034588226 -1.780421197740452 7.404210771513426,71.8502767980457 -37.115793665096646 -41.92102260493228,29.885562847158344 83.62632448663427 26.875929499196374,2.221929895295299 5.485457391440517 -9.461553763081234,51.66062929118448 47.66605361107574 49.83703307483105,25.83158085769844 -123.16650628987621 -45.914872353197545
-1.232998742755707 -12.26881541359871 -2.4325236511275765,-0.6455212972143468 -11.400398477669732 4.790163521903565,-13.051131342704451 4.0040879553581945 7.203156689694013,25.375683098903707 3.034312201499535 3.5167797516089077,2.4151143962734176 -1.868221705331791 7.305865654455338,70.82832676394301 -36.56010567938625 -41.64186007986929,29.88919517509229 83.56123247188614 26.83774827371666,2.5340416417337766 5.502883806209286 -9.19941447644812,50.92376609212634 47.32345207394116 49.729877539598874,25.714418908525282 -123.5592587814428 -46.08257484816963
-1.2986480113890566 -11.869492310104924 -2.396283382728185,-0.6214733003656808 -11.142484442610803 4.791087746920214,-13.240412368128252 3.958712551037879 7.128819462079145,25.657013686356862 2.988257417865973 3.593449813835755,2.742492683042129 -1.9135848638512771 7.3268179853878515,70.37882014503371 -36.65922583261913 -42.454165444349,29.91713464271568 84.51405922155112 27.297806802089667,2.8300493690548896 5.49011935908305 -9.050877464714487,50.902541574361706 46.35121995741246 48.9002667451386,25.723533431099234 -123.51134992175471 -46.06233218574765
-1.1463390392877866 -11.308544289839517 -2.45351368006252,-0.8111159213561507 -10.72604472819422 4.730076146801793,-13.071440222973187 3.8027831084074513 6.844895138152123,25.385844444978837 3.0149345694054253 4.0131363297600116,2.910369465799053 -1.897054162414923 7.453163881979803,70.63756352150958 -37.42794392435725 -44.11807210513363,29.961899127168294 86.23968212466127 28.138925250455905,2.9889284174199817 5.455683823941192 -9.071679293444605,51.60234135517143 45.065762886730866 47.60201850470902,25.853158499612707 -123.05374480233941 -45.86724525280105
-0.9129054725216058 -10.875696557486117 -2.550028374647484,-1.0744542331737823 -10.378040647821482 4.644359735944099,-12.714979046601306 3.6458658198334377 6.526377681528335,24.830478679224292 3.071854212509686 4.501846308294178,2.8956654085156814 -1.8405389962050824 7.617243149793277,71.37114289751821 -38.29420942870503 -45.61993985537491,29.99607534361121 87.69937165482301 28.852425087115478,2.983776207937445 5.416988130577069 -9.202307011163192,52.547005895997614 44.12483644664518 46.53218664365067,26.020925729955547 -122.47151170363279 -45.61763117089263
-0.7402810520323988 -10.859089213478626 -2.6288085295099033,-1.2667561038407116 -10.325539366664659 4.573301776274384,-12.351746429396783 3.5991580860084444 6.351230537820107,24.275104720284745 3.1139590052684794 4.778826627483079,2.6830913907635767 -1.767931570214102 7.749702646658804,72.32714355434175 -38.67351934478078 -45.939549135040394,29.992237559503756 87.84849555615811 28.926603481203653,2.7948194222560847 5.39150403333823 -9.37828429181813,53.246546356554006 44.1812018243829 46.38852399478888,26.142377735659288 -122.05630761528953 -45.43666536525329
-0.6822901740389575 -11.26766095728409 -2.658407855715888,-1.322691719408552 -10.588401086859031 4.552089080652363,-12.105812338704316 3.6762267456767526 6.374715133334225,23.917648753045007 3.122730295422657 4.741728158977609,2.3465255991170855 -1.7054769462922528 7.806187257636521,73.1907949612032 -38.44565417177746 -44.98122242756528,29.951759567503284 86.61749448421625 28.32720845945524,2.4907365738369753 5.38561062398151 -9.54638633942639,53.477316009051236 45.2290711408766 47.24173220821697,26.178946814941558 -121.93674504552847 -45.38121286173601
-0.6885896450332929 -11.780263627793556 -2.6376134194604024,-1.27080494202814 -10.941514833169546 4.610970840005043,-12.034274885769602 3.775214554543672 6.507027990696308,23.854053229635294 3.1110248920123555 4.49912053758576,2.0652645895879744 -1.6822018597732713 7.771895875396296,73.57360620422617 -38.03929524687162 -43.74232537283746,29.910063502523982 85.08959255140468 27.584456042385234,2.2447786724610674 5.392572654015754 -9.666690519900728,53.330552046227844 46.484084514641275 48.42117941775034,26.146318510804647 -122.0486765779229 -45.429742978011824
-0.7037202145961554 -12.061189845725904 -2.5672809677417003,-1.1452469377676924 -11.148743685239893 4.778516461056719,-12.1881130729397 3.7894575569495537 6.65071628113181,24.170385144140365 3.093251159934482 4.17134748502985,2.0214820342904964 -1.7264850690756708 7.635020027681583,73.09441249271082 -37.906485681271704 -43.26584532838381,29.903834788916303 84.39610180972858 27.25208655218816,2.2329557038725323 5.404883531571082 -9.700711067126045,52.91681558686797 47.129226954979664 49.22282185321004,26.063634250144883 -122.31597600068194 -45.555644693177726
-0.7105856830918439 -11.966789423484432 -2.4620347831178564,-0.9881172095940559 -11.107059748617083 5.023805203585399,-12.522259391743194 3.691578146933504 6.739371408740963,24.782678083122534 3.072714194652724 3.86143694468281,2.260403279166384 -1.8322131984383996 7.438605391919931,71.86614583242114 -38.14369389187545 -43.848342133733645,29.939775244354234 84.87994907982177 27.496852187254795,2.4913735612230363 5.414438487578962 -9.638486352595807,52.39530298186534 46.872385238946585 49.34350698665959,25.963808901071168 -122.62637059681936 -45.70871036869666
-0.7439864535293903 -11.613222474226271 -2.355124888393184,-0.8522675774376585 -10.893501783731914 5.235439502552201,-12.86171694838721 3.561455365267014 6.748580661293467,25.37694857229262 3.0376988586184157 3.648992495845149,2.641993303187655 -1.9466127513507325 7.299903005942334,70.67014036582266 -38.3663754917426 -44.776626624793494,29.98402559218357 85.8175528038703 27.96199701825697,2.866879281724665 5.4123235533958365 -9.508641507850397,51.99100314197977 46.13152049670923 49.022398218574764,25.898389708186368 -122.81868953569989 -45.806811435237265
-0.8416971856052164 -11.135383605664295 -2.2808353259902203,-0.7907523819490196 -10.598028983456352 5.297652879745709,-13.02410320290214 3.4858548896026016 6.657658350351947,25.626266815616688 2.9757277716928674 3.610759639190302,3.0135213914435353 -2.014106037909986 7.33968622380828,70.32544861788793 -38.162142183660315 -45.273604285183325,30.000229025612235 86.41663907395949 28.25707377944691,3.193661265193547 5.389760093285324 -9.34272694600545,51.93063526505729 45.37283114268103 48.53637809594176,25.919411162762273 -122.73096905840205 -45.76688499033593
-0.9989215111386351 -10.685711043238355 -2.256164718951229,-0.822983337980799 -10.318926773000028 5.175293000246178,-12.9372630885886 3.5079370352956527 6.490680718821756,25.406561049038878 2.892559822977405 3.7517629820159297,3.249534809713164 -2.0095881386636854 7.574028461378539,71.06751683907355 -37.4965934488899 -45.02835708940373,29.974925691223202 86.30562746745157 28.199764015257003,3.352438753292992 5.349535808196098 -9.183469857035721,52.26452678491897 44.93256241623815 48.115766973309384,26.028787696105407 -122.3619256427344 -45.585758648791796
-1.14487796873944 -10.443835619865162 -2.271319290279046,-0.9162260903989784 -10.167386237695947 4.958159451235964,-12.699894122316053 3.6032738061410035 6.341105003189463,24.90818945806929 2.822220118895384 3.965859746887252,3.2668616938450254 -1.9551869283571752 7.856718230305868,72.2272015543365 -36.92120982532755 -44.45254057282021,29.93014601333075 85.7650124638881 27.930348925898915,3.296053792549415 5.312366220938669 -9.090921435047619,52.769597901147144 44.94553213544908 47.91871380694853,26.150747646576185 -121.95933013343729 -45.384090327161196
-1.2036838191001107 -10.58979600500519 -2.3142184902934333,-1.0332821491326805 -10.254536620358959 4.7463850293277865,-12.425065219850001 3.741545506388608 6.307604540928327,24.348018614657207 2.8009263065690915 4.137952661054169,2.9875533726832213 -1.8770502836258145 8.028541140040362,73.06162003223318 -37.03142017020096 -44.01633328870934,29.89087866681969 85.130603929795 27.616455159517557,2.984862307233391 5.300363351565226 -9.125986966360578,53.20031660471379 45.526546358710576 48.095254463385636,26.203390884845515 -121.79056607595679 -45.29231407792652
-1.1511444082604654 -11.129978161029372 -2.374395722993346,-1.1388905437412162 -10.586126931368813 4.602757234448097,-12.196569405746624 3.885450479634223 6.4212230043220755,23.894419681904843 2.8434099322011224 4.207638493887359,2.4762769246365868 -1.7974566916752248 8.016338885564114,73.19428274357779 -37.84270118503102 -43.86317875040634,29.87359954645683 84.66834129358433 27.38928864943614,2.496986935156343 5.322540409217435 -9.292373199877924,53.40706191779888 46.54902081606393 48.624156187078285,26.154648441346133 -121.96015237877118 -45.36210500332173
-1.055040384034632 -11.761765307584524 -2.4442563091008433,-1.201237983292299 -10.980389491057023 4.523610245424535,-12.046105321289968 3.9852631630001896 6.592661847077313,23.62946966375951 2.926169541046915 4.211838204568579,2.0514740942839205 -1.731799334169322 7.900083895627625,72.90067101705756 -38.33854562034991 -43.555118515710625,29.87963665528446 84.5198344677375 27.315247236086694,2.120107873557566 5.364602193017852 -9.492006121982115,53.41087977700883 47.456834176026604 49.179425790879804,26.06112238019407 -122.28280181742102 -45.5049922093063
-0.992344895403712 -12.151837016192207 -2.516514622332231,-1.189048676924869 -11.236888317760078 4.498373055503227,-11.99984575484522 3.990258792702518 6.720536112973936,23.62589076896125 3.0217958473443107 4.197434375979251,2.0561971131259367 -1.6946873942398193 7.775313740313616,72.52292115202867 -37.40135847532654 -42.59678950912876,29.90870752333914 84.81269064889241 27.453481750615165,2.162067435670723 5.409889703498674 -9.616700028512046,53.25056159067767 47.652077859630076 49.40497040107116,25.988353647058634 -122.54396703620509 -45.61836734609769
-0.9974080156541364 -12.136617378074128 -2.5858063286202735,-1.097944206461643 -11.252885381445276 4.5083523651658295,-12.060948679145614 3.8912897641730955 6.7505494123351015,23.888557404291 3.1078031486601505 4.200848128075659,2.604658056992494 -1.689764253943822 7.70507041521337,72.32163434472076 -34.6952008922676 -40.866210998283044,29.95329430436895 85.49926956390361 27.779482331782976,2.718063892852214 5.447489295126419 -9.61441974645639,52.987445214214006 46.90472007171917 49.13905681048466,25.972109393142947 -122.61977591874447 -45.64529020184232
-1.0172922906905921 -11.900149213737631 -2.650701696087257,-0.9786291132811089 -11.125717669875486 4.518221282866042,-12.185440171421337 3.7643540744777204 6.724837733357274,24.28339889162496 3.1717887177488273 4.237076616995246,3.3424286929461524 -1.6982165006101717 7.685848434255275,72.39043656888727 -31.484882689760315 -39.00604959187539,29.991061870740822 86.17304275363728 28.097410915065563,3.447823126786493 5.478253196385061 -9.548120420732635,52.729041229520234 45.73810155811246 48.61797974493294,25.987183204102124 -122.57204959829527 -45.62234405577635
-0.9885231425129264 -11.668697014049375 -2.7102236545376956,-0.8884688422784474 -10.977050777732607 4.490724990985281,-12.323626785307027 3.6957318996781625 6.697243773278645,24.659500545950646 3.202583271750618 4.318409243125793,3.8583331377930206 -1.6985300668005887 7.70599855283483,72.80204970093052 -29.229268603992498 -37.751748906066915,29.99791633629444 86.38444474282716 28.190888961697286,3.958351201177936 5.50445898562284 -9.494692620913517,52.58829763861238 44.76694792135084 48.12639238506124,26.000956187886135 -122.48524790394238 -45.59749236266512
-0.8897909844856526 -11.572798793395817 -2.7552517135188666,-0.8614188304372842 -10.881162847249193 4.419036581302777,-12.440221806557608 3.731586684725757 6.693393095898282,24.913225359506097 3.1886943151063583 4.433488447011257,3.918724772563293 -1.6829125059488035 7.755152941162468,73.50078117070375 -28.842459997275068 -37.60109261480373,29.965299464782216 85.93758023314676 27.96597825427634,4.024844493744874 5.524100665427009 -9.490613552649302,52.617687673018395 44.36507398752322 47.84328394307641,25.995740793323712 -122.41632143304226 -45.59877468295179
-0.7994555275866623 -11.516715022519021 -2.757416025446924,-0.8760981095825462 -10.800317907801372 4.368254414864287,-12.533993048745021 3.823254239538303 6.672211811759909,25.05269095157526 3.117865344446357 4.515060158795705,3.7095993521703745 -1.676006438357226 7.825972768398265,74.12739328029583 -29.95085056063738 -38.49008556213629,29.921376075378994 85.23617763168903 27.61816410982895,3.8200664140156175 5.5250467533899705 -9.476831608089284,52.72673474493058 44.33683145467474 47.69787591686953,25.989144063399742 -122.35719466257179 -45.607134621678114
-0.8101930003532553 -11.372120707138528 -2.6855988606595735,-0.9031412511970851 -10.680643477074941 4.413806712004798,-12.608638664132458 3.9083992942337997 6.583038818578544,25.10218373612662 2.9777551308287684 4.487856960133889,3.4774467733673458 -1.7071182129381786 7.911543298439823,74.27908133658086 -31.994865192513487 -40.27339916685871,29.89959518990158 84.77030386298514 27.38460763164921,3.574100643828542 5.4937187403431995 -9.380559362276221,52.804378853918536 44.404433762886136 47.583352676610794,26.003850538002474 -122.29042196085886 -45.5967336661412
-0.9596698285620046 -11.079406748717107 -2.530891005011849,-0.9193839290881175 -10.498396475877245 4.59040787142086,-12.675306314663128 3.9431372717299915 6.407629055547786,25.103125903020096 2.773392205922011 4.318055838996196,3.383906306922408 -1.7908699679752786 7.995831743392598,73.74380259513765 -34.44667618499662 -42.68258576401489,29.919435112696974 84.84029874259443 27.412464381728412,3.442356755629296 5.427139832779298 -9.17222259450123,52.78453468625961 44.373740834540946 47.422054887987855,26.048331815492435 -122.21429646608694 -45.55604336346181
