-17.3 9.2 -6.7,-9.4 11.9 -5.3,-10.2 7.1 -2.0,16.1 -6.2 14.3,16.1 -2.0 10.2,-1.9 45.3 -41.2,29.8 98.1 34.1,14.1 9.4 11.1,-2.3 -36.3 36.3,28.6 -109.4 -39.6
-17.472559753978558 9.149703285394034 -6.519139788286685,-9.587915736965833 11.744348040306058 -4.780333682172274,-10.236811493521003 6.964959268427785 -2.7679842033623774,16.590967748138745 -6.628343967473721 14.281328495639254,16.418364681447287 -2.078603958744262 10.032688476821514,-2.5040622771740515 45.918286908175865 -40.632831148080044,29.70871119820756 99.075550383099 34.568037944248914,14.398017143424292 9.366846142960439 11.053280575638059,-2.1051812376611254 -37.69638290893843 37.500094956422565,28.642246357079724 -109.3496022437388 -39.568272623612025
-17.316467291276545 9.227920156803393 -6.679735290727571,-9.427445194192709 11.891966175609426 -5.215348031551564,-10.179692085518306 7.071414601029834 -2.1183028656490004,16.126054861753143 -6.265531578693275 14.31461782067375,16.137511377059667 -2.0114204963002464 10.190079274083228,-1.9647312575094205 45.39236812759074 -41.08220548736353,29.783685766870885 98.30204672946772 34.19813798527402,14.134485522916684 9.389390588353134 11.09330209117598,-2.261608076559231 -36.49849729845565 36.43972715521925,28.599834528696906 -109.44596293730629 -39.62046933268875
-17.31058122186614 8.940018633467565 -6.730193455620507,-9.325102576157938 11.848642846102505 -5.588029570588127,-10.428460877929878 7.231334158547368 -1.6478911319607705,16.32977410368978 -6.00938754233015 14.154722013622672,16.044532436621708 -1.9674359171532259 10.148219816584392,-1.8465353390400403 45.014951562432 -41.7343669399115,29.86252055955552 97.19370064904452 33.65515863037889,14.050804131373972 9.464854871094975 11.133393497426674,-2.425649310206652 -35.687928028233806 36.13273306663702,28.632063646665085 -109.00643795500444 -39.41855808687617
-17.431646610796005 8.445918619037155 -6.675085014604334,-9.304662058390617 11.66257971841578 -5.786746411902978,-10.853789113236603 7.382500193451927 -1.4830735745598427,17.029047410256506 -5.926683704247005 13.886015177040957,16.13639351235262 -1.9567337059970578 9.954812017264361,-2.1148990304741297 44.87894665970428 -42.34104837942315,29.918311008332736 96.17835213790126 33.150312968078936,14.141801993953097 9.559909253187982 11.162070255022075,-2.533169019704192 -35.44501576492412 36.549328301187536,28.712550783977377 -108.2899443420165 -39.0831855413283
-17.573299499837525 8.049180229611514 -6.542862790170389,-9.369332229663403 11.446528592740156 -5.688132457675505,-11.105814599629074 7.420929229519983 -1.6829085720698425,17.63256814483349 -6.037830939773824 13.707217784082768,16.33915009006975 -1.9855126146144482 9.74176071219287,-2.574897119225183 45.08166677724677 -42.48713027834089,29.914832994010823 95.94840291114703 33.0279600503306,14.340081631587907 9.604957795318233 11.126107189944403,-2.5918473274405542 -36.06577745427728 37.3007259868065,28.787960308938114 -107.75321287686818 -38.82707423928338
-17.639719775441606 8.015503961359283 -6.36475868730781,-9.516013281502694 11.304252390996126 -5.203671325308959,-10.885943192642824 7.262232733305355 -2.2745376517457507,17.621214055065067 -6.347942925608968 13.789137771720007,16.57903167744047 -2.0564803472273803 9.628874833534667,-3.0381124600231266 45.6858251259622 -41.83558911939351,29.824153182527652 97.0625930598089 33.56659524836809,14.577834420216869 9.541537093263015 10.98403642511039,-2.610603622208977 -37.74824378816134 38.01879321734413,28.811663144301445 -107.78699027572672 -38.8325581372933
-17.632564959832663 8.267502851720602 -6.195648876826428,-9.68642880531275 11.256693965063635 -4.555268105910573,-10.361340707307987 6.998136028262277 -3.004295050464237,17.136462514603124 -6.72817894854528 14.049259219166034,16.78698740705189 -2.1414747062582413 9.624635258058426,-3.3811732737422595 46.44626061660846 -40.75132408952161,29.692479873807148 98.87925898538279 34.45307347738496,14.7863793782317 9.411800722864191 10.800807574828246,-2.606164625056466 -39.81394071658833 38.535119719147374,28.797873099349662 -108.1864194153058 -39.007625645674814
-17.60457354236854 8.548002656015717 -6.102799776341874,-9.793388333647234 11.281396168021306 -4.1274972964461565,-9.94324401140651 6.812652951663371 -3.471364247322385,16.665963303894806 -6.979502503963129 14.272317523851102,16.896439624997964 -2.1961568149688757 9.679183893870052,-3.514793345436146 46.9564775432171 -39.9670612140941,29.604873626948375 100.12769247902725 35.064213751006356,14.896578384631896 9.310628330009921 10.697135951220377,-2.599348314261384 -41.12508155282306 38.78595538133186,28.792687332426457 -108.43453034863157 -39.11650054894889
-17.603635687519656 8.617928477852802 -6.145056653479149,-9.759438701747314 11.353245795724598 -4.262519648590359,-10.00270179620676 6.8697931626964115 -3.3196706623785865,16.654778413694952 -6.923646040953206 14.262672484981909,16.849328851125062 -2.1809952621519892 9.742919476975548,-3.366728458593189 46.85173063440714 -40.139880925045965,29.63680803413401 99.67915654434104 34.8463368654473,14.848136356632683 9.32370687313539 10.777683816640847,-2.6083016120136726 -40.67213931010855 38.715908405892144,28.834952630108727 -108.08561711269249 -38.95604062884317
-17.62145158401479 8.446951394965417 -6.290791126744292,-9.613102004744889 11.423008989119833 -4.837461435855514,-10.461736526290453 7.1127829667826274 -2.681419478738205,17.06396394256637 -6.609175003106884 14.04521518152779,16.677711183825757 -2.108957797415901 9.77440923273207,-3.042306074952678 46.22514924860519 -41.090215544175855,29.758448451410047 97.9694105599315 34.0118552167091,14.67459287883085 9.434302149275108 10.971645468801306,-2.6224595743690986 -38.84881456281088 38.34847042698089,28.88364056995451 -107.47894962739362 -38.6826468137642
-17.615878079011488 8.13047062806462 -6.453882343879392,-9.446729461583457 11.426923967540324 -5.449357679192927,-10.97192121749647 7.351870387075966 -1.9829078164582123,17.563058213601344 -6.2212768277286425 13.777663150018183,16.467919525591185 -2.024632526281801 9.737140284958798,-2.753805454703776 45.445641604948435 -42.13458246197042,29.876532860832835 96.37651338945719 33.234599796267105,14.466004355015668 9.563991472711027 11.102530478132028,-2.6139640395113672 -36.89397482168396 37.75464473725567,28.849613721710096 -107.42659045189819 -38.66927363197424
-17.544834162686225 7.763997924088508 -6.555226176920491,-9.348978033436245 11.307726916204894 -5.718312576601626,-11.209663549420942 7.4062343052884705 -1.632371433372333,17.847215614079232 -5.936972881663282 13.613511890450756,16.304748489454923 -1.9697482278539378 9.597460958596674,-2.699779580048002 44.8618747039164 -42.61743619812056,29.902714615081827 96.1979400236361 33.148950849054145,14.311136349447331 9.63930128957577 11.005735665626657,-2.559043645667401 -35.98580529365511 37.01444279831422,28.652403827042274 -108.66719607821739 -39.25497333428959
-17.37297553182431 7.422405679065131 -6.614941257354274,-9.350094333061966 11.09373095164557 -5.608372561605451,-11.216178398146209 7.232515316652885 -1.7556313456133865,17.990081324163633 -5.804954866652314 13.62898748496457,16.24380694404557 -1.943947101373593 9.35741385809048,-2.8846177073670565 44.51546397631147 -42.3286745062742,29.82258929302543 97.5360656522065 33.80419551713507,14.272337069683651 9.660826307608483 10.687101437220175,-2.489181545365998 -36.37873393653423 36.31463262412917,28.33075816875214 -110.91847821449107 -40.307595910575046
-17.069611158932158 7.166309977138146 -6.721682800541721,-9.439978929978798 10.872360129891788 -5.321156838365507,-11.28466555892395 6.882303565380209 -2.2834349618163627,18.326737175405274 -5.7852727564243445 13.846943362415244,16.32054415720635 -1.917800693071269 9.043696858455895,-3.1785935075290275 44.235933738201545 -41.3658781528715,29.67282692071641 99.66776879255524 34.845476946368514,14.393707343413187 9.680322738744803 10.270199464535434,-2.4740270908551643 -37.68911769968347 35.91572266329195,28.005770317723375 -113.19294677646539 -41.36951568908038
-16.610829253521697 7.049630620628758 -6.958106914872665,-9.606406019919397 10.72575523351649 -5.05392309314697,-11.692454702550723 6.410096725038463 -3.136105320552647,19.16950982667142 -5.835503811493176 14.283602238941107,16.56465085041231 -1.8634479289921886 8.682985138674479,-3.4545265534909144 43.85704326710834 -39.84512453323358,29.490778260824506 101.87459727469528 35.92051515970157,14.712735888581578 9.747142241642004 9.875613169167348,-2.5786909096559287 -39.5232314718837 36.05989693354956,27.794538210483733 -114.53914386237889 -41.99978593432311
-16.07694988261643 7.02632730163273 -7.292096793251611,-9.816518139128394 10.63536620337878 -4.862251886007674,-12.3913311438918 5.886264107549689 -4.131976945184576,20.39492528866944 -5.902175058772757 14.86838178694438,16.922306178792514 -1.7864771895107252 8.293952604236681,-3.6665216148096498 43.344352385033694 -38.075381667450756,29.308563348714316 103.76693417373298 36.842554691787754,15.169501328455514 9.857285041845179 9.540827458636114,-2.7856954290261284 -41.52810496507384 36.68082446181017,27.72633368549408 -114.78602065536376 -42.118407182031845
-15.630723992392102 6.971307108149946 -7.600768443269562,-10.02114145119268 10.503012483451242 -4.68967962517076,-13.075626209145943 5.393726975212161 -5.008727608126889,21.53486033126439 -5.923074541796907 15.462050647323421,17.27364488459085 -1.718930071832863 7.888945421456519,-3.8329671683247817 42.76765425504832 -36.518163487770586,29.15416554349168 105.21521912518163 37.555743731373944,15.627046340340533 9.964558837197572 9.23760948645698,-3.0122488995618033 -43.38299849690989 37.46818781504885,27.760972057566903 -114.37970823443023 -41.93083205143313
-15.426374848701471 6.76351112540053 -7.763933746085763,-10.169152358726816 10.233044717720713 -4.478508299608969,-13.444130732553505 5.012867580934699 -5.512321144809424,22.133728675278093 -5.837817681174908 15.924807011397425,17.501473814459985 -1.6917373933486881 7.482791790093064,-3.9693357459741088 42.198530527086305 -35.620380160411564,29.052497330943456 106.11623150384865 38.01635542476098,15.951173509377808 10.023108140475216 8.936012496542235,-3.1714064774941506 -44.76612257437908 38.11634804731907,27.854256735009994 -113.78363904828461 -41.65057787796552
-15.409841727038534 6.401547526569575 -7.761396012376952,-10.180360904862926 9.82074611450652 -4.206311614589076,-13.417666594365949 4.768381733586338 -5.5914002622445595,22.160073000181086 -5.625942948280122 16.14205168536415,17.575085850640594 -1.7004064547486004 7.141620886474429,-4.000831080119545 41.68811945130365 -35.46624655442681,28.97131372675543 106.73849907670976 38.34588370458827,16.101668314948544 10.0158507400824 8.607649745225334,-3.130436498013256 -45.318393631837594 38.538821975324716,27.921118461501788 -113.46988769932742 -41.496369781030324
-15.33867185066425 5.992262896482196 -7.663400408576874,-9.94828672460138 9.34364802986085 -3.882566404403625,-13.117881884979097 4.634597071846245 -5.377929911732146,21.966058964789 -5.3030990572938 16.021981141715433,17.542000155299462 -1.708404124825807 6.977963418994429,-3.771009128008732 41.269068302951524 -35.81192106534716,28.82667103912154 107.68679457318008 38.815264056618304,16.12332339560248 9.95172973935877 8.225545513955144,-2.7151932962878735 -44.64699576124234 38.84735194339336,27.83951881589679 -113.91834558407467 -41.69164330019443
-14.975506516798367 5.64062687537297 -7.543668293812588,-9.374774791144972 8.878458059506997 -3.51965024921164,-12.672152009697106 4.583035317002422 -5.010773173630222,21.901786923898587 -4.888248198195709 15.48428528161263,17.450048714059882 -1.679414827400249 7.0964111626537685,-3.1293485385526036 40.962364254722075 -36.40641312329905,28.53764469259936 109.54534525456768 39.68618794799871,16.06206288253351 9.841807316981766 7.764319918142654,-1.7628946491105542 -42.39266819138288 39.155475644592585,27.49308768615255 -115.57923050072625 -42.44615172329768
-14.373452123589821 5.310389260124857 -7.481239780518224,-8.588348821522372 8.409302319612275 -3.172752632093623,-12.170976403262697 4.560988385969672 -4.635956431087215,21.92897547727458 -4.4495485098258625 14.709545547298422,17.28580954665318 -1.6106624054412086 7.366609480227072,-2.142029769277217 40.52023685766689 -37.11291801206962,28.142651765113467 112.09995845231902 40.862739052889566,15.916597671624375 9.726025883014486 7.236362213009346,-0.42502772454213056 -39.04615462706512 39.44602411581164,26.93658541918929 -118.17047063960214 -43.63102133221769
-13.88595947586474 4.819276831682579 -7.560654635995801,-7.951921079279273 7.824576563358595 -2.941331058486421,-11.666724303491382 4.490694286621413 -4.406913008462545,21.607751820391883 -4.106027333637895 14.148108371241511,16.972523335610486 -1.534050864569115 7.415266319442415,-1.0993055532631628 39.417017050737925 -37.912700561009075,27.803510039037 114.31086569085114 41.87923028791627,15.636819605792523 9.674190354005272 6.693115398446214,0.8219619802653194 -35.97711362105903 39.56667613994076,26.401723314028267 -120.65279793201915 -44.76723401329105
-13.87125476484837 3.984547515955148 -7.863046343727519,-7.829193077401797 7.013115163066369 -2.924398188977019,-11.210564295394688 4.297020491280606 -4.469847983101734,20.50221808669452 -3.973363473723612 14.246367429936042,16.43618764869019 -1.481583748900219 6.871763028773501,-0.2972153204995393 37.14598175346334 -38.792255008040954,27.683185009400468 115.12905681263094 42.26579943679365,15.175070525747769 9.7553496098251 6.18714511233734,1.499178826681003 -34.56042509329445 39.365844464461546,26.123436889303534 -121.97374630933221 -45.36971419987043
-14.3992224595581 2.822466307352175 -8.353359582072864,-8.2655945616763 6.017900027331967 -3.142002292016051,-10.871402223267228 4.025005611821698 -4.730655025140538,18.89090276117067 -3.9864238938541887 14.930090332922562,15.783092818013264 -1.4376258128895656 5.806197302404773,0.11271744545122336 34.2089102852597 -39.73113864542364,27.800322160215796 114.42142622372357 41.961675176080206,14.632976815671116 9.970810150037703 5.749450349981688,1.5259380567431358 -35.04930911499002 38.913209387211,26.17982161477224 -121.77099960207707 -45.27397443919331
-15.198853990770555 1.5845750228433442 -8.859174396605741,-8.930277336298786 5.0641545439802105 -3.5208356994172973,-10.739113869991678 3.861761022107548 -4.811118779144697,17.89696745270169 -3.8663101092044507 15.50953264940213,15.332680944878536 -1.3302206805592793 4.809705319486822,0.14982375851119026 32.299887555378604 -40.70070753645094,28.00294412335145 113.13769979500269 41.38973536189232,14.288657048236495 10.24178980142034 5.385532865907088,1.2923411585190498 -36.37089936663312 38.54004556332967,26.463548248255744 -120.49817384155442 -44.69454372928806
-15.983345856738408 0.5308316504121255 -9.202678156499564,-9.47562559058119 4.38095347494657 -3.9805624270237154,-10.90199013512239 3.9976952599131512 -4.326459102324095,18.66636586181356 -3.3286289524568202 15.273783720565985,15.409940732226913 -1.086206081973962 4.4909221214988175,-0.15603400376047588 33.14743215354014 -41.67074708403732,28.13129937080975 112.27739561264688 40.99520646587154,14.424658864347114 10.485757729560733 5.09792495504997,1.2093637592396291 -37.392043173967515 38.58522486939966,26.8570976993431 -118.65446468306943 -43.86693241038153
-16.63185971935553 -0.2993574959351032 -9.314395296354215,-9.765660739107764 3.912744645651261 -4.371008128184511,-11.329062378322277 4.41389619292554 -3.311707364619519,21.236706236738286 -2.3811694829711607 14.125242601513223,16.0514049816542 -0.7197156508135496 4.921452373025946,-0.7466294827028637 37.011887419818706 -42.56424649642658,28.11431307102476 112.2966552131936 40.98525585196511,15.077707181396438 10.657560752826173 4.8253003976688325,1.418712076462354 -37.674530539653674 39.067307030566745,27.265045044285984 -116.67344561905357 -42.98800864443888
-17.24807087992756 -1.1649430460023162 -9.271405999629483,-9.950701890740532 3.2189394799607367 -4.447522816963904,-11.828030552420568 4.808287774100932 -2.369805746423392,24.14625403737387 -1.4269777745530394 12.79597882116466,16.90339036264767 -0.3629747973478996 5.446419097892601,-1.5253662154376901 42.16748490214769 -43.240890227143694,28.000870071980785 112.91655354417742 41.245010309514164,15.951983911399772 10.762609269760041 4.419946727515806,1.6978312152213852 -37.72025302835499 39.57154127904517,27.621853810974677 -114.89991807501967 -42.20236639391239
-17.948650974569308 -2.3406090085036495 -9.160128092150156,-10.1986912232355 1.8399116708229595 -3.962952471400046,-12.196045386411871 4.862217255630228 -2.1362384612754646,25.841025540233478 -0.8925583624236797 12.069665272972458,17.587719384661902 -0.15545377809529126 5.367829379762956,-2.3909548436248715 46.755879648418144 -43.55543376160511,27.847728036806817 113.80891607964986 41.63794473634552,16.730408690601106 10.809488058278324 3.730787338044828,1.8014455112304248 -38.0912898396511 39.65803411743538,27.864448249343326 -113.67070767223673 -41.65029637050393
-18.67385333577353 -3.774346810825901 -9.003060400398745,-10.515619796605959 -0.18636782431626456 -2.922270468320626,-12.284410905669972 4.468418400630935 -2.780292718476778,25.61775224051009 -0.9285329934631286 12.292629383324904,17.918486427306508 -0.16836348211940982 4.49480238071955,-3.1239496667090587 49.42294084297831 -43.33650798338853,27.673108039493215 114.82123146850415 42.09998389058307,17.23645756962148 10.78189554136348 2.7728142286188557,1.6724127856057598 -38.9571074813594 39.22378762861953,27.950101708423976 -113.22216995504108 -41.4365288463284
-19.090482925418783 -4.907774379298482 -8.723627301877245,-10.65645443836401 -2.0506522880394664 -1.721247652677098,-12.028368744956373 3.8472740641567893 -3.7486503707584085,24.09177422235026 -1.2579050926226494 13.13331310466133,18.007807268931355 -0.36711277892933347 3.4224809843933577,-3.3217626537012155 49.596069581684844 -42.37225064322155,27.435499440865392 116.07326628063849 42.67934981381129,17.511469041366315 10.624956291851003 1.8184257377598312,1.545197761837673 -39.87862278906585 38.68799204491653,27.86762864085046 -113.63493184852332 -41.61067541214099
-18.845517503096097 -5.1438664337245035 -8.237757726061757,-10.357415137562237 -2.8836776881679897 -0.7866850735990966,-11.371902871580401 3.2462785061787978 -4.429170718046659,21.99096948395623 -1.5683053035309527 14.201754576839168,17.992995298106553 -0.707826535183559 2.8094012725439526,-2.571480894895206 46.783640671957556 -40.45291114019809,27.088989972771728 117.7055059329499 43.432725436363434,17.615593605763905 10.281294219362142 1.1602319666694292,1.6772420890795001 -40.36775450053131 38.5114572153872,27.609189232609125 -114.9727534795703 -42.2159244770518
-17.91818976924726 -4.327599044385214 -7.553730302470774,-9.610676020080119 -2.3852467609567047 -0.3127949283902092,-10.395837275638458 2.816406240104425 -4.50976154093947,19.963121959738608 -1.6742865083182388 15.099802213414003,17.97192395075567 -1.1301974232907512 2.9345038095217646,-0.9483634836764356 41.729916053005915 -37.87180324344059,26.653896740546788 119.61540547803409 44.308978054550145,17.61537932813065 9.767039783161602 0.9172437526034426,2.1364894118104143 -40.2376579009215 38.85829415946424,27.223816306958156 -116.98732133250859 -43.14424742225069
-16.878956654141913 -3.0904585057594116 -6.844153437457987,-8.86386354315822 -1.267776414856712 -0.07991395945400087,-9.424493115018477 2.5368816988785583 -4.212245725832356,18.51349384746276 -1.6162507593751219 15.41473138769443,17.97228604918006 -1.5446781851265416 3.4012657132898036,0.6036628429456478 37.37833163501323 -35.817408282145465,26.26838734779336 121.26796457868626 45.065124649303186,17.588758290104053 9.229123162418817 0.8995642883977806,2.6536850424682106 -39.837517462144696 39.36465925852882,26.86174353335906 -118.87500885854712 -44.01853559466227
-16.35672895219028 -2.142922125770104 -6.2980627491559025,-8.609370560565997 -0.3458210626804136 0.17329941870144877,-8.80590774357859 2.3692395695024855 -3.8129903873520368,18.129599854904484 -1.4578717824687724 14.73553907022952,18.014351151164945 -1.8589661841700675 3.74496194737468,1.0557058625694533 36.8837253850657 -35.56386491194181,26.0821125658007 122.08621830154077 45.439593837117876,17.6144652534534 8.827472342694108 0.8860830565985651,2.9259692203060927 -39.5703680604147 39.61388840235409,26.682960306627653 -119.77860678576717 -44.43566099504163
-16.61245926795661 -1.8875535424905694 -6.02881586384313,-9.01716602993691 -0.10225007191310806 0.5626813078159815,-8.683670514021886 2.277190971757529 -3.5155090188856524,18.847579739856386 -1.2614210135028632 13.127393448054448,18.090495030357772 -2.0189779789418436 3.711569215114589,0.05524067410327246 41.141810411077245 -37.4076518298452,26.146471704405233 121.8793170695825 45.346301794961136,17.71646404345575 8.650320462798733 0.7486480491472105,2.8209734267180853 -39.631722197518265 39.42602101439729,26.74755775298459 -119.38157602779074 -44.24627719234863
-17.153560954131336 -2.096341935201945 -5.994789926486615,-9.596929049390127 -0.34067710161814246 0.9060880488964315,-8.782683009384053 2.228904128362444 -3.374118643242674,19.779205352259353 -1.0862981478306102 11.630610733540935,18.135969956129873 -2.0488989759821905 3.4785589813926947,-1.3651292601699396 46.42185229717502 -39.643104081417476,26.311655526380964 121.24713450422044 45.05854456599117,17.806553430640843 8.639077237923164 0.549476401974948,2.5554770805516243 -39.792108615977895 39.10584018902787,26.91104596564734 -118.47461255473704 -43.82075542543481
-17.396250852445082 -2.464199126136272 -6.135271091083069,-9.778646313383799 -0.7815146715385326 0.9853651631238961,-8.777328384019404 2.193199428894 -3.424651450256788,19.925341740253803 -0.9915106655329723 11.402202361117842,18.079298685269855 -1.9825467406971182 3.2759832238430584,-2.0052896855546787 48.43463946365133 -40.323358832574506,26.403506655698905 120.885213690178 44.89309948961515,17.783091072051192 8.717205906915233 0.37412027988460644,2.388622995775652 -39.770721453900954 39.016721703469756,27.004160696513306 -117.98244941155036 -43.5923790906731
-17.056062708035686 -2.7231608924257236 -6.357493053004576,-9.315760811632487 -1.1366796427440422 0.7152553292733409,-8.551087514602708 2.168671682150367 -3.642333177771077,18.923765497253637 -1.0247104211199305 12.842159473754844,17.923121962925517 -1.8673387158765244 3.2629913489183893,-1.2498184397089467 45.13016498206065 -38.60739463552858,26.328622090243346 121.1673990598472 45.020530140374866,17.626360027003802 8.816889920506883 0.31525860287154395,2.4710926744110178 -39.48318708697371 39.30905653851651,26.934681675186578 -118.39974582306397 -43.791831874902414
-16.556053368996317 -2.6930163437604087 -6.492924140798672,-8.726299154371745 -1.0980069005866209 0.32464255340327663,-8.481704941614481 2.2242962509058266 -3.8591284765220086,17.917780060263112 -1.2067069245879467 14.561034196724133,17.84528009201022 -1.7828396348138793 3.431133784869079,0.1346157562802244 39.751437470283975 -36.268169808092814,26.184485425207086 121.70710612856577 45.26578106684102,17.51029802038342 8.890925502382233 0.4824164626321542,2.697187564072819 -39.30945697466561 39.62978377385852,26.79250462121546 -119.20455566960526 -44.17089375616477
-16.421101666168493 -2.206535950465137 -6.362246432489869,-8.63826298356949 -0.3548967942601425 0.08760036849175767,-9.017865023084754 2.4391244116557185 -3.886358954706226,18.267066302039165 -1.554270441384434 14.912096168435594,18.04868669490013 -1.8131799246575173 3.7476972665036654,1.1822050607610575 36.30374358996693 -35.45480019223904,26.096078010144236 122.0082182735349 45.40401316632948,17.636602220219366 8.895124286848962 0.9873406562038409,2.9242219949680934 -39.69607074983285 39.55346918121439,26.693769877789695 -119.72846104245156 -44.41234714557162
-16.916492336210002 -1.3030945596201775 -5.8934713712412465,-9.35934405994146 1.0872752264793888 0.14967225861494735,-10.29730632236066 2.830624832854647 -3.5703852591323733,20.583877136746203 -1.974598978261555 13.068835506411865,18.576974121941998 -1.989552985371474 4.143924616657384,1.2730920012757525 37.21801342803394 -37.337723436874015,26.136388128139203 121.78838030277038 45.30706453395673,18.061368945946928 8.810902981373848 1.7982851215577453,3.042186122011601 -40.760418410361446 38.893673597943085,26.71199164882922 -119.56171073369953 -44.32255195120324
