-17.3 9.2 -6.7,-9.4 11.9 -5.3,-10.2 7.1 -2.0,16.1 -6.2 14.3,16.1 -2.0 10.2,-1.9 45.3 -41.2,29.8 98.1 34.1,14.1 9.4 11.1,-2.3 -36.3 36.3,28.6 -109.4 -39.6
-20.814387766952297 -3.517331677070548 -1.1886628052832058,-11.289865616817716 1.786188668452149 1.0802566482609703,-18.780074687821124 3.8594942807989963 1.5723591020056196,34.615994010044496 -1.012582378201556 4.405635562833207,19.74332567478816 -3.604102393505851 2.714921295178561,-3.0755720540468854 37.81508048979474 -47.04067650420135,29.681355586593828 99.79189719500582 34.89931528961812,19.232608459872374 7.732670739050998 2.1577668247430246,4.783972712082274 -38.32039851136381 36.20383644550351,26.94584257720751 -118.60948633282426 -43.914202184675865
-20.813990134690375 -2.87672224168882 -1.2360079224862177,-11.375502842456552 2.4948807564938855 0.8624330626419852,-19.70802434294609 4.15442802806322 0.6548240941292314,35.96771496221772 -1.84664933976137 4.234628132948654,20.160215281899184 -3.5940589715100226 2.957136850307541,-2.869565270336175 38.10507859502533 -46.68971920480957,29.57809539652998 100.88370191701101 35.46818729784169,19.593278170748395 7.88919212184317 2.9674209482176352,4.277839582166561 -37.97790403425568 36.42998711238234,27.030174030734067 -118.20201229174836 -43.71815346060471
-20.804990956769032 -1.9908598801117257 -1.4066603680852108,-11.624076792499473 3.4730048699358154 0.48954888290180243,-20.071245822374685 4.4244054644012945 0.1665946151179227,36.4406734290136 -2.3162725016916275 4.521520649514679,20.246637323415154 -3.5494162956648934 3.3861946212202874,-2.5439912400230007 38.09417259322962 -46.326351072662135,29.472592061257487 102.04762261137677 36.07097949231821,19.613599494410558 8.022950008640928 3.7511241920983607,3.869663304678957 -37.78137183687902 36.34914111464509,27.02684666894765 -118.07577051214543 -43.63641602112612
-20.934761685453733 -1.0624384295887115 -1.6367521798735944,-11.952386887967254 4.435880856816652 0.025121187740730678,-20.08897192588222 4.624478045773042 0.25736404778354033,36.36609741309013 -2.3825152803173952 5.236537987553123,20.18919367859964 -3.4909031626960703 3.8737219704958563,-2.1324489451963613 37.98482412016904 -46.07299120146517,29.389693280005247 103.02909591164891 36.56271973409715,19.475711902959794 8.109237021869815 4.382182211551682,3.5584115701013834 -37.82622467609486 36.175858813617715,27.13055587629177 -117.43737804636817 -43.32321069207149
-21.2726769941864 -0.2511763443957642 -1.8865582282159183,-12.288670915548833 5.178526242503589 -0.47528226897867004,-19.95303500810789 4.736802683709776 0.9173973970700664,36.042379576869706 -2.0849404656152286 6.27199236302633,20.129898759194774 -3.4266784027619326 4.3217801666304805,-1.6758218556555655 37.948443041338976 -45.99898869377296,29.343177550685827 103.67040278039806 36.856196977864116,19.320854975368462 8.1467834182249 4.7939837052174425,3.359464032898826 -38.08983584943732 36.09089860005832,27.443110949026295 -115.89168292522196 -42.60878101700528
-21.689794888745077 0.3924782637801 -2.177739586544278,-12.590250152265023 5.698599969442065 -0.9763058964572902,-19.78559832896849 4.812455336215387 1.7315928680779913,35.68442458038066 -1.6627054260952228 7.322093209364391,20.09739770564972 -3.332940117387457 4.709812530258069,-1.2335151718422743 38.07748617190228 -46.038755492465384,29.31867852790061 104.0600631262642 37.01106505892315,19.18627514325834 8.19391260166148 5.072686103271186,3.329929840164387 -38.249422984599626 36.18907308254527,27.83014656493628 -114.05608577204758 -41.77093054569315
-22.026168274103735 0.8352085993509607 -2.5415606585258588,-12.819018868193385 6.025494255379221 -1.4457690752983887,-19.697878868414996 4.91328292743521 2.2215066455883092,35.49399370797836 -1.386145113293893 8.050140051421913,20.102577975511107 -3.1808925073888714 5.029383600826062,-0.8678140987326447 38.45201853180031 -46.10558052770114,29.297427525467924 104.32512831827468 37.10995729039265,19.092928692377605 8.318257367417138 5.328338032653011,3.533414447139663 -37.935343421134625 36.551678199516736,28.120365881162325 -112.70629763920647 -41.15743545139944
-22.18247238305517 1.0695361484282526 -2.9981077733187074,-12.960226391969318 6.191094509874218 -1.863854907753666,-19.7553764675412 5.075195357135174 2.0741951675196266,35.585998175343136 -1.430765951200356 8.2564580717749,20.14965412408482 -2.9550804246293363 5.277134719335505,-0.6158904607412999 39.11659524594971 -46.12087470370133,29.26661276312034 104.5596347019763 37.21342237131039,19.054289564840904 8.559967152004113 5.633109467462818,3.9864191623027243 -36.95200766676164 37.18748064003212,28.205186942114505 -112.3166348226307 -40.97984926967071
-22.238167485137772 1.1641836633774698 -3.534501312817437,-13.067999892335875 6.2346389678521055 -2.247209108263449,-19.888763740500348 5.2576100507143035 1.4648018506846507,35.819214317194856 -1.6924097189098055 8.145483250658396,20.22316124012975 -2.679392455755075 5.464679534598277,-0.4408526665737363 40.01104702311131 -46.030001938097165,29.230990338319536 104.76025198592751 37.31687790657801,19.061765062803783 8.878138527810314 5.94746011623387,4.566527556839263 -35.617137136021626 37.89134662146227,28.160984124768664 -112.47255179882156 -41.04798297409285
-22.30551068911255 1.2018524751039301 -4.13181429112848,-13.209101686307635 6.196714687583253 -2.6191661972853493,-20.003980208759117 5.4059124349814685 0.6580061852993019,36.00543235205994 -2.0156157120333624 7.995782810497529,20.30402435469481 -2.3849345148105545 5.60637825845524,-0.2922227198228925 41.05599362519108 -45.78272015790677,29.198539050336308 104.9057886639169 37.403793666638116,19.10271452078368 9.216999497674365 6.211357236419632,5.12583973431326 -34.342616466445044 38.41890384599065,28.098060725504546 -112.59644768621641 -41.097950732001344
-22.4967591037405 1.2652439145129568 -4.771119722358288,-13.450294090899186 6.117908727338037 -3.003060695276992,-20.006965393784192 5.4654879367455536 -0.08151233842052452,35.95644249846485 -2.244923226182161 8.08592397371742,20.373168498828925 -2.1028125158402298 5.716591102747268,-0.11952262408169995 42.17205481409509 -45.32878729014834,29.177237698441445 104.97505322973305 37.457639421933386,19.164497273298053 9.520778064434905 6.36476808547359,5.5164557982887175 -33.540330295562285 38.52578001580075,28.126720040701898 -112.1107216032528 -40.86586671073171
-22.924169837782653 1.4370593125098747 -5.43349062061332,-13.858339423125116 6.038808145386827 -3.4222271226960057,-19.803658817042262 5.381721982815437 -0.4890742302589306,35.48403497493605 -2.2248715569673303 8.69447396274321,20.411518703581017 -1.8641323728885564 5.809678279315232,0.12772561705691116 43.279850351729394 -44.61796126184004,29.17506508190575 104.94685417716455 37.461884942906465,19.234472654864348 9.733702230930575 6.34765992084922,5.590475852329634 -33.622163260903804 37.96760283307603,28.357265366740464 -110.43777266836817 -40.08784507761942
-23.7 1.8 -6.1,-14.5 6.0 -3.9,-19.3 5.1 -0.3,34.4 -1.8 10.1,20.4 -1.7 5.9,0.5 44.3 -43.6,29.2 104.8 37.4,19.3 9.8 6.1,5.2 -35.0 36.5,28.9 -107.0 -38.5
