-34.7 -22.3 5.2,-32.0 -16.0 -2.1,-28.9 2.3 10.3,54.8 3.1 -1.6,6.7 -2.3 -5.6,-5.3 6.8 -48.1,25.6 55.9 13.7,7.7 9.4 -4.4,12.8 -5.7 38.7,26.5 -59.8 -15.4
-25.1162318726164 -17.967472272520872 -4.355399131445823,-21.023113608557562 -7.461408141371747 -11.487705537498238,-25.564946561460392 5.55776500555027 12.017367095221063,50.96117757948341 5.724821147066075 9.844217853307669,3.890326016596717 0.156747390735309 0.9907345366201428,-8.881395465501551 -7.684103042133474 -56.51129325398422,22.935446782294285 47.16573692101331 10.09559997988975,4.0323166808630635 10.946747108594064 -2.384751415822891,8.519244671424003 6.519179637358229 49.88555140642305,23.768437276035524 -49.55383998640507 -11.032024557704592
-24.039356004881057 -18.706098375700616 -4.737416470624257,-21.035141738654975 -8.10327622604744 -10.38197754245652,-25.649352412226737 5.374594074353353 10.146500591939295,50.398065499202644 5.023139126565124 8.399328032238577,3.38336420958263 0.2514439730218714 0.23865622361810074,-9.022373130698803 -8.4058991275868 -54.731035048208234,23.193449781693637 47.99888549833921 10.419626787942436,3.6071238342267224 11.219293779511212 -2.4940379320411523,7.550034814117023 4.3520324402351855 49.912086612742655,23.037706116340956 -47.4524202697471 -10.211581761376582
-23.592596936824197 -17.633585063153344 -4.493069495520847,-21.993207265157835 -7.9671974949211295 -8.76927167119513,-25.803983743997385 4.712984383520286 7.762411809421325,48.667174040837345 3.855182093619693 6.625004939461472,3.242686480063865 -0.2639621627926211 -0.6512260084135197,-7.4246979033364955 -9.009013528390241 -52.96426432019456,23.56979156732471 49.18947706167036 10.910836774778142,3.5205188563907432 10.977674735434475 -2.220611503038787,6.9597601142552366 2.5749031725031264 48.397831463445996,22.083703740151165 -44.7513446579136 -9.183687266307073
-23.44883734452722 -15.880885779873052 -4.154373291573423,-22.83994124685215 -7.519355237924101 -7.359905368291409,-25.58537509662117 4.159245442439994 5.469305680847148,46.00893438218672 2.5497315003452647 5.102139885917539,3.3497809530360154 -0.9244702685926419 -1.270738317589631,-5.371135742398341 -9.852926448027358 -51.6760136037668,24.02822957455729 50.630819419503375 11.513799243340351,3.6186370585260543 10.60479939899659 -1.5856660630305088,6.379365559281119 1.560197556901874 46.465365208695175,21.275149789763727 -42.441809425156215 -8.314469177873827
-23.20786152618174 -14.729361431822904 -4.32309964509767,-22.405909980882534 -7.289723264587633 -6.919231370434896,-24.523196086437686 4.354321908962733 3.900773055115839,42.70907973188857 1.460928394955587 4.447803899829234,3.5533476763338117 -1.2102905750959523 -1.1907130917233326,-4.2904651509950105 -11.375513085777404 -51.32127692738501,24.530636730560285 52.21158575721049 12.169621606254092,3.7146323945393234 10.532769663814875 -0.6255809873822206,5.3823203127801325 1.640551215395444 45.361141126715026,21.001186785400627 -41.56795559588839 -7.988581416256427
-22.678909010397685 -14.754337335401846 -5.240761490955173,-20.306185416014632 -7.508603965714949 -7.7279267030999526,-22.535953331432847 5.441435961621922 3.456668267738619,39.155182115073956 0.9109900633870573 5.009518890891137,3.7667292980566836 -0.8935655884792825 -0.30776422923296587,-4.777312344714706 -13.275787767253883 -51.97770405896694,24.988125637850082 53.65515307956279 12.759184446237132,3.731520621759806 10.928623751003272 0.48194255608767045,3.7962353843649463 2.597135058998051 45.61383686144851,21.44181259108033 -42.65670576218209 -8.405347374231445
-22.070922029303706 -15.183813493787072 -6.461391023587787,-17.65290896665807 -7.834437783406979 -9.141763381197613,-20.284169776784672 6.614007665211987 4.090807061036176,35.92915222387311 1.1612137846453927 6.620427103073894,4.026625720437458 -0.30353118285434116 0.859806623273283,-5.83449356713767 -13.842799126888332 -53.00285999798206,25.21494314412476 54.36946425232391 13.048437691421931,3.801966403174322 11.453579777338307 1.28951950388257,1.9336998036835613 3.158761767222008 46.38240125622859,22.3779150350198 -45.24797634154981 -9.410424829734502
-21.637060483566742 -15.09693871020261 -7.4628101129202635,-15.723767721508251 -7.862293682302318 -10.414012253355601,-18.5106369095311 6.961370873339187 5.705469494149704,33.63377028713872 2.4639186766747576 9.054788642380904,4.383159993833812 0.16878026643822064 1.7250855974548642,-6.288898927497992 -11.21562118535314 -53.67495917737555,25.015243174018998 53.729534607834644 12.791416295914127,4.081448196727317 11.713039780754707 1.3211920165324784,0.16188345381224786 1.9407605325856956 46.674369747690896,23.545377660023544 -48.76961171660305 -10.809173046214202
-21.48511996623466 -14.1023241908217 -7.941693850349193,-15.2381337652312 -7.373657875389668 -11.098084961837708,-17.724457156410562 6.114473918784572 7.929418796712774,32.676017786812594 4.648552140180923 11.880714384174322,4.797181198795742 0.3016906605413935 1.9596264370655627,-5.580134476290124 -5.239736818177595 -53.59568191507543,24.352244620677872 51.61625634376682 11.94285545697193,4.5738801822902975 11.524385914258165 0.4498175661821638,-1.1436588976676203 -1.4753778265729505 46.018232235316546,24.655836721930715 -52.4353108429992 -12.302252986462527
-21.403193145666254 -12.973039470744576 -8.076046039443943,-15.687464692274874 -6.560008137452824 -11.407499409623442,-17.9207754447635 4.895449792256723 9.78986660858107,33.03225170654549 6.6145304906350235 14.212926658596185,5.033196207021701 0.24598649240361878 1.8034364001874446,-4.495365934143277 0.486428505783318 -53.07811417706692,23.539001467312776 49.02310779415435 10.898894838827719,4.9498378834171 11.171212868678301 -0.6845891744281389,-1.5889314219311412 -5.3832619399441715 45.08822524738065,25.36760088409546 -54.987797920437416 -13.360060333725848
-21.13709444837023 -12.636058903649317 -8.10779698618494,-16.400207259366944 -5.667324754768563 -11.643386508175855,-19.025859825405334 4.283932656274602 10.235446705870682,34.62090809562888 7.13915324487379 15.107170086729042,4.829958780968929 0.20186161418636142 1.5719507472467946,-4.000082786108303 1.8699529596491993 -52.529777870341704,22.934810111339676 47.09063803355986 10.114024653673521,4.836020045745402 10.998817677198621 -1.340693054420709,-0.7785251911129061 -7.795807647450098 44.71006863884053,25.332458986982846 -55.109132798133366 -13.42318778197199
-20.546288902911563 -13.568552393236796 -8.222476546451343,-16.878627290851288 -4.914640615352301 -12.005542451490339,-20.768431302715616 4.826160709469554 8.835098732802464,37.10642305734831 5.694984049185083 14.189640051697474,4.084455312781234 0.3005342590701757 1.4848406674781407,-4.630631028444642 -3.0952380340511874 -52.254914663612475,22.76600747561732 46.53873703687741 9.876718641314458,4.063155724532703 11.20738064580132 -1.1042542934275221,1.24784520807191 -7.610385926384511 45.28847107923832,24.443608450888966 -52.32509951737811 -12.284790285784577
-19.77921255714265 -15.104005181285444 -8.462209303654221,-17.066947558346165 -4.452471441433611 -12.436107107365702,-22.37492254882612 5.966408138194978 6.734968399672869,39.50740573087043 3.522383468892047 12.536975094675032,3.0959986535721358 0.4978434315973326 1.5182850961135859,-5.832205100508573 -11.109146178131946 -52.295163166850315,22.92086421506031 47.01771585372893 10.053332678770943,2.9807468233070495 11.628104461201097 -0.39271443005537154,3.3441086606597064 -5.973206721334181 46.15766709033576,23.208058520388505 -48.30675751062032 -10.634456905411067
-19.029540269402585 -16.397028555244948 -8.846622039818552,-16.9786137028366 -4.420547984180825 -12.836878115158019,-22.993433649826855 6.976565351206796 5.327770938325677,40.74173552627655 2.1380869532504003 11.452545384211065,2.2268314193005767 0.7221751908688117 1.6103414773997158,-6.8793089630209945 -18.041880268777724 -52.65101702237511,23.234736403698275 48.01047187758774 10.444149582678934,2.019444380524985 12.03446086801507 0.24637698226938776,4.191405704657302 -4.382213312128004 46.484537756024,22.228781219466292 -45.06058738578902 -9.301939021610274
-18.477757210220698 -16.86674468250884 -9.3430571280667,-16.6488789089421 -4.889270011460073 -13.114260802945727,-22.168143251529166 7.340051654270464 5.507939543328075,40.22158966679819 2.512349755681124 11.755909661465122,1.7527316800686648 0.9135289365049386 1.7071550386961363,-7.258217753650377 -20.97173202743739 -53.29273301545613,23.570989678651067 49.086360720866814 10.88119075268907,1.5051520249663928 12.257641311026976 0.4183941670346379,3.033149516606517 -3.829640785499527 45.77057656628713,21.919374646800048 -43.96932445695363 -8.858537932955123
-18.26545003031391 -16.712361040485714 -9.764661774439837,-16.177310329918843 -5.724569022707755 -13.188249317105448,-20.611329648863222 7.164119237590246 6.700393196424212,38.81690946799028 4.003768761997443 12.83978862069186,1.694479594080319 1.0461536851598154 1.778723186140106,-7.079754017175455 -20.540119773640086 -54.101394555918816,23.875594402829993 50.069717248776755 11.290079796329795,1.4548563549728153 12.299061953973519 0.17970826682712607,0.7709861050507532 -3.8163090823415664 44.50410304487125,22.134942606755995 -44.57617841627281 -9.113343899560784
-18.527069724510334 -16.27618619019941 -9.89629718187884,-15.675273057639917 -6.754868272554715 -12.981330575763959,-19.249550682103195 6.670457982494616 8.060478983126758,37.665052665879685 5.675293630893395 13.83515969802498,2.02607777220741 1.1005813013350987 1.7994188378620488,-6.569309063584595 -18.042091975691754 -54.94172683418385,24.109674186644686 50.831650450981265 11.613610978241173,1.8288753440118204 12.191365470599395 -0.33057740916661615,-1.389247541198844 -3.56944867743338 43.35446290965548,22.62813711069405 -46.086911106991764 -9.735625005497672
-19.397067287638073 -15.900528692673788 -9.52282455332461,-15.254132183978413 -7.808591015631828 -12.415991497048037,-19.00936419152321 6.080757770312049 8.743543988948439,37.9033769964932 6.589874021063089 13.873000329598229,2.7215288253218035 1.057343649532451 1.7436149119923945,-5.952274202866159 -14.772697101898345 -55.67845504067192,24.234352640504817 51.24326931714414 11.794578563063283,2.5875269655509707 11.967194534649298 -0.9733595517600659,-2.2417144333312313 -2.31629004555423 42.99100187851893,23.15161016997412 -47.707284372355765 -10.394649334836219
-21.009893714525276 -15.9276971089327 -8.429105091718023,-15.025252800807408 -8.714160506569979 -11.41471899908445,-20.81732801739745 5.616708482371015 7.904935299401944,40.66924019585773 5.8104595912005905 12.08428795154531,3.754835364295387 0.8969725942535298 1.5856843266615677,-5.454040745008502 -12.026983620565755 -56.176304365803745,24.210753374820037 51.17568283692914 11.775776815436199,3.6911291930578525 11.659191819867935 -1.6095348517667083,-0.5805775825352955 0.7159363385166779 44.08306566934074,23.458013795956134 -48.64306005561011 -10.759684971646857
-23.5 -16.7 -6.4,-15.1 -9.3 -9.9,-25.6 5.5 4.7,47.1 2.4 7.6,5.1 0.6 1.3,-5.3 -11.1 -56.3,24.0 50.5 11.5,5.1 11.3 -2.1,4.8 6.3 47.3,23.3 -48.1 -10.5
