-15.4 9.0 -17.5,-9.0 10.7 -9.7,-10.8 6.4 -15.5,20.4 -12.2 24.8,22.2 3.4 10.3,-3.9 65.5 -38.4,29.6 100.8 35.4,20.0 15.2 12.1,-6.9 -54.9 41.6,28.3 -111.1 -40.4
-16.84690632210664 9.508715154574128 -18.05146217974827,-8.71478152495321 10.34433836904506 -9.395006191794689,-12.838791581673835 6.540370377127642 -16.121964549612553,23.258817441772155 -11.998320745492064 23.765942944250323,22.825110361539437 3.766140455079971 10.425272905463935,-3.4803869776939806 65.78419646777184 -38.2869041684413,29.675618422963367 99.26062031952999 34.57418581400403,20.497091925555225 15.669867926916499 12.870656005722285,-6.640829952837235 -48.12169037657293 41.080277449879645,28.79052831030947 -108.19943623657022 -39.05770619996434
-16.870038679238423 8.706158503481038 -18.203230602989027,-8.92830043893424 10.08081671950609 -9.742403310362587,-12.522034604934904 6.714741099103275 -15.859129117368337,22.899379515679684 -11.893710248144657 23.49522061695948,22.89309631499766 3.9061961735837176 10.282493485748127,-3.512699547693878 66.5746069878797 -38.97287440470267,29.700895317861917 99.1200485972324 34.51211937256577,20.59949993633479 15.803195077264204 12.661249012534691,-6.601667706228774 -49.492089778953336 41.003774602492314,28.788890932583854 -108.16070914659878 -39.02675895119006
-16.433510341042435 8.43947140633378 -18.064283673162787,-9.047721290174419 10.161895008952328 -9.904514927167241,-11.829844032333712 6.703905995070068 -15.626066410560615,21.941110276611838 -11.949222519291563 23.78489014069819,22.69747307369679 3.8168680626002898 10.230899505878039,-3.64461520813228 66.64790114126022 -39.12992991314675,29.68369357773124 99.55176678838642 34.746918777404034,20.446633212941975 15.679790182403627 12.399246365275985,-6.693661834773811 -51.786356944585805 41.147270735319886,28.63538205694457 -109.06274322720766 -39.44179729029467
-15.821021406754701 8.621672641189601 -17.766593595878728,-9.063801672550175 10.446551382462106 -9.877252695230723,-11.11593951591092 6.565937913229977 -15.490808394869214,20.89890867334431 -12.09122716364689 24.357603524608898,22.392566869168817 3.5979441426307526 10.253897916475033,-3.803004520547872 66.18084981498724 -38.86160234843026,29.641645133017228 100.24732421475831 35.11456042947593,20.17728343754344 15.41980770163383 12.182899625327936,-6.835190793887314 -53.96403055387844 41.39775303533374,28.42909936902954 -110.30710276983973 -40.02358484232464
-15.37111268875322 9.049206409753966 -17.47516941081309,-8.988415157793876 10.72158749116061 -9.67090572150454,-10.797590793650942 6.381234982754871 -15.510846873571964,20.390194562720186 -12.207487186622114 24.833332245007107,22.190067551291694 3.3817874065164757 10.305217713834463,-3.905578470639346 65.41464118078834 -38.339817893419124,29.59571679954344 100.84664273708086 35.42344436331278,19.99038374108259 15.181054315669318 12.100191666956725,-6.899342564552242 -54.907838088451356 41.617067479367115,28.292784436154804 -111.14572888958342 -40.42237490459577
-15.302682292200657 9.505183238658997 -17.30621587748663,-8.850018339538918 10.814791224786527 -9.313710378503531,-11.128805075996587 6.214352768563586 -15.700084998257685,20.80058060594568 -12.208235868593192 24.929851245819457,22.24414787253448 3.2663262367997725 10.334961060262074,-3.9033299879876906 64.55140438930265 -37.72818482440264,29.560331014164902 101.11692455623586 35.5501117218185,20.036404196795537 15.078220446309373 12.18360454051057,-6.78653823486533 -54.01925202528438 41.71150937819349,28.307907852203304 -111.0765874022265 -40.40259136216749
-15.481782653420193 9.733390493026658 -17.232006050141184,-8.725973821573724 10.674825511042819 -8.886832423816873,-11.882102008727289 6.083124554626139 -15.943875946037123,21.832042601688514 -12.069974960312408 24.653373694640987,22.53935337467114 3.2479357882083204 10.28253399880466,-3.845405830541317 63.67807722897952 -37.16578056762758,29.530609783079164 101.20074215513306 35.57206278296472,20.322889492755206 15.098839703468295 12.301939401845528,-6.477808640775814 -52.22960762284226 41.718462308044835,28.43422544411907 -110.32321070500383 -40.06536560473371
-15.70973918861086 9.470401984600759 -17.19840973874828,-8.702615666267764 10.272526940810906 -8.481147133033886,-12.741675779667997 5.996812755871795 -16.10399131850567,23.061148044457 -11.781362690546235 24.063024692970753,23.029112698093837 3.3043620004873677 10.085380445755987,-3.798958375659792 62.86046645485332 -36.787182539946876,29.498134586203008 101.30952701636522 35.6036623440537,20.831165675008528 15.207119687281452 12.293971314711772,-5.968971901264116 -50.7508825501089 41.699357052036156,28.60916533337935 -109.24223120704261 -39.57359561104724
-15.787877313971691 8.45279152512514 -17.15129675327943,-8.866277935990508 9.578732104972193 -8.187529781743873,-13.391720576643701 5.964679787229814 -16.042202717258736,24.064464428759507 -11.331057288061132 23.21792934230781,23.66685448319475 3.413350813382163 9.680944317409812,-3.831140000702685 62.16437882195841 -36.72696815821343,29.454486903453233 101.6547106225252 35.75927520238773,21.54255878960246 15.367267997884209 11.998475342859479,-5.255846135310642 -50.79505447606814 41.71562439328245,28.770155641461415 -108.19028131747007 -39.090179359860926
-15.517522445701724 6.417132926343593 -17.03653690370616,-9.303294693111434 8.564277594408079 -8.096855645536142,-13.51643058747938 5.995988063629462 -15.62028174389171,24.418559249104398 -10.70771698162356 22.1772127441512,24.40600737036609 3.552648166637959 9.006669530059892,-4.009103083029567 61.65562108532917 -37.11971483928018,29.391248214746632 102.44772445620586 36.15326615526908,22.438394882583978 15.54349223541194 11.254226550038824,-4.334249461895791 -53.5741010697039 41.828695114898736,28.854624489842546 -107.52399344541345 -38.778014829927564
-14.7 3.1 -16.8,-10.1 7.2 -8.3,-12.8 6.1 -14.7,23.7 -9.9 21.0,25.2 3.7 8.0,-4.4 61.4 -38.1,29.3 103.9 36.9,23.5 15.7 9.9,-3.2 -60.3 42.1,28.8 -107.6 -38.8
