-23.5 -16.7 -6.4,-15.1 -9.3 -9.9,-25.6 5.5 4.7,47.1 2.4 7.6,5.1 0.6 1.3,-5.3 -11.1 -56.3,24.0 50.5 11.5,5.1 11.3 -2.1,4.8 6.3 47.3,23.3 -48.1 -10.5
-35.50692376166412 -20.979622907600355 1.5176020194832731,-35.447206318547714 -10.279166054067243 -7.041833336238964,-39.12300499173446 0.9030548663271284 13.47269698268174,70.32092067556876 3.690121686174528 1.0273332390008112,6.2709118560104296 -1.143233251891237 -5.495519145904498,-3.082644630693244 -11.908140137589692 -48.144507190018174,19.84062240331622 38.61692087280439 6.9821525942443685,7.390368907498173 10.254118185517008 -5.761647942794533,21.69117364776789 4.421413771040564 44.6105485777782,23.04685589503018 -47.45677741671022 -10.284031981480037
-33.523111580088425 -21.51690754930297 2.1541450930548143,-34.10448130138903 -10.074554516600323 -7.2698296241287235,-39.544656135724196 0.7917220638161819 13.001116696504178,70.34022557822979 2.6695268535875587 -0.27233444650999244,6.232052688124973 -1.405610538312739 -5.6881712330485685,-4.212434586085818 -9.775922880732443 -48.33809339976627,19.39849449159869 37.451197761143696 6.580991295912826,7.424332081059592 9.825216368137665 -6.587079291244842,23.009023983915803 6.757002255175964 45.71734326258804,22.008723653905147 -44.38717979399641 -9.081666904941699
-31.801494905745127 -21.69650428269577 2.060011323600638,-32.820164348568625 -10.109297022191331 -7.406884107283282,-38.68709033703112 0.9205451158445721 12.571215106942597,68.72584286813584 2.304779996598987 -0.5775816957848683,5.521713079139036 -1.3848769899969058 -5.466037781378894,-5.049606881645021 -8.179093386007418 -48.27350723201338,19.652862350158085 38.14172899748314 6.852769305264798,6.718878361126902 9.707641439105503 -7.007976462378852,23.61504056631595 8.563133072121184 45.848110728225436,21.49433128957987 -42.88535588355232 -8.494350023738471
-31.100021955023486 -21.44513489794732 1.1264986135114523,-32.13939596791538 -10.278399262042814 -7.486740862349499,-36.73511143165788 1.328557913337472 12.278059026353363,66.03851486196058 2.819148745732942 0.30897819482944944,4.2650196731630965 -1.008742591503245 -4.824949902464044,-5.4654508088309015 -6.591971779126259 -47.63715026104131,20.735545742544723 41.035189450746934 7.913757752940133,5.382940256840859 10.038946810851785 -6.759876369003644,23.4284706689096 8.116736062196326 44.28208260400036,21.895163094445117 -44.10364312055593 -8.972664877032697
-31.13257295672507 -21.106685663855636 -0.1412113118991148,-31.972848749644864 -10.403720654468605 -7.712861533698045,-34.6858237877817 1.8817808339402278 12.125865336233451,63.509841197771614 3.8022993856573786 1.720160462359971,2.9630820912639027 -0.46444589457546825 -4.051777707311708,-5.53996045575181 -5.214030545837207 -46.85529914167416,21.98943762821851 44.37854056376593 9.125604735704002,3.962368834682744 10.602152777279276 -6.147821974851175,23.001367158432394 6.215225747994834 41.841929149051836,22.69643348270678 -46.502965118183006 -9.913339990490893
-31.405965959754546 -21.107774506094007 -1.116191180715204,-32.1053661966383 -10.292615265770946 -8.322365276416122,-33.697425470969975 2.4119220227089824 12.100833427099635,62.504463117550664 4.718240216768054 2.8173173462329544,2.1915734095292474 0.009304679176068573 -3.491109879721346,-5.394521298537174 -4.38855572265895 -46.500962991666825,22.60097218208119 46.002331771715745 9.700302731430359,3.0896634008716877 11.10996822500341 -5.589801498449022,23.011280619523223 4.155885967244217 39.65641815180651,23.203624777040403 -48.01048246672674 -10.504102659593958
-31.549745532328675 -21.73331652227486 -1.3352934296411763,-32.40790100180082 -9.83783965013866 -9.449056936539849,-34.590732763665336 2.7864474560917576 12.205920890286432,64.02009727103959 5.068502185151749 2.9262988981447506,2.326381503619072 0.23540922481385945 -3.388626680147176,-5.159885155854787 -4.342708623210856 -46.9694806042982,22.051316360436672 44.52285080740288 9.137728063301576,3.1831886016839186 11.348089083625668 -5.3976624619328994,23.94150217435987 2.9702022834743813 38.6032716514852,22.932547478812733 -47.18403213554039 -10.180531285420702
-31.648042588222225 -22.743351085313748 -0.9420203020862947,-33.07035943246733 -9.248486269334059 -10.84405899887947,-36.93687970596997 3.005272250206085 12.506158692227425,67.69534973907743 4.4936023539624514 1.9822648752353704,3.0033779538712944 0.2649694567940921 -3.62364567118924,-5.001497337637643 -4.8735176631237405 -47.99808929673248,20.91334491644306 41.46680691063337 8.004095983669611,3.868141534389889 11.372559642092261 -5.490100918968405,25.55577431271957 2.7051276033744354 38.63032326271155,22.17808020486425 -44.91751400844548 -9.29625954323053
-31.89021726753183 -23.776417512164038 -0.2203034459758857,-34.356480237299536 -8.806874119829622 -12.169909305982435,-40.017719551630314 3.098971308095807 13.08094675984233,72.8542149670043 2.6662307755153365 0.06142016176036447,3.6871327980605813 0.2019119931118212 -3.9906775055500767,-5.092834123688176 -5.6784426006915165 -49.171686770460255,20.012644916232674 39.03462380129954 7.11246158424768,4.586114116867775 11.302005366653143 -5.694804855647925,27.451275907525932 3.179711794353309 39.47015279752109,21.415442965577913 -42.64558792725755 -8.417435732108846
-32.395694662035794 -24.530876936623567 0.5672001457109621,-36.346842979991635 -8.71810500203944 -13.133633985929215,-43.13846515777676 3.1004965422091635 13.927813132688069,78.68856082947019 -0.45482005418692995 -2.6178410141986026,3.9740893379706326 0.1329023911086487 -4.311361650622203,-5.552617312934129 -6.443118794305241 -50.13097988037888,19.96339050657919 38.86599937994164 7.06693085554286,4.913011018247063 11.233950025031884 -5.868774100099499,29.271691458087066 4.217610254429503 40.8288471748576,21.00713184009632 -41.46592117427885 -7.97810774491602
-32.981783054782454 -24.96351851723675 1.2497391984258364,-38.33078635456581 -8.853705300142312 -13.634446906342726,-45.70524199970808 3.053068457250321 14.690602340700638,83.81947332786982 -3.674805718965403 -5.2228717454654285,4.030378473194975 0.07003906782516418 -4.524533044679176,-6.263031382555467 -6.8021006343763775 -50.75776894926184,20.466459882416014 40.17831685384433 7.568957439042451,5.00496299965981 11.174758831825036 -5.995634548306145,30.861608040732406 5.662374102632965 42.29804500044579,20.828679715389878 -41.02038570323189 -7.841654630774011
-33.3842270287148 -25.100900274458947 1.6813745971541287,-39.384034548534785 -8.995144690361183 -13.623447638318888,-47.15141934150706 3.002679811419657 14.917673542339301,86.71394216643544 -5.465306850275126 -6.7551928379508634,4.1759319745095755 0.005289247023449926 -4.600666362561459,-7.042401869688819 -6.3761519752290665 -50.998943281173936,20.976165026632504 41.53499730871363 8.076302260808943,5.174746813437204 11.106186557342523 -6.093197849329195,32.11985121528211 7.362925786483357 43.43848680473874,20.624152050530284 -40.55782649891844 -7.717389656679492
-33.406860699173166 -24.96633284863661 1.746601860424028,-38.84899379581478 -8.949826539066907 -13.108643993966902,-47.05473658561768 2.975013125477354 14.310105384817284,86.25958770859485 -4.678136016909548 -6.484840540744656,4.624398656450347 -0.06389527170040339 -4.526070613089214,-7.680801069610748 -5.060418991088127 -50.82970813308207,21.05228817740068 41.773295893553986 8.151578734528652,5.631020821428523 11.01747068509832 -6.181883471107473,32.9813062609091 9.15803554171373 43.959452007535496,20.201537956171745 -39.50676759186264 -7.381102053668181
-33.19684873740361 -24.56674729570671 1.4833734418934859,-37.412763474849 -8.655925337283906 -12.38498501210594,-45.72088064971643 2.8933415010537544 13.339033173775835,83.46496545298734 -2.082354803625547 -5.035784919105758,5.05351047153063 -0.11240652550594216 -4.366892909389439,-7.825846531077273 -4.1335519249654125 -50.36803961601947,20.786437906256882 41.1112578209666 7.8861114447318945,6.057440570966256 10.935580313674329 -6.295257450745804,33.562676136298876 10.83528323796983 44.31919199021896,19.69115563753725 -38.201749815632304 -6.943781313536739
-33.009323876534665 -23.903923740666013 0.977899800758784,-36.18531214989547 -8.092739515156401 -11.837654892944506,-43.68445801899238 2.6487330807047353 12.717753955254786,80.00560694214968 0.9500528699480213 -3.457771162395445,4.972468188751555 -0.10643944524150428 -4.214387262993902,-7.0803576844619425 -5.309275179000155 -49.776811366572254,20.437467608956222 40.20114898233785 7.537490166826135,5.972562595062213 10.899350101767924 -6.471020061492115,34.0378404834681 12.166150775991285 45.211489314562264,19.324686977012473 -37.262231488053246 -6.621828234690921
-33.07404301573264 -23.022372836777905 0.3408905347946412,-36.111060590817395 -7.300793409223815 -11.754191906204571,-41.49939518508029 2.16399545227062 13.04420003407424,77.41936636808524 3.2112779833773817 -2.625132160336345,4.0538087890081 -0.02530138053819446 -4.150003597961525,-5.214211643161258 -9.728216150314989 -49.21180562123464,20.216577413340445 39.580095405331406 7.318300449286877,5.058569214887657 10.932853470765622 -6.740415335952457,34.54949666011035 12.939031172478444 47.137870977216686,19.29714305501925 -37.20956450807029 -6.5979193333958985
-33.47087302597088 -22.21862576818898 -0.17256143217135847,-37.15717741607749 -6.681611439683265 -11.846059160592048,-39.833068427659775 1.5491934715709008 14.235402305590203,76.43069030590998 4.463054371351762 -2.3767650562160783,2.9337308348868696 0.07434922107100046 -4.1973167799243,-2.98262868803964 -15.15014365529409 -48.786885424708366,20.053565455479145 39.10523456314345 7.175351058069598,3.9630047635463344 10.973081779584728 -7.096601799179504,35.056316943184534 13.042087835475225 49.46550213047187,19.587045438898464 -37.98589077792908 -6.855610425591194
-34.224921363261295 -21.881284532533783 -0.25461552818472405,-38.933811122615325 -6.768602406369899 -11.614261876643774,-39.394300706324735 0.9828028057742347 15.959637540029586,77.4668626324408 4.821319548196 -2.1732906237160527,2.6004879594184014 0.10759518851556389 -4.358758144297254,-1.500805117294722 -18.099695393323632 -48.60059945791876,19.77542511101713 38.38528329771091 6.958354365883319,3.6860898637977337 10.925212644414346 -7.518824174639018,35.449743615227966 12.399933350641401 51.14713082562172,20.093825450799063 -39.32174906028376 -7.30571244092865
-35.31647849409149 -22.301642499547533 0.3268531745243472,-41.02307930575468 -7.96052976366429 -10.662485260973293,-40.70309639274185 0.6237266208972121 17.87478383839407,80.72451181393754 4.4285898161932815 -1.5605493828579076,3.837050773304983 0.004085080523697033 -4.623331599399196,-1.6777140512456572 -15.790043480235326 -48.718344947875806,19.253204474441766 37.12937033279961 6.552684516801959,5.016392301475792 10.715027642950975 -7.96906534545151,35.6045707627581 11.031842531309948 51.33754011904154,20.714590012221432 -40.94256420578373 -7.856774281153814
-36.416145373631 -23.096425776475527 1.2792832454491427,-42.81670160882798 -9.72271657993461 -9.3073751312357,-42.97192515023701 0.49467689988585123 19.56927554561178,84.80657298083267 3.607755840253034 -0.6781874232227207,6.001704992018016 -0.20541140483247988 -4.887304706683831,-2.991054477682221 -10.213413357018815 -48.976182118338656,18.663974303962082 35.74427178985776 6.091579164741806,7.273693087995673 10.41126594167219 -8.289953952113155,35.28103102778299 9.612024295077674 50.59435054385411,21.331163366159483 -42.54052182930116 -8.402429111159764
-37.063509135510024 -23.596985500749312 2.0881452429135936,-43.625850022140995 -11.125594951523523 -8.167194540561415,-44.86010546111692 0.560750089150652 20.602168898755238,87.64177097661786 2.758015469389088 0.08294034491533092,7.850024886850729 -0.4473453780014305 -5.007713013751134,-4.313026370317968 -5.383803939663252 -49.113150415422496,18.31426792331324 34.931902787028065 5.813134360360938,9.156404537060425 10.143144764399217 -8.273625948504488,34.19089195388881 9.091756742448952 50.06865154998468,21.81890443456354 -43.79374572202639 -8.830000009076219
-36.86485796689559 -23.238004874170848 2.315690785836005,-42.86655050384428 -11.361768775431692 -7.768387645614672,-45.17445477266033 0.7753913441246976 20.614346534623266,87.41230797535455 2.245058848858332 0.3746258389229949,8.28811521558354 -0.6551054406389475 -4.868312316970678,-4.668564186913226 -4.7451011186958265 -48.90671007689529,18.460645535122374 35.278470882066344 5.916835148754211,9.524588646268114 10.019028533705121 -7.773298566969136,32.172997772019 10.232851833670189 50.72396049001589,22.063210657568735 -44.407523035780834 -9.036253538897524
-35.9750519780236 -22.3064104367353 2.157721873684033,-40.81352263055436 -10.633146290027817 -7.8787091798613185,-43.94256159142611 0.9985715794795055 19.915824871663162,84.39021635337828 2.1586912276027452 0.2042906433997641,7.469056943003492 -0.8199874506311433 -4.572227904443698,-4.347660012137261 -7.026060203071434 -48.450936075303304,18.947757725740512 36.41658459727902 6.283769575628459,8.57663872853934 9.975211431996069 -7.142513770903886,30.105442761368614 12.241663646889446 51.974569471886475,22.03165278223417 -44.309394566750385 -8.995265411145967
-34.81682256959157 -21.505284775054143 2.1194073380094594,-38.160791739931504 -9.634485704707474 -7.895440824273603,-41.78812498897997 1.0446176212179012 19.143362770003982,79.86800636711197 2.454001438927734 -0.2469873434850943,6.154837745486125 -0.9615637612536834 -4.329704634863594,-4.258041918918589 -8.653007120171294 -47.99450844775721,19.41911689739856 37.513203752465834 6.639550330554917,7.164464110692973 9.86396460778753 -6.979125391887298,29.373793858464502 13.565005910823023 52.478273692106285,21.731927323711655 -43.535429032478405 -8.71886190281299
-33.790375798390144 -21.464445112595655 2.643282674487129,-35.59044248422816 -9.007625853574405 -7.292760383069633,-39.3440428461879 0.7558036376351831 18.865085113272556,75.12629081513509 3.062935158551801 -0.8029437559210241,5.061618072922936 -1.096746327345896 -4.3306500993517085,-5.188672078599798 -6.477392679306019 -47.75752180349531,19.552281027198397 37.81508135498544 6.735983806281376,6.084483983642626 9.559108580637398 -7.793962006260403,31.15709931155008 12.85275046128079 51.079707959712046,21.181142176051416 -42.14265984510088 -8.226258017230833
-33.05980739771959 -22.07563344676082 3.5439625358969566,-33.641184343312695 -8.848668387826432 -6.315142282114447,-37.29329855651216 0.24851707267488884 18.96184289536281,71.26324266708605 3.7017756703131792 -1.3454154725573302,4.42099927361008 -1.2147815882581574 -4.560645870137934,-6.735800073484322 -1.62599779380043 -47.672611067973236,19.36829254518862 37.37362225781471 6.589191264699638,5.551889281304594 9.149031487240325 -9.237579543973865,34.59765231645571 10.774508696487898 48.48571214119935,20.48506904534202 -40.38436969089708 -7.605866941251222
-32.65652432121289 -22.81580982216789 4.283183949256098,-32.7711531212523 -8.947022732127826 -5.639950611719709,-36.34702246373553 -0.2068090314640071 18.928254384815002,69.27450774382386 3.9656087636936794 -1.7888909863842444,4.192271197909771 -1.2893685755239015 -4.890446815984973,-7.825397390475743 2.371755663531136 -47.510865182206906,19.081224547008464 36.6924278544025 6.363833078216307,5.455233512390739 8.842703719455024 -10.477079734656979,37.69313477717707 9.134940977462794 46.44964415831723,19.79930673902917 -38.62412900770123 -6.9849897103834975
-32.60191895253703 -23.197468296201432 4.374390407415909,-33.35911395637711 -9.099752514893426 -5.873391767496256,-37.11116346498327 -0.36266508887082133 18.310343866618332,70.00027097356309 3.5006834136440306 -2.0594726201394598,4.3276079407122605 -1.2995941783079172 -5.197781326092726,-7.488467451350308 2.2996632172048677 -47.07160727953452,18.89452662259841 36.2500697583872 6.216489602482926,5.680165790481024 8.827734074187957 -10.750393855057606,38.6040026034887 9.551666686106676 46.554971682468704,19.280691977488114 -37.234970837597494 -6.494685659189098
-32.81811959297633 -23.1998128618848 3.977736513465348,-34.8715653447776 -9.232553631310294 -6.7384957661878815,-38.965297029022345 -0.25794320328133363 17.30166648295589,72.48674011257464 2.563690214750563 -2.214051949716514,4.731670013384066 -1.2891892505439289 -5.4562908756145605,-6.063669979481193 -1.1066906181166878 -46.50326921206988,18.86319322991413 36.1756840347909 6.190606420265722,6.120802492815625 9.027812762560968 -10.181352319184723,37.53094598113174 11.321203674015639 48.274884211832834,19.094010087554587 -36.68567192596879 -6.304676550143203
-33.16321320034259 -23.103150696524494 3.6706098448402327,-36.18644665851869 -9.354110535773387 -7.3885014123661055,-40.49778996116279 -0.11631076207420633 16.513539219361757,74.62271829006903 1.8051530645903289 -2.393900714335305,5.278464002437692 -1.3435904298875574 -5.701496349996406,-4.733313925078326 -4.56218004380554 -46.17951426339499,18.946441322404986 36.3729644592059 6.256638938275885,6.676722747383243 9.196359940350991 -9.465333371538382,35.9909352738903 12.242584934524409 49.721101455411926,19.40917452926464 -37.506779149358515 -6.60962764760084
-33.50031576833135 -23.168554819121294 3.9941495895065944,-36.25253226626825 -9.47100359854617 -7.027370671642835,-40.37785136316457 -0.15237870172268367 16.514826489898976,74.41494264899258 1.8384181492869263 -2.7304209479519925,5.848064002729338 -1.5438949665335988 -5.970381971410919,-4.617461705731707 -4.943775713230488 -46.442956625048645,19.106645671913775 36.75464997544617 6.38826230995024,7.253503542236525 9.100437416682684 -9.260328689267554,35.41795018239647 10.239937366406519 49.10146098738762,20.3735113698871 -40.164967120833516 -7.581461224273743
-33.778428588823346 -23.31543105141771 4.880866047451916,-35.15470483068663 -9.540685520361116 -5.707433792457744,-38.59936211892046 -0.40978676912434847 17.178235805723162,71.80334831535139 2.6606047807028292 -3.19615904773508,6.413219988703503 -1.9002748527574405 -6.306018117048743,-5.761166095137219 -2.0106730120658245 -47.145910346328925,19.373156433887548 37.413840306512526 6.621649088719144,7.839936418075318 8.739268219594491 -9.56343368911991,35.76774683556397 5.351303841041929 46.29756897835015,21.814933881554534 -44.212581477436316 -9.065842085345793
-34.01004115693285 -23.210617698757908 5.813358354002433,-33.817681954620994 -9.484292804260509 -4.108152547448132,-36.13542811472615 -0.8057892428810067 17.8618609796255,68.15693067380583 3.8133045161517267 -3.6462320118025175,7.0151898774034835 -2.370472651300823 -6.755974176793699,-7.414810322939205 2.347332053931882 -47.77824938802327,19.824833363853415 38.57696162412679 7.039171209236517,8.486326848042983 8.2836937909954 -9.883195491647346,35.903347675296615 -0.8226220054678419 42.42831624550698,23.325238738081726 -48.52607681223875 -10.667258713131318
-34.205631211607134 -22.5439488662566 6.2910493802563785,-33.14291238781466 -9.229942453166595 -2.90044267242196,-33.958515588615946 -1.2518685366458249 17.941141884903022,64.84713082383888 4.83434177779949 -3.945132900643101,7.688523612079176 -2.908611289752743 -7.359699942500735,-8.835566271110155 6.231348533204498 -47.84972651088018,20.530362905221963 40.442221462105984 7.712720206697077,9.234628299214613 7.903152609741595 -9.742413099543766,34.73063078156612 -6.655396069859979 38.62879172206511,24.50073281807609 -51.9897999659273 -11.991328137903299
-34.315065482377285 -21.506004863670373 6.287342260724636,-33.28796121591263 -8.841374248220632 -2.3526377014833177,-32.632484662213535 -1.6108648577956108 17.300810495178315,62.707595648715255 5.381233941219114 -4.1673899528734815,8.323798961225284 -3.42741772244601 -8.014213534959776,-9.72077009220555 8.449936148847591 -47.361468540422244,21.362163480152866 42.66504595123662 8.513945660780312,9.957192041897766 7.673117573823596 -9.109014832906517,32.34120543459185 -10.7090382073845 35.81229120772907,25.111679880895117 -53.89915303990398 -12.761118949360617
-34.236943348376215 -20.7109182791497 6.176552645322486,-33.78118531914935 -8.497043441563495 -2.3925501479239792,-32.37557915497773 -1.704474782255844 16.256379541793724,62.11708298116892 5.2127397346955515 -4.565188027199027,8.689815950285118 -3.804604442043164 -8.496058354961319,-10.140067459941212 8.410046268912518 -46.73022722903017,22.026641733170734 44.44175379864002 9.14512405217409,10.382912648784435 7.589581526271299 -8.327438179188444,29.829622418237246 -11.704979045222416 34.70450850710811,25.07548375905322 -53.897226027377364 -12.799045224266616
-33.87761368899138 -20.757921295108254 6.330620346468791,-34.14661265259002 -8.371267428939733 -2.9333549791991724,-33.37462355236747 -1.3642910703968802 15.129838163152183,63.40551855061057 4.11101442887075 -5.381574454883078,8.566071111314992 -3.9230806803716014 -8.589633424208076,-10.176308671897479 5.593392122435831 -46.372457251645,22.237770558962566 44.98924431668485 9.316391102570268,10.252686542358287 7.644733788767668 -7.741857482561289,28.280936015811324 -8.468898835654553 35.96932835603175,24.327497536559004 -51.682139380268936 -11.949304840587514
-33.34637559896069 -21.63416043650737 6.796292789460429,-34.24401253743021 -8.470370358305933 -3.8034699475622484,-35.37146245898831 -0.6644689956597963 14.08944127194647,66.15507247308975 2.296154621219149 -6.540278749779601,8.047017153211382 -3.8022856673249246 -8.331835629207177,-9.944344459164276 0.6934329872060626 -46.414428423329134,21.986837443499116 44.28387933101735 9.023841701156794,9.665456397120712 7.802593251005759 -7.433701928837383,27.889682196681537 -1.9769853155661095 39.05916176137779,23.091624909425747 -47.907288309306864 -10.460379376558917
-32.948802694787204 -22.73483006167354 7.305821649226196,-34.25785203396471 -8.638208974899241 -4.749343530924292,-37.6775974361594 0.08625232651705415 13.154766374550379,69.22475536883503 0.4117929194468909 -7.656216011355968,7.531703027252187 -3.5936977145526026 -8.003754244119115,-9.589973387858599 -4.424484084398867 -46.70177082443082,21.533322683922563 43.03650198495403 8.54012377623868,9.066433832216498 7.999934987947104 -7.230298089480876,27.98917066400966 4.714803488857844 42.25479531774967,21.8708288162422 -44.14992068590886 -8.971735903044534
-32.98349012514285 -23.4455155787041 7.586937971045348,-34.377385835540096 -8.716810732102713 -5.51571314162314,-39.59327432319735 0.5771024735141779 12.3438856607173,71.46471334284149 -0.8946797983847264 -8.340649353486599,7.417001521972487 -3.450978871199025 -7.887417832638396,-9.260720817538296 -7.884021342715273 -47.067911569465565,21.143912945271516 41.977736084071786 8.145088340162639,8.899178772792284 8.17260643500387 -6.9556621039434265,27.8902347249673 8.542367234541585 43.83763254539948,21.166308388840427 -41.983560297788664 -8.121907896763972
-33.33251024356969 -23.55717557754535 7.598963506372503,-34.55610580011992 -8.681887249436857 -5.892889067022904,-40.59492555412786 0.7072648923723244 11.801890986254811,72.30009192113448 -1.352419956418038 -8.454091251285348,7.693567018915463 -3.4384909695516397 -8.01368359242793,-9.11690235408914 -8.834287517995287 -47.326210048409024,20.980815362485682 41.55332553132768 8.004524045031872,9.168276552890712 8.261639684992684 -6.630422757520086,27.257666907498436 8.576861699506475 43.43638971456505,21.113482276699983 -41.82948495020055 -8.07961642395625
-33.417432803756355 -23.308944369460363 7.557263910003401,-34.48684722638178 -8.656949754955743 -5.721566417786054,-40.3537733460843 0.6080455068808297 11.814305624252784,71.79174908388227 -1.1068901537753422 -8.132621280165399,7.902943707540527 -3.521866594637217 -8.135716675436289,-9.332974346126104 -7.558112653064807 -47.267839015998916,21.090725756827396 41.89405443075232 8.158113567354272,9.392987470718369 8.213798925688721 -6.492581415430857,26.14759280297962 6.250156184814493 42.16935589063071,21.4433666210381 -42.83506312867562 -8.494163592284107
-32.65440345157977 -22.96088404853465 7.685390800119338,-33.86172878934374 -8.771373380871896 -4.854104213708207,-38.572723641095074 0.4210960780165623 12.663479830409253,70.04929552697612 -0.32892709144338916 -7.525422626336146,7.5732908643413195 -3.66087989635305 -7.9981585505802375,-10.072594839883093 -4.4149213136909236 -46.69170980869357,21.510608204807838 43.10366868264556 8.635053062413057,9.077665885479197 7.97920246088255 -6.78474340993149,24.643475512141826 3.107007604531729 41.21651505407834,21.870006334868354 -44.0946178205853 -8.993404507575088
-31.1336108062133 -22.690101052667504 8.02144498744948,-32.84058008687031 -9.089177761439382 -3.474500031826662,-35.74577227489473 0.22704165727578585 14.249449236327772,67.76291625189329 0.670375033717439 -6.73930937937077,6.59370584580401 -3.7878708179173324 -7.55975852669506,-11.077202784468488 -0.42050519852737667 -45.72215650112056,22.13995882885157 44.89266434804201 9.319508888239762,8.100534280511804 7.619930110026862 -7.506177962474382,23.088258328150925 0.35236167132838175 41.19426066969041,22.252334949859286 -45.174105139539925 -9.404145019970459
-29.797554560930696 -22.568806394350894 8.369029211896285,-32.17463989222348 -9.591742080866641 -2.18610040189227,-33.367229163664746 0.029340494679404763 15.988821857249892,66.35691845942607 1.4025698059309912 -5.8275209285736285,5.309683500606846 -3.8004894102296674 -7.050000109460841,-11.55435126943358 2.579383593326108 -44.89500236740066,22.704448840741414 46.474282555913476 9.91226072402015,6.812562360143918 7.339634327335667 -8.34846165445378,22.152990985874133 -1.2385189661540186 42.006339595402714,22.63249415959649 -46.23584990608877 -9.804759394826657
-29.628178019499664 -22.66021483118755 8.520485628854209,-32.63620990233651 -10.254077969712705 -1.6086048159069686,-32.96889406173434 -0.173407129083755 17.27591916370875,67.27050026340045 1.378455645963173 -4.841503024002441,4.09503407023266 -3.5971932364915165 -6.712955044797252,-10.693206107940972 2.7143645468303963 -44.76397555284757,22.92228740488079 47.04067457989858 10.106565775580124,5.594018854707214 7.34683953490529 -8.986995975608552,22.515204489892568 -0.9318729677853365 43.50801500024086,23.062745164955054 -47.47506243035231 -10.28739977423192
-30.841855700860773 -22.913609900510096 8.458265348381634,-34.149433085146335 -10.997623059422748 -1.8315698248942456,-34.74165285947026 -0.3779569503585519 17.943598339503,70.32442118421778 0.6426582191620575 -3.91528449629425,3.2751589814121154 -3.2288609596418727 -6.652994810724797,-8.480104266403398 -0.4478874693598552 -45.45599278275476,22.69708141209692 46.327246448723045 9.808869098735553,4.773485580388379 7.638487163719786 -9.276287659127007,24.12034356180733 1.305678946095008 45.415531346532276,23.51325200172334 -48.81695347387145 -10.825582752432542
-32.54662197792201 -23.11333301059043 8.44004672432,-35.410543972162735 -11.666254068329721 -2.1770458899383542,-36.935104527949676 -0.5743414523203326 18.459599737800538,72.99637176855421 0.01264317330786946 -3.3024525298267324,3.105376562041386 -2.9670364882379965 -6.772242023512011,-6.055474688227996 -5.257775562658255 -46.48006127386599,22.200844390545026 44.855892703339805 9.234255100165647,4.604715437792973 7.905202703054138 -9.330140232442798,25.853986541690144 4.493548962230102 47.24387095434254,23.835323828447525 -49.79584620580833 -11.221072178492706
-33.77120029477187 -23.03338106888134 8.74216814674464,-35.03526564885404 -12.098754674794993 -1.9144879453170627,-37.66481460125776 -0.7520067964644239 19.335568605093258,72.6110029583543 0.35578183048541584 -3.263325700234114,3.8306094594717446 -3.097311905548646 -6.957424255845506,-4.640306180523245 -9.910061795442545 -47.30073125676691,21.62586045346817 43.207666230304184 8.620844633174398,5.33070956375486 7.817005867633208 -9.282014312882893,26.53031783830408 7.576357684991369 48.4962915887365,23.873003271776454 -49.92172511148512 -11.264818678071961
-34.08514813090654 -22.63436433524206 9.431371409144836,-32.773734460876895 -12.205015956386417 -0.8571144776572287,-36.34885658821438 -0.8960236812867373 20.66228835454625,68.70060729609355 1.7695769030977841 -3.867157453060405,5.338451975408734 -3.670825643643951 -7.126836564152261,-4.745078585417137 -13.130635196212388 -47.666577240656956,21.110852734212067 41.78930000162512 8.125333863605956,6.838257326955021 7.288978729952704 -9.219048290835747,25.804385431562224 9.83096286576201 48.96908457457097,23.61845198074501 -49.159641002477755 -10.939065465617148
-33.955967728925536 -22.18672653330823 10.226405845313991,-30.2595489243361 -12.01298834447571 0.2790473970898967,-34.56785320542341 -0.984198240131477 21.831787042811097,64.46281656738836 3.0733210777675404 -4.8659764999312225,6.923227471353144 -4.349453598397324 -7.251185382200978,-5.700616319392447 -14.527212945078825 -47.797738201611665,20.70561726786895 40.71810427527398 7.769229847697556,8.422731005381081 6.643079495272879 -9.15147193339398,24.72732000099814 11.085834371169943 48.945063780038026,23.30975307337866 -48.230189640887104 -10.543658138332978
-33.93354528302588 -21.98845503167736 10.813930622898493,-29.294897150997684 -11.56266880614281 0.697106456497239,-34.096683392955214 -0.9938838874393511 22.174189111730392,63.42121919576644 2.974307161416299 -5.981328946273626,7.826852855475453 -4.759917093356354 -7.306305521468289,-6.728745641270344 -13.79587635523933 -47.957502203003784,20.45139110924753 40.0836305659964 7.561210377351108,9.327259462019642 6.23823248796567 -9.082141889292364,24.475215129410152 11.223970872335796 48.75213664366721,23.206848440574053 -47.92116944106227 -10.406722360672447
-34.30894037730761 -22.147909576234348 10.962407179550693,-30.660284957929512 -10.998098485957872 0.0838443882053647,-35.61504993305941 -0.9288244383358807 21.47165606619061,66.86911423891243 1.1474618712270908 -6.869577638488043,7.692335731405806 -4.704691186674174 -7.28926708196941,-7.304034696386105 -11.226214896898812 -48.2600884865756,20.369565644251452 39.92190652936182 7.500501931742608,9.194726983458324 6.274755125217687 -9.000060495000035,25.466732912969306 10.41486712183989 48.62985117806556,23.418803737354523 -48.562058773191644 -10.667204114604012
