-34.8 -21.9 5.7,-30.3 -14.6 -0.9,-28.7 1.8 19.2,56.8 6.2 -0.7,8.0 -2.6 -5.4,-5.7 -2.4 -48.9,23.0 47.4 10.2,9.1 8.9 -5.0,18.3 1.1 45.4,25.3 -54.9 -13.3
-16.8588190511332 -9.723874413155258 -6.187489214257231,-9.88733279890722 -2.6210480197277497 -7.905978282110907,-20.764159285439657 5.622076414441042 4.968774293065665,35.97721582839455 1.1457879353548674 4.386409443379249,6.033258734430011 -1.5014093767242394 2.191372964274594,-9.02723499469808 -24.446820044785177 -56.2994315229935,23.941529316965532 50.1896242337022 11.33360533927053,5.66034816366339 9.853414716512978 1.2641114760619274,13.585925500921858 39.53811448810851 48.63342016266834,24.8581957231539 -53.32366615173296 -12.574323585681757
-17.461135797931586 -10.082585016733196 -6.521178708863707,-9.189222319798905 -2.8666295246412905 -8.551837021267199,-21.909607896709815 5.61281286182953 6.201872977991186,39.09138715571284 1.999802236995152 4.601741726483944,5.783022419960055 -1.104818442301855 2.8301271971965223,-9.24839520153917 -21.779422523246428 -56.17291278132775,23.86463142845882 49.99171222907527 11.256671712370066,5.401705507522251 9.944704221620333 0.5734909843797213,13.849652452687122 42.32894671882887 51.21370842970395,25.598208027619435 -56.155828872456965 -13.805687544965261
-17.694452225817738 -10.729294391690392 -7.54981696790339,-8.159577912076887 -4.308323438167453 -9.314490914319094,-22.901584211205552 5.001095907915955 8.394388390161357,42.3277546653819 4.11838249207525 6.43727735031942,4.753723555759638 -0.3758639756477781 3.3949284638048645,-8.458205722212869 -18.123910247516754 -56.21048820313918,23.721476240939865 49.49526569928439 11.055373171443913,4.5151615556560145 10.119640933551908 -1.268768929641704,11.632384760564436 38.55421843136831 51.937241550127176,26.478891667588563 -59.62321228793956 -15.334666836422722
-17.92729510651878 -11.14256708514861 -8.651514885691633,-7.340890480696363 -5.831329928108318 -10.027933702103203,-23.409289106777333 4.209923636565378 10.282420717010663,44.31327221274133 6.206738248734079 8.79388119317805,3.9518428109419004 0.29353478081708717 3.6794861488311286,-7.1396205629949545 -14.61670451254647 -56.396413573355446,23.502600157657653 48.74538663339934 10.754295253555357,3.8852988676998885 10.306084276801256 -3.0286252680128567,8.575003232081796 31.71374849286653 51.06371467547957,27.081255262168177 -62.05638356849295 -16.4211742354093
-18.557237705721022 -10.773071083949443 -9.153526358469733,-7.303162707771582 -6.241496816871179 -10.516899259854858,-23.09957359649172 3.6983131501026216 10.527848324472746,43.62838035286914 6.880870610492278 10.481601582850526,4.448953158697995 0.48506295745798605 3.4738130951998016,-5.827707607381634 -12.434501295963877 -56.70736635459762,23.19616250687734 47.78648961730877 10.378164354371954,4.45217471682255 10.424996789187714 -3.3893195770361375,6.4382700755097435 25.61567473223823 48.93269967615667,26.96270190583302 -61.69585715298121 -16.285827910225606
-19.598119337271147 -9.505936724286741 -8.847215639502972,-8.248948468594081 -5.115057914629756 -10.728957218798088,-21.90911482555698 3.7006823823000468 8.855700484222865,40.075489511194824 5.756938428482326 11.008031540011,6.383712185734958 0.07962981632463745 2.8347075125938757,-4.85193342717731 -11.94092817921604 -57.088647326152156,22.857938262663843 46.81920204691223 10.007782882485687,6.2987492848020254 10.445740979069718 -1.9300737808479678,5.858932115484631 21.871958156936326 46.150642642227,26.034415116343563 -58.173916181367126 -14.763514398546823
-20.426667243805955 -7.947630585685307 -8.294507703660626,-9.770727733719749 -3.307316058272564 -10.815620964785392,-20.222581275603943 4.078548092086159 6.756152012964273,35.48584220195165 4.111658789725833 11.038894977619476,8.345861488144344 -0.5450546534160632 2.261910375518574,-4.200405491330289 -12.149678271069327 -57.433462675176706,22.65596440752619 46.303510872973966 9.817056044841944,8.084947599747993 10.418037648172346 0.2822972650401525,5.607537562457713 18.448255461864232 43.76707995074902,24.794958749198198 -53.43359225762393 -12.708987756193958
-20.363260139472526 -6.770173716724019 -8.126413870775966,-11.403630577682101 -1.7903719331174734 -10.946739763433229,-18.46663541380209 4.658578848364407 5.87665552474917,31.87432316867518 3.370352488389891 11.344381507030628,8.788011981663633 -0.9664286419081421 2.2936564471104712,-3.829697527694505 -11.952294282757716 -57.63043500694009,22.767457072117903 46.71978042906404 9.987101550406544,8.345186319076598 10.39884043202182 2.045638501523583,4.287739128874866 12.985263524977047 42.866543828226845,23.795490668363367 -49.6256141748584 -11.068778462883287
-19.151122124431904 -6.366506750288617 -8.568807841791761,-12.702108000406525 -1.104772273802823 -11.19071402717335,-17.040186126664274 5.302701325793781 6.825196055047948,30.387180213024237 4.0537476296747155 12.157469611438705,7.174993496425919 -0.9878974245530231 3.09672961300891,-3.770344772789307 -10.822900233357064 -57.60547271332133,23.20992069626104 48.08514819737487 10.52111330212819,6.598123372969483 10.406050087261125 2.716409289539452,1.5324214338217537 5.263292728389351 43.76299759991446,23.270512628000102 -47.745098475239885 -10.291605699016323
-17.340391710209694 -6.59700211159148 -9.074440578035833,-13.257481058002709 -0.967530879282698 -11.422349667093112,-16.28918023717009 5.940125122277973 8.226146195996531,30.513044216082335 4.956341168375439 12.685979606074103,4.903249772748024 -0.8440784966773845 4.129075313217156,-4.19402295846017 -9.347358069417426 -57.35563652591982,23.696082443596097 49.53277743578212 11.082753809333385,4.240640963465498 10.383042894640935 2.717070987059484,-1.0614511582207822 -0.8543293760063242 45.299930578733765,22.850252605375946 -46.58191077453873 -9.876217036355705
-15.57123983141174 -7.262576185824349 -9.011189575737522,-12.667641199621363 -1.004074610953129 -11.495280518658362,-16.551977068321047 6.507692707930302 8.48542874141903,31.55494011831382 4.6829555981114925 12.025975325927373,3.58221288668343 -0.8172030303793142 4.770310015678515,-5.286994329911015 -8.235713732605698 -56.886204112558566,23.9053271379161 50.09930379195992 11.298627814397,2.876618789309505 10.26522993155593 2.5887406234727965,-1.6818086765718012 -1.0606015658649208 46.158545242498356,22.09857639294654 -44.682628762415405 -9.21638137386594
-14.342720774957192 -8.250501452091044 -8.158166767248511,-11.01234777897782 -1.043430809207078 -11.382165676752109,-17.8426076458693 6.955466589918935 6.927178631038229,32.97550683393367 2.723086582560239 9.974947436261072,3.97984801228575 -1.014832880000216 4.675188527195055,-6.979974974273908 -8.03152217835329 -56.24527639440302,23.702238903577058 49.393959554757444 11.018880056532875,3.27108246226276 10.070618759188559 2.6295051724927756,0.33708287063650055 5.873187546377297 45.631636256851486,20.895807669749708 -41.5292251213549 -8.073868073423967
-13.84352787515778 -9.637975249597691 -7.1989210413820865,-9.431142849724747 -1.3624098340077258 -11.317439111883994,-19.461800625209847 7.262584394195806 4.894975008845022,34.58842580654489 0.511910981106098 7.873050085322375,5.013463625243946 -1.1603758206932246 4.1035834655911865,-8.641652682555584 -8.912171067618281 -55.57513641725789,23.35871476732576 48.28530142249644 10.585291715460356,4.344147317357593 9.998873205438246 2.6029502514856073,3.139795498817698 14.405598687924233 44.357086461890276,19.81826291758427 -38.66090735195915 -7.019798023474727
-14.220647228668282 -11.526898180278703 -6.936397615341505,-9.203041391052908 -2.2967925904488657 -11.569916460076225,-20.61602744585753 7.412040831830788 3.9992865308706462,36.25379324820206 -0.2584476055044682 7.263910569237512,5.355574115195612 -0.926600786831099 3.395658940477859,-9.56655774659995 -11.005427858662047 -55.03051388153189,23.2005164547506 47.808371146344875 10.404632934838185,4.771879133800924 10.27346366340647 2.201986215694971,4.537692986890385 18.101099766925696 43.151264653179666,19.5340233852666 -37.88835147584502 -6.732140594523714
-15.453758657345972 -13.779142339258485 -7.764909987880881,-10.94819032960297 -3.920673790285377 -12.216720532112959,-20.79521308865752 7.381561607293403 5.063166367123865,37.703615206122805 1.2643039800383293 8.92037306876641,4.31191099480614 -0.19077217327693033 2.789015737850792,-9.318549642575189 -14.068861730535238 -54.72922971470996,23.408909265019197 48.52927780881875 10.697972544988106,3.8550870831852384 10.962992519810037 1.3130478349981463,3.3202678842719204 13.43536811010817 42.60662698948992,20.3488775786689 -40.0464999884416 -7.525095150747636
-17.097144634625003 -15.646277007457416 -9.039773869295471,-13.611481298364408 -5.642777925894237 -12.847570903802751,-20.20999898713476 7.135475309856368 6.907564298085569,38.34421229494526 3.7970838519057137 11.65546827959149,2.798240340227788 0.6498900719599974 2.2604744311032943,-8.146291336555807 -16.91876595044585 -54.695259624458494,23.797758071161894 49.82180991703989 11.214210317492824,2.483069369492355 11.742290682373914 0.314630161768794,0.7640287586986437 4.286198919730193 42.74630345168043,21.647438916907227 -43.489369578239064 -8.787929840710003
-18.638590523059882 -16.284589887121125 -9.953819298290535,-15.875785447754057 -6.767836744166861 -12.976038140628843,-19.183882367920575 6.636061105434504 8.040342041120562,37.53122651053684 5.722840741667195 13.9757057668803,1.9821157720255669 1.1168868197144721 1.7460585998645748,-6.4056900386468 -18.22436018159886 -54.93781389697838,24.12344366404362 50.87321738208643 11.628377003121827,1.7935413654393817 12.224639133777755 -0.33783590973201033,-1.4655024182139416 -4.310653634896412 43.50420948950698,22.670258542385238 -46.182986071678194 -9.76526453146848
-19.70842105864894 -15.20286474122828 -9.958876728638499,-16.801391370795056 -6.843787193444201 -12.329425469121952,-18.040454114794002 5.9055407296347155 7.486688965816485,35.01641662753928 5.926314825585606 14.83660726236031,2.628735260208071 0.9047602086865182 1.228995114824097,-4.46760418369667 -17.050041716090437 -55.378971169135475,24.199930375509904 51.07479514112146 11.698591655366561,2.5260742601293202 12.159600807018306 -0.3313352745564816,-2.2278979884106676 -8.713272891314864 44.73408132797985,22.884377692607558 -46.70377139437143 -9.930884891865876
-20.35733261331677 -12.949453152706443 -9.270610673128823,-16.561652661024365 -6.135817644807507 -11.265368256361993,-17.103581321590642 5.142916238295992 5.797477249399166,31.719753783873607 4.77211030207497 14.51790390353376,4.316684970886785 0.21837902696273048 0.8317209765090282,-2.74698578331572 -13.625650504594676 -55.683844769986415,24.011005700926592 50.419599871559946 11.428014153264973,4.246047735037202 11.698656119488916 0.22714000587983757,-1.9313182402670537 -9.390394134074764 46.053193707403786,22.424793479293385 -45.42830416248146 -9.43442355616417
-20.713135735924574 -10.263408002939194 -8.244805552135832,-15.534106743750751 -5.040691124700773 -10.25713180270941,-16.69718175091005 4.579618775540759 3.8034546932387583,28.775509339413382 2.896301864448212 13.542243594142555,6.406875602133489 -0.6437721551123408 0.7022102903942333,-1.6668755011297942 -8.39481863717472 -55.47040957651475,23.571609983188818 49.01107714803446 10.864755366747296,6.303444418320585 11.067014383105994 1.153550552565286,-1.2680008705686445 -7.564822414749657 47.035444196048246,21.549034752909137 -43.063388891553814 -8.549492461745047
-20.903640975333566 -7.883782173310024 -7.237245786033827,-14.096291044282982 -3.9551706595679628 -9.777981408524601,-17.14517316535172 4.447079485491409 2.3353690987053515,27.317954654032043 0.9349642060182061 12.432274237928596,8.260217852020038 -1.3832087671941737 0.9884371619545574,-1.6503140007646604 -1.8011782038936044 -54.356640465704075,22.896683565191708 46.952672545177585 10.056926165743757,8.048246938137105 10.489884909785932 2.263856986488223,-0.9301835761009714 -4.459362784913128 47.25473036218277,20.51463036392122 -40.315830097134025 -7.549703545990193
-21.05665888040497 -6.54962854520244 -6.6037157951971075,-12.625742987929794 -3.2760192758530406 -10.301182374167999,-18.771473327515213 4.976729512270359 2.22396826716906,28.481361087603098 -0.4758279799021751 11.71064373863377,9.237622418618276 -1.7014462389382405 1.8383756966648699,-3.120341945846144 5.711638705185728 -51.96051231453795,22.001166789830386 44.34783163762188 9.052637420184572,8.830437922644382 10.192477011445133 3.3740199286370203,-1.610104053649584 -1.2968202961386892 46.28494977407684,19.57910916279603 -37.89243229476756 -6.708668746281274
-21.3 -7.0 -6.7,-11.5 -3.4 -12.3,-21.9 6.4 4.3,33.4 -0.7 11.9,8.7 -1.3 3.4,-6.5 13.7 -47.9,20.9 41.3 7.9,8.0 10.4 4.3,-4.0 0.7 43.7,19.0 -36.5 -6.3
