-3.8 -35.7 10.3,6.7 -25.6 14.3,-33.9 2.0 -15.0,63.8 -14.0 -23.2,7.3 -7.3 -5.5,37.5 -12.2 -16.8,29.9 83.6 26.8,8.1 5.1 -1.8,-0.8 -15.8 26.7,30.0 -93.3 -31.7
7.948944684263198 -19.250533202265576 7.553887398571329,7.358851848274024 -11.120563836331915 13.417056078340641,-42.122249257064034 -4.1528041527637924 -16.53227295696199,59.347351015189425 -2.2910865932619275 -15.173594315910151,7.333634063728475 -12.145201643045336 -21.110607579850637,18.305314552703496 -32.580724733435964 -24.306219785156074,29.57409768497024 100.0448693451381 35.09650424929461,10.734803214825163 2.9649104765337797 -4.591423583724459,6.102282900377149 1.0749681266742745 36.43492972741914,30.00000024678507 -88.18349194599257 -29.125914012055492
8.237241798929885 -20.09601246058402 7.6222001756911,7.091025971670668 -11.7000891168563 13.561715932570422,-41.70746044963237 -4.0023721524274745 -16.157480501117874,58.284945433692 -2.370169258593556 -15.387433300106686,6.544371455147033 -12.052793694809301 -21.26711101710757,16.867817330928446 -31.819052774444778 -23.912151041657026,29.849133671489426 96.23025736114123 33.21435406033845,10.084998572048423 3.018027423064234 -4.849234811519903,6.462427200722093 3.367825937009509 36.94573599428331,30.00000030448287 -88.3037188977537 -29.162674250671408
8.631370208532811 -21.069468410320237 7.820450924393455,6.891469695362647 -12.458981324282929 13.595410312370428,-41.15694982786117 -3.667745397502404 -16.003607830420403,57.119819940692956 -2.8551344621363084 -15.61529480586336,5.863288780175206 -11.998957860462482 -21.17996119156477,16.546933926541612 -30.93682378135304 -23.58293277650519,30.00235232347826 94.17616053436733 32.186448660427374,9.462096175199859 2.9938018059312514 -5.117643567445354,6.366446335227188 3.931547367586555 36.85830537993489,29.999999952873676 -87.94814415933182 -28.974159150659574
9.040174243210505 -21.849574942972218 8.146963574259287,6.888244897531493 -13.196525687025975 13.43477717362212,-40.599722024501396 -3.1502709262356587 -16.277212958902833,56.28411863979131 -3.836585081685154 -15.772041264106686,5.654838158696633 -12.024334606897748 -20.688483441374924,18.24392584324114 -30.21210708305491 -23.516991547088274,29.89038874087127 95.88864543637042 32.99999796315213,9.147791677473558 2.849414428124504 -5.295061605645718,5.5376484951677245 1.3444780480431295 35.81549900212924,29.99999920527773 -87.04804533136627 -28.53800515739165
9.461782981106946 -22.489570438001273 8.511387699853469,6.99943669106508 -13.881346318497416 13.186997959729378,-39.997671570987464 -2.4520439700726415 -16.773953667993275,55.74850194839774 -5.212785839269113 -15.884932432935326,5.781214579122239 -12.055539078253855 -19.777644609630883,21.235852129266082 -29.549007618332737 -23.70885735316161,29.631455079506377 99.68842168799347 34.839496031118266,9.048906058588049 2.6290873024107664 -5.431159713028024,4.220721204861023 -3.254407645567022 34.25395005361485,29.99999890405051 -86.39158579434516 -28.233229729739158
9.912032061784094 -23.116976845737856 8.805786848377934,7.101487281809976 -14.515650435584586 12.997042900905411,-39.27955255660283 -1.5753095349386623 -17.207997334144597,55.392107979076904 -6.843854395287612 -16.00351872027108,6.00500425085296 -11.996573139717938 -18.461297901690735,24.477654285610313 -28.77746631073819 -24.11262209480396,29.39563990564987 103.16531245083065 36.531919125217044,8.997914577578108 2.3943048185401463 -5.605606265349418,2.7637543483012403 -8.218302662121333 32.76771463393824,30.000000055951936 -86.93686295077373 -28.51845041943476
10.35699611391649 -23.751476886278912 8.938596719121321,7.1090423980829955 -15.042792914089254 12.969874854242574,-38.47388183117702 -0.6112386180980667 -17.364781652235585,55.167285814986556 -8.479626290089938 -16.14687333344855,6.155129983537266 -11.797404528080012 -16.888103700846504,27.009870286748008 -27.869925234309047 -24.65365260208488,29.309046644804592 104.51943778557434 37.20086063779417,8.894655742383964 2.205671162411804 -5.849468800942977,1.5241832065452523 -12.050058866929827 31.860075903459133,30.00000280711445 -89.17561983416165 -29.62619278734224
10.57843201466593 -24.01331034062046 8.878896438952047,7.0782558934581274 -15.18813604914205 13.062266981204823,-37.97870345832852 0.019610608721399136 -17.293733826353055,55.29756233983787 -9.46144551537735 -16.221180111510577,6.306229309707517 -11.578261309433547 -15.706056215837776,28.190092548933322 -27.32665922164572 -25.150916332920435,29.334855138307663 104.21149385840316 37.068601503004686,8.888485551676444 2.1205301923755107 -6.013794458316977,0.8940589686242686 -13.80687367573982 31.69808864311452,30.000004115855017 -91.8721950871413 -30.95152417856938
10.315430127827529 -23.43025255070965 8.609803086005819,7.09803841388681 -14.626580456080381 13.19668897776003,-38.27760094471414 -0.17956771351274636 -17.10539026916979,56.069237616577915 -9.036097020233 -16.106490870395113,6.589818659464404 -11.498784002315794 -15.67873718380571,27.449306351924612 -27.770127665781636 -25.39875104897154,29.398531110301793 103.22546284473555 36.611750663584935,9.18651917960516 2.1954710548348233 -5.907958628509023,1.2734458341892696 -12.674266337889732 32.370976320649,30.00000020256401 -93.39106178362934 -31.69565420144421
9.443896550414625 -21.780008006206756 8.157113705311126,7.227349312428088 -13.22793729993167 13.303719400296849,-39.622614453505896 -1.4720503871130395 -16.90496493694316,57.579572803273614 -6.82787787966598 -15.741631835665903,7.072636394707386 -11.665708168805308 -17.24272947564186,24.622875445347375 -29.525476562053072 -25.259423322522295,29.437235644131 102.4188927855565 36.24410159978093,9.89134843977887 2.4502623436897966 -5.427156035628043,2.824083913797277 -8.436210422690841 33.81410887001256,29.99999004596677 -92.57152942493059 -31.292247401353357
8.430776260485812 -19.919965823169147 7.731001212141703,7.395759470357972 -11.704024074110725 13.348966780755102,-41.26552551220783 -3.112277371372139 -16.774678972091156,59.109188016890265 -4.091923517754561 -15.319332497388519,7.54158203098872 -11.957221925949368 -19.42199301701711,21.293063534900604 -31.633469081092688 -24.88864966233012,29.43865334008548 102.10314096159459 36.10808732919779,10.654028114179852 2.74560923491888 -4.837317732108762,4.678162113396663 -3.4619799127431907 35.29821467904137,29.999984540693116 -90.30418322546764 -30.179165009699123
7.902579399808573 -18.999001954967408 7.591415223208637,7.497908238482612 -10.993978135313498 13.307496835640286,-42.1880717678447 -4.082328851675204 -16.790546053830827,59.71823148059092 -2.5236534016364986 -15.100869639665781,7.708005855609332 -12.189811510172479 -20.859116188105297,19.51375199208042 -32.78811835345747 -24.521370446605694,29.40410883722648 102.44210731892302 36.27288058482305,11.003709701127065 2.899273908473135 -4.504463960487101,5.689917224821863 -0.8188128280609743 35.91458616187421,29.999997798357914 -88.03339962300329 -29.06537530978646
8.308721862740873 -19.840339050350345 7.913196815784445,7.452613487843637 -11.763020380474288 13.172575598253182,-41.65207561447907 -3.6424119451891204 -16.98918526722177,58.74632229271265 -3.345867229704516 -15.275052333972901,7.363844743250937 -12.22117655740474 -20.55438189554533,20.72338908163009 -32.04253769270483 -24.340250460525354,29.343829165395814 103.4214179067167 36.724755309198,10.601499737799118 2.78290452386954 -4.695982958445556,5.046658561199531 -2.650430183465912 35.047713973087156,30.000035176748217 -86.92808048837163 -28.52413403444302
9.205654322380314 -21.625152924241537 8.442045006271833,7.300609873457929 -13.295199794892165 13.029238819863153,-40.33163674199538 -2.4551394624611214 -17.208578976401515,56.94225764907365 -5.398265169468072 -15.665284262445248,6.707378868254183 -12.116829637922054 -19.311686664318337,23.257221176236083 -30.260538968063212 -24.264361880255077,29.312928318434928 104.12780966102139 37.03199517470515,9.77386404992229 2.539858955098147 -5.1819283077959915,3.6151507139887293 -6.443898657297965 33.560480375463264,30.00005789444958 -86.76807369944001 -28.444379576624137
9.869014332777848 -23.01824060989568 8.788705379788851,7.120971541687739 -14.440224604325234 12.991381316038177,-39.344977391701484 -1.6241424167082612 -17.224243734038925,55.497982683871385 -6.7711278182977335 -15.980059114472736,6.064672249911563 -12.007634801411257 -18.502114132254956,24.474622597140407 -28.875349180465278 -24.129884221718875,29.38063601167719 103.36534349699754 36.631437355364184,9.056505746663767 2.398940343870368 -5.575955454566328,2.7903009881376546 -8.22189460516552 32.780681324714315,30.00001328947691 -86.89640767571149 -28.499851257639357
9.725576156705282 -22.95182551629587 8.647500035808672,6.984076427607216 -14.282952040984162 13.143089135197343,-39.57596174081178 -2.012717889709921 -16.873597149599046,55.37769539980083 -5.976367071036944 -15.985319926617716,5.71627159809818 -11.998131150487954 -19.185899905936402,22.36894721137974 -29.027664924517293 -23.823498845205396,29.591806538880203 100.3283844463345 35.146594418663454,8.88830586408032 2.536399927598393 -5.568969651574577,3.645291114463827 -4.966278505604721 33.725254292354755,29.999876216832245 -86.80330833236826 -28.438118965990753
9.09406899029032 -21.936428080712002 8.20594607982326,6.9089327850421185 -13.295999351262067 13.392584711900383,-40.52533759424952 -3.065809734610347 -16.35926168207028,56.20146845201402 -4.014139185968737 -15.78607286854579,5.674003690528426 -12.0374619573263 -20.588787736142983,18.674635045207303 -30.131716974207276 -23.52990743091634,29.847506251829557 96.51378071285085 33.302206876098616,9.136672951607416 2.8183726058009926 -5.307804646825057,5.354743132547744 0.681010679824797 35.576803382179925,29.99978384678849 -86.84806023368226 -28.442642192043838
8.61908046675241 -21.059168951558167 7.8317398481721305,6.895781950993706 -12.458974989704824 13.583842119931807,-41.188558013295456 -3.710193958799327 -16.017280299744446,57.098324366753815 -2.7936322446793422 -15.611194250101924,5.851523689025955 -12.017999641062286 -21.266325350701553,16.49285940172621 -30.97100529755942 -23.54268760338287,29.996271366211552 94.25954807491667 32.22532751223715,9.460239168341264 2.9976982880781535 -5.105858822151774,6.399677117816577 4.010234082503713 36.847794575578845,29.999932648355 -87.70744166759168 -28.856124238935454
8.837934207647987 -21.23819515808309 7.837079662919906,6.94134680451086 -12.599367018271861 13.585176054094825,-40.733463621100505 -3.0663148400290035 -16.12561495204008,57.31307735931554 -3.8814716749412708 -15.653920201842709,6.156576054707158 -11.855954224779662 -20.05358985469081,18.355912149574227 -30.530991216789133 -24.082112783701408,29.91494512585622 95.47101031559303 32.833034587561556,9.561117874872412 2.8712225478041415 -5.224360262505654,5.5357939739626 1.1765305762954625 36.30543154089884,30.000433544941767 -89.85021778458403 -29.917015811795867
9.542080762411869 -22.21602901211565 8.148133458213428,7.0181851938928554 -13.486417820635769 13.434057535776729,-39.526424422206865 -1.60059491910725 -16.558793944694205,56.897136189334105 -6.463577876357095 -15.859499236506803,6.456991110401292 -11.633133476759948 -17.727570193392307,22.843994058312283 -29.201674023989188 -24.859889885883497,29.6768651198089 99.04955234566053 34.58473064505601,9.444557721958942 2.541581226358736 -5.561682161809144,3.4273811593578394 -5.656648987533587 34.48720681240391,30.000804658039527 -92.3019225644376 -31.140443795812192
10.207429863013289 -23.237846027171916 8.527759419231588,7.088631976635543 -14.441680061015617 13.239518992138542,-38.440847013435025 -0.3488714231871974 -17.02067340545744,56.24313858876824 -8.718716494173703 -16.068268966342732,6.603713544780391 -11.501401116951481 -15.886779070494288,26.865377921131323 -27.967241319882213 -25.372577298837406,29.438495662872946 102.6257459003013 36.323150050918464,9.24404842554452 2.2407744158849416 -5.862692334562909,1.5461516638449755 -11.784043704774414 32.67953176427888,30.00031332491148 -93.47753256044767 -31.735533696086804
10.377332402045816 -23.636132444494464 8.762035186883336,7.119656368623454 -14.862934168690435 13.100465206870332,-38.23563119001662 -0.20505375806757292 -17.248678854622007,55.714551391618215 -9.071274107982331 -16.139485014432385,6.477102551041805 -11.587378036412948 -15.899247135296275,27.73799721555228 -27.68606047907624 -25.19841076063132,29.33747386207877 104.11602105473142 37.03157802831095,9.083070771391798 2.1703062332778567 -5.906444264671885,1.1678306178915574 -13.124059070378625 32.01175780860816,29.998489318192416 -92.08094056580177 -31.05491919311804
10.1551421693644 -23.47095924768438 8.831438864888932,7.116374809586666 -14.783581221545221 13.03099955351417,-38.71969881523135 -0.8873050529068167 -17.25937912558027,55.42664190798977 -7.981023279316898 -16.089968847921465,6.198238488662108 -11.809481942386551 -17.226677034177673,26.17428940572705 -28.17158016411865 -24.58896531127266,29.35524846989563 103.80850920001893 36.85917978346848,8.999619133052253 2.2788438992982516 -5.755666766999523,1.9439407804578428 -10.762781929265348 32.30866598933051,29.997013040828335 -89.19344106048504 -29.632197708998493
9.917666065425031 -23.1576818518998 8.81137558595011,7.102531280420448 -14.547400055104372 13.003816317370418,-39.23809125858837 -1.539663770371142 -17.20565057378213,55.37347998242106 -6.901628977693282 -16.01348237550418,6.005747451306905 -11.984463553371977 -18.399898868440644,24.544250655291563 -28.72700833427565 -24.124612015763894,29.397000434459567 103.14945913235253 36.52442741285452,8.989944304807377 2.391592709669089 -5.611609192697119,2.7328961731988644 -8.309712034848019 32.75800702980608,29.998615062739873 -87.05722945835704 -28.577639054883978
9.996959903292366 -23.074881740608145 8.771708574891228,7.099565289375666 -14.468115684189602 12.995701348264536,-39.20482100141816 -1.4031302680663447 -17.222586866393183,55.53913115669734 -7.122408650734647 -15.995524709471592,6.106980032900302 -11.949674226952869 -18.1186154766194,24.945047709462756 -28.7264480076555 -24.31363198314768,29.379310046651238 103.41210436980435 36.659628669607805,9.046904207457283 2.3545095335213513 -5.652021563653373,2.525443804078587 -8.95590759543323 32.64127750101558,30.00523403748386 -87.65072768628609 -28.870892992010624
10.272991999012016 -23.221064248680328 8.722304697064544,7.10533737098048 -14.54751775495391 13.025852192878272,-38.73345194739336 -0.6970338465460295 -17.2638204509665,55.81856989966425 -8.273077325471746 -16.03638476036415,6.398164918449095 -11.748988173735817 -16.7818919113103,26.718280176106514 -28.26526257922773 -24.943371312862514,29.33435106426913 104.11520461054091 37.02382517081384,9.133184355341402 2.222969753467513 -5.817590552929553,1.6481749196072948 -11.667417516500818 32.191235780703714,30.01105731349117 -90.3172612390128 -30.186597319910668
10.371667494281704 -23.381140321752728 8.639314190759404,7.1044571980352735 -14.612095135541797 13.137300833492322,-38.33068042732014 -0.19050303425812787 -17.181006583073966,56.05670346763366 -9.050690174567778 -16.088465189962214,6.600687161340286 -11.542340879988366 -15.743797204026038,27.656979877736575 -27.844147823390642 -25.39602657412031,29.35925821689845 103.791544070251 36.88530227942794,9.194514037701897 2.1700373249143636 -5.9157784747586515,1.17839568302551 -13.035928921345874 32.17522834262751,30.005916177150148 -92.9192896977685 -31.466001979043238
9.960186885789513 -23.33629157830299 8.49865230433216,7.081958794843685 -14.486555506034504 13.36192999886886,-38.475420284547155 -0.5901346823270539 -16.8456358070251,56.12621777025478 -8.260584923128638 -16.102520170504413,6.465363213717659 -11.481092761906838 -16.24989918861305,25.760993301289083 -27.942811138070248 -25.114724500501996,29.538692284462076 101.15911958855524 35.604214399869875,9.186950840209612 2.3503050165081727 -5.7727566372643935,2.0904650161287677 -9.981771121104215 33.27538524319266,29.981981029642515 -93.46383951250061 -31.722325695560297
9.218656925410324 -22.851961764633753 8.277861741009092,7.029522471967571 -13.997564821540003 13.598930798416912,-39.272785969330826 -1.804511511793299 -16.372968499997263,56.229198737471734 -6.087467287902762 -16.016331382388206,6.107755020211928 -11.601913517761119 -18.160967091230336,21.634601283170994 -28.744564740043206 -24.303286650516608,29.803905597034944 97.21650123972447 33.67214327599116,9.18881105989689 2.6884221296857156 -5.4494129408960905,4.064920447133355 -3.5527194001860884 35.114078948684075,29.95917767560817 -91.82998770235147 -30.900243830861704
8.658091626429869 -21.683441161128332 7.955535174900322,6.943116466587008 -12.973052440409322 13.66188684518867,-40.58673103315836 -3.227368417836754 -16.03553589908261,56.78024844135442 -3.6059578189563988 -15.759311156436146,5.878744198026029 -11.867478834255643 -20.444351681464344,17.562364885254382 -30.24149814857053 -23.656305437465537,29.987177291241757 94.43359666877188 32.310623773857365,9.357287581771242 2.960687341877648 -5.158065345667967,5.947576024527008 2.5405825871437537 36.629967351115255,29.975338631595605 -89.10458584723456 -29.545371511023447
8.73477837436092 -19.667284334177932 7.525221740028945,6.828356465341276 -11.306627055921673 13.390370161613276,-42.236961105771634 -4.2675270233652975 -16.08465035156019,58.130554500735066 -1.8622514165708695 -15.281259281387245,6.106300013621783 -12.22979264361996 -22.08727663466584,15.722183240409532 -32.359107554926126 -23.811822142910998,29.933462458962396 95.0943900526546 32.649043106874366,9.831244039690406 2.9624915213786065 -5.0900327334278535,6.653293613455109 4.790300626481976 36.84329274997472,30.061586508878076 -86.4043964048012 -28.217422303367012
9.056325386612615 -17.78727223846122 7.190929010559867,6.825763570307735 -9.816884003369312 13.010175123029637,-43.47644607439412 -4.667234452395044 -16.435767894622025,59.68803025041671 -1.2931351552908639 -14.821156931253386,6.740352412106691 -12.507890027295156 -22.566705973969725,16.394787157949775 -34.12962837014063 -24.495959787682423,29.68953238868122 98.51812870625032 34.34723077397522,10.472803503004585 2.7930266892525033 -5.105245767648195,6.26566471944003 3.170994348965328 36.08418458964907,30.150311043793742 -84.98397974157565 -27.53362751218103
8.60297954351816 -17.875239495972487 7.312239827930403,7.175583779600856 -10.006188030939619 13.032599721262802,-43.13921294823641 -4.415212911696817 -16.75607257802298,60.163301006008844 -1.8849091379670684 -14.831754189830805,7.451376789654207 -12.422512719653966 -21.721629999286954,18.458481064101377 -33.92497901089323 -24.760732399648305,29.451345109530724 101.83246463754527 35.97868856945283,10.939516645395885 2.7760610133212933 -4.8186660309227936,5.73223016763406 0.23148152858669957 35.65106820480583,30.10091657282576 -86.19975931157799 -28.153736752236277
6.417013584920536 -21.643401070618154 8.222700811898425,8.09876512797564 -13.278998997405127 13.939154966909806,-40.14613417916312 -3.520756947217622 -16.72281327164861,58.3380418706511 -3.588139331267065 -15.735415121786357,7.917680134866516 -11.715781742357267 -19.438516209651983,20.786390470677308 -30.230889015813233 -23.704204318209072,29.40812030736378 102.26598292802124 36.16747836606866,10.905432779450173 3.219026724563202 -3.8694249784673573,5.9766762226342625 -1.5163125480640354 36.794320068731245,29.78113291325463 -91.2860093714722 -30.677375292908216
2.869473702917797 -28.3882667319276 9.74183738063747,9.441592543426998 -19.06679467724669 15.57963346765365,-35.092040503093465 -2.249347781755599 -16.28831838223218,54.50735438461956 -5.917472978408499 -17.341533648047733,8.066635653244 -10.539941881622132 -16.279014584996563,22.731292530922 -23.771993804913016 -21.495546230968337,29.571826955803306 99.68481118697176 34.85420868900454,10.413353301355418 4.055300654996975 -2.414646736895561,7.1588733673859375 -1.2443759142705284 39.53917277079773,29.232489742488806 -99.32042156129081 -34.64574788019362
-0.5446612316124335 -35.36304081941121 11.254394121122433,10.733445082218266 -25.132221310556353 17.26949373862265,-29.987667237099924 -1.0831601440577285 -15.637590200984445,50.2464600565267 -8.018838864435693 -18.94102766603729,8.036287270624591 -9.394137916697932 -13.375872949758605,24.051674004424417 -17.166689905884972 -19.209915790539316,29.804507893603954 96.18602183497354 33.09307879877956,9.817985686116259 4.901867789821268 -1.0495955008397884,8.792624452982524 0.45097842599232296 42.874580485121314,28.643523996422932 -107.55655890590936 -38.704802501236074
-2.354975350606771 -39.8462063165691 12.153113967735194,11.506200141064214 -29.252395929318354 18.32707103309321,-26.825258367679655 -0.48959251437792395 -14.963673274213571,47.13927058505467 -9.06409670953024 -19.836994379154117,7.967831240143744 -8.768303318199209 -11.830361825061729,24.546723504420704 -13.000372943691165 -17.90987308425203,29.967914269574848 93.86354153226918 31.936278268107788,9.470638001039816 5.380204186867972 -0.3588002781973335,10.36810320166761 2.9078022794436102 45.75995274496913,28.203609363283682 -113.25862316571582 -41.50596601336106
-2.390698472506702 -41.059055873768116 12.300907231318018,11.562231229801009 -30.657360667106058 18.497835399849468,-26.229670992288725 -0.4678706576234166 -14.475060820255841,46.08409883070513 -9.038814697813391 -19.950448245862088,7.926957663638236 -8.715912540180152 -11.671676207187287,24.6207581671571 -11.850362863651519 -17.766443159373107,30.01982995595466 93.22005831513042 31.632195312152053,9.43600728384277 5.425118332207254 -0.3950155464592628,11.304453354082991 5.014061442270664 47.22186219794286,28.019892316640032 -115.16671251346618 -42.430595789287146
-1.7379565227239826 -40.10178647062813 12.015386262841298,10.965510473228244 -29.982291320359007 17.94034182859435,-27.503353127659135 -0.56444734878643 -14.395186572336815,47.316210394561146 -8.715503955744014 -19.799995668633585,7.906334134883561 -8.868337578722675 -11.892199623302949,25.26331900388349 -12.351956080787087 -18.08844151427526,30.010912719362413 93.21936261681519 31.65185643312977,9.501607112897762 5.274444616068855 -0.6967130489885304,10.952125076705986 5.2224404949315275 46.351835392400176,28.119996836304814 -113.44827449433325 -41.56596992511376
-1.5076981970280472 -38.1405347470235 11.625906107544068,9.797659421619125 -27.924149429446235 16.834774700918974,-29.896605587482263 -0.3216521114448183 -14.93247126557914,51.013373697591405 -8.87861575755317 -19.917539732859453,7.895500236361383 -8.849444942172491 -11.471699628627503,27.440785470187603 -13.091492015290273 -18.169390074370945,29.994533994721948 92.78741744199154 31.447356780173727,9.449401733375488 5.173003156577379 -0.7939256285792389,8.696281008970624 2.0390692633366205 42.30214753821061,28.5241702153334 -108.36350777839081 -39.045183018311185
-2.0728165507700247 -36.03837592175269 11.271495245900745,8.333149934695841 -25.299434743569687 15.492642955932652,-32.71378471291537 0.31857427647243164 -15.861692892586277,56.51032724872446 -9.750549201153191 -20.525558941126253,7.88008401441996 -8.554018243569793 -10.216924042957661,30.81226947400269 -13.501380751329213 -17.85724293734709,29.993938775347427 91.54746909553431 30.82792742680198,9.22203273305093 5.215463411535142 -0.5663525141887974,4.963506074593489 -4.052377946618799 35.83738578705524,29.138207480216252 -101.1263595762106 -35.47149077528323
-2.9902191873090254 -34.32332414624283 10.880759394205613,7.059666858173546 -23.056807019962022 14.370646386327737,-35.3190099870746 0.9724856335602394 -16.478199237885395,62.20976581093345 -10.932305248569756 -21.504435693463943,7.841388968036024 -8.176363793188258 -8.848920134567548,33.59158362286929 -13.949437937847856 -17.612927751822205,29.99906462252801 89.8936719246485 29.997644635327436,8.939784639946126 5.330490072002819 -0.2802798918205252,1.331769167303533 -10.381877402294108 29.50469000960174,29.74136660610233 -94.00523003021041 -31.96795337783159
-3.7811571861082993 -33.49447798664117 10.374954053279007,6.464845006760921 -22.130862573259748 13.923226410974632,-37.09174224209188 1.241471072516927 -16.070777352904518,66.49257281640642 -11.996852219102207 -22.71558418373297,7.76073002002634 -7.92278865568376 -8.121664958382365,33.957748741351494 -14.838722576684125 -17.917127036974296,29.998176917181794 88.25333886727134 29.17746958937103,8.729691131499354 5.439147226703501 -0.21667007168659003,-0.592192461291421 -14.218465073756997 25.889742134554993,30.110648314603402 -89.27748270747183 -29.66174683155941
-4.207498769179552 -33.62703110466368 9.804936114379583,6.630441381321051 -22.69076233771835 14.246983772013138,-37.8599724304703 1.0198265833597435 -14.596503748729582,68.7071788787053 -12.668204223226354 -23.974107374073167,7.6280355834097 -7.871448757476568 -8.262360009079224,31.554639427873195 -16.090241556481388 -18.812319508728805,29.981426337066985 86.80711736054784 28.458425830396823,8.629292980749353 5.498757874654969 -0.46131363465050834,-0.3300871404583164 -14.742815719822765 25.611594752435195,30.18018713461445 -87.55048835147207 -28.845717216118633
-4.335366728846918 -34.26015963981229 9.385440299506111,7.124990281528663 -23.937792680165725 14.986038311070931,-38.01884701824076 0.572221834208629 -12.857490831391678,69.42545467392465 -12.861369129406958 -25.036548791670672,7.444125621709376 -7.938456003160589 -8.832111797258634,27.878402528861287 -17.015458501363952 -19.786885748290597,29.94134747230122 85.42375226826718 27.76723388694503,8.562969342715018 5.51249353196264 -0.8532112195908659,1.1694845945457657 -13.552825217065822 26.802545113241987,30.082809502473797 -87.31995207958575 -28.75772055338534
-4.250354117873088 -34.904198682409785 9.337899418725172,7.489365539604858 -25.020682095730898 15.758762349046373,-37.99611897052559 0.18415068016645783 -11.699609988433847,69.2943286984576 -12.507130146464034 -25.659770386949816,7.210931803380706 -8.030404022304081 -9.354610356188877,24.52915900020052 -16.900013219799003 -20.30134717116506,29.87100059860393 83.95658085518477 27.022551210428745,8.449059556968352 5.486684708197675 -1.2168841930386303,2.874641219055275 -12.383185702064633 27.459615457594865,29.96283431052644 -86.9655228298236 -28.577866705254724
-4.035633225593065 -35.3481676657479 9.692024517087438,7.528966183655576 -25.567237852906807 16.34835965421631,-38.029703383320175 -0.00643763545362766 -11.443489769659191,68.78846044984131 -11.713309314441638 -25.805430514290073,6.951141008401339 -8.097966252395123 -9.620633830489577,22.360625932339225 -15.696907171533127 -20.20254591094092,29.78217890351423 82.4901890303243 26.267529630225418,8.267198947890735 5.438604332819594 -1.4448348483908702,4.168434733102022 -12.050299395897742 26.798745389960473,29.90156232418078 -85.84233996668915 -27.985462237294538
-3.77087171923068 -35.784546889737896 10.199964475084665,7.432153426304913 -25.89884596602202 16.77666612573718,-38.082680568651895 -0.07519925636359312 -11.649346682189789,68.13310969676682 -10.844033851888046 -25.7316782951519,6.717488147213996 -8.155631978322084 -9.8076329697842,21.145925979781335 -14.3253041320905 -19.896613833993758,29.713795852504905 81.44394928392585 25.725555749893445,8.08576313609988 5.401367051273968 -1.5279837948165116,5.034630609460393 -12.041128762933628 25.80054292321388,29.889060808478135 -84.71779374994253 -27.38251787753701
-3.535170710899642 -36.43425589756586 10.593903898106213,7.415343217171116 -26.38767024891237 17.083233591223934,-38.09645707477775 -0.11356339595401853 -11.821745569764353,67.53253034456381 -10.2812851360558 -25.717108914430238,6.564740611619502 -8.2224595962881 -10.12020700494257,20.57753378257665 -13.769929719140045 -19.82867655197726,29.70643950410863 81.25776311584853 25.631122292034146,7.979467218575734 5.408873867563994 -1.4656411547186199,5.502876788701633 -11.745673076427392 25.573486984784566,29.908272014272836 -84.4619898303814 -27.223579350904924
-3.386364228862289 -37.28992348971383 10.734017492208087,7.555420923036277 -27.150855536791894 17.2377260812649,-38.00050523917015 -0.14422422880639288 -11.746232885533292,67.08279087400287 -10.246568008912309 -25.839587612760333,6.524438494573583 -8.286553589256876 -10.536349653514558,20.633453671949738 -14.283910472827761 -20.096136038732325,29.768102060885347 81.95874490977948 26.000437381157823,7.978950571760699 5.462027853922573 -1.3070976926687536,5.520453584490047 -11.069439298689744 26.48096257821228,29.94325243870295 -85.37648317743984 -27.670169135394588
-3.3469766401529517 -37.96514818481105 10.692981457617293,7.697609796340825 -27.882139591070825 17.093773173665525,-37.70448307295692 -0.07575539695509537 -11.674867817019187,66.70033990270451 -10.694948710143509 -25.843708441381683,6.589557690047547 -8.28462577170009 -10.65782233135577,21.76575387694836 -14.905701671240825 -20.21906998904283,29.852656945411884 82.88866011613479 26.487292025081572,8.041673815129949 5.5069457376292155 -1.184626849907333,4.897886641981395 -10.773829915282006 27.64927800110672,29.97990855791999 -86.81886615194043 -28.397304288079802
-3.4358291462915767 -38.03994790585782 10.56337774026183,7.666209464003367 -28.236299263242568 16.49556702217519,-37.11740262361556 0.19320918569373138 -11.902480821435615,66.2852277579176 -11.555327963450052 -25.444339542102107,6.749373764170997 -8.14914819143932 -10.054227632688457,24.465985504340587 -14.565800973038971 -19.666696284809348,29.909123408859863 83.32928744541829 26.713728715037043,8.118443561022296 5.484955759953857 -1.2371924802890764,3.4356236930886848 -11.6947051466691 28.09317807063582,30.004386755683498 -88.06085143580499 -29.035680192916118
-3.6292328619229983 -37.33933427880303 10.423055020632155,7.38988215410926 -27.977145087245642 15.458081262820441,-36.28717778406054 0.6708485647306863 -12.586025392509496,65.79852274276946 -12.637871383250546 -24.549105012155977,6.985847799737008 -7.88143167115943 -8.67176406010123,28.6331878216683 -12.940906624788418 -18.31422557868192,29.914743889712252 83.088640742567 26.57698379098517,8.187972023164471 5.380227537978849 -1.4749390753107752,1.2541247734612304 -13.958859075351224 27.40388506952825,30.010275733810545 -88.72878398513997 -29.391893536339776
