-44.7 -32.8 24.7,-28.7 -16.0 9.9,-32.5 -2.0 22.2,77.1 -12.4 -20.3,5.6 -6.0 -4.7,-5.8 -14.6 -45.6,24.4 51.5 11.9,6.6 5.3 -5.5,21.6 13.7 45.8,23.1 -47.7 -10.3
-46.42428302030596 -32.27772853604095 20.860604331315674,-32.29405485117833 -12.877807255046518 1.7701855584643282,-34.58474513486411 -2.444229577326038 30.19918957646251,83.72557394950324 -23.684324366204685 -26.331021431703004,6.78672178645 -5.145827905549256 -2.998061353177026,-9.519533654188601 -2.3559700934678203 -48.81407401143192,19.80920208884293 38.59205495680475 6.996467522180445,7.74700460823542 5.069203939933764 -7.969143966391461,34.03057083184282 11.424372810951573 51.75271432142948,23.070187452365875 -47.428479130147146 -10.22045173669099
-46.371305855062424 -32.11035777291971 20.907636376556603,-32.291211076837406 -12.426966093588405 1.594253857095448,-33.666638747676174 -2.364168272394762 31.017442304395153,82.90766009430175 -19.255702827470127 -21.692429999185627,6.68557857460817 -5.112785257720132 -2.736786600247518,-9.372315380471608 -2.287539649140993 -49.13273155752797,19.877436044282845 38.712312808975746 7.015811594789033,7.6085413663073025 5.025337040813788 -7.90523011693736,34.64572176212026 11.757731043416765 52.880618380341524,23.000802499460175 -47.3073679041293 -10.194986832351987
-46.749892782220584 -31.7664687186123 20.543124498639465,-32.76343008284894 -12.538714844433501 1.7168858466651071,-33.07957806503582 -2.296069426111673 31.16952729401017,82.38475605416544 -14.792357192339406 -16.742436156467004,6.585086805393428 -5.097758553599725 -2.709321163574938,-9.075597247084428 -1.8389799463756462 -48.73274833054467,20.353248247217536 39.94078216097589 7.451420109360437,7.484044969858347 5.114853413773367 -7.564076243367337,33.767628011234585 11.560823223352491 53.51264805583416,23.230174637889945 -48.09781479129098 -10.541585330186779
-47.661225242357084 -31.251758791176997 19.372886459081094,-33.91294731185315 -13.442521290536797 1.9871123064358773,-33.17704626809752 -2.2593707116334207 30.12443940983926,82.53198776018874 -11.463120396585587 -12.649578075212283,6.282451646524107 -5.046002102701037 -2.9854201438676653,-8.735942039953336 -0.8367735028635184 -47.403458383846754,21.23144339511019 42.293408338846966 8.325223336933336,7.178805725759968 5.420462764176885 -6.979782948976149,31.241344108747207 10.7226148249028 53.122720804345015,23.768484126338187 -49.7889162277703 -11.248019874287634
-48.76069763179549 -30.70525941070445 17.74721015976702,-35.14330368039861 -14.670324872796744 2.213082437178904,-33.6127429918347 -2.211062631073168 28.26307557675616,82.87879957849833 -8.974060581768132 -9.496095357866741,5.941988393730044 -4.970675107732144 -3.415860928808979,-8.275116577422468 -0.3926517117012749 -45.80920249132498,22.181601131740923 44.854256883066896 9.285930659361197,6.844263147919365 5.8336336350895746 -6.2735032502329675,28.08589374481159 9.511385315894513 52.09042286266964,24.38614429743434 -51.67600373799654 -12.019696982895224
-49.61529535317675 -30.292444220976257 16.164028622264457,-35.69964340886878 -15.615730039522182 2.19483874764221,-33.90158676651997 -2.095751204717323 26.1471834194397,82.7869206546476 -6.741148956032884 -7.148790532098128,5.800818204959272 -4.8984039231900995 -3.807992772329284,-7.578240061595263 -1.8732301668546272 -44.787852207168115,22.80880282976888 46.522583929167446 9.908234634432038,6.700505630938443 6.207907201634806 -5.583654593093678,25.55312314556588 8.270640329364609 50.974953311126534,24.80601784817175 -52.916821496100006 -12.506024484776802
-49.88345141847932 -30.104893682918913 15.029649087964303,-35.07483465201171 -15.791215592262045 1.8041101057521876,-33.7509508367257 -1.8780308767590739 24.23118068927397,81.87535249064207 -4.496066175865659 -5.626469112155225,6.031253182824513 -4.853156761600877 -3.9997102456054945,-6.653470866725678 -5.881149513519455 -44.89872914957795,22.831656013480345 46.52026359131062 9.892487302116793,6.9078910026260845 6.423057456754965 -5.0369331031183755,24.630804375040356 7.277755017314086 50.122899941401506,24.813839145239363 -52.86877912270144 -12.445166479934281
-49.5623262375722 -29.960483502007165 14.41099144495571,-33.67932978892476 -15.149578025293021 1.1781559283982592,-33.58107218462025 -1.5965344054265915 22.57192888701559,80.71604873760914 -3.139899519755839 -5.510964738327349,6.56554882449499 -4.849055919127934 -3.9420495962740087,-5.964711797382339 -10.189241631794545 -45.669389364282246,22.389275842208495 45.264166213804195 9.404490917306928,7.405531509732134 6.456026314823633 -4.7166184361936585,25.32856305441135 6.565153286710182 49.09332565434402,24.428222968836238 -51.62885895801852 -11.904045589446312
-48.72749001499227 -29.61373125618238 14.296413017888897,-32.13598678228012 -13.745540101892855 0.5157015662912616,-33.97720396655561 -1.3070331950604992 21.134261811573673,80.10155572033138 -3.8444345731074137 -7.514442757255327,7.280391490250754 -4.897944525014331 -3.612237500247229,-6.081362961937883 -11.915284439204552 -46.388552218349446,21.7181180433233 43.447784019251394 8.71779176743252,8.081324703383787 6.306248458189963 -4.695940052994559,27.429600068571865 6.10855687945656 47.26299435352474,23.721692066214622 -49.46524220438257 -11.025686598826654
-47.48906738841347 -28.93077654248012 14.622759376775603,-30.951375885499704 -11.750254347574804 -0.022228121767398974,-35.288253574993966 -1.0503840847574273 19.898407836098027,80.55283952028942 -7.20266130575245 -11.843417504130139,8.029562740567329 -4.998431262703714 -3.0249885517601154,-7.337211095911738 -9.185243943172372 -46.51658753246615,21.027679237444325 41.67324836313502 8.068095290991357,8.797503252070427 5.999430465606769 -4.993130930231423,30.531684411575082 5.836418783980031 44.29217405678978,22.779640787032474 -46.67668692258987 -9.955525332632062
-46.106456862016785 -28.259961930602877 15.104347226663872,-30.12970877132246 -9.837845532150128 -0.43747300041760256,-36.84212348912176 -0.8030135462451707 18.91109932212746,81.41764966455465 -11.307194146386122 -16.520009743484735,8.56789625230624 -5.0919525018088985 -2.356963758496607,-9.048201923597258 -4.480421217638381 -46.25538870542628,20.410993706299514 40.14801505153978 7.527635865919246,9.305428485440414 5.6747725315690065 -5.388841278515067,33.431526202927195 5.472992731018193 41.065860015700956,21.743068324807265 -43.694042065236374 -8.849413214448829
-44.87935701111307 -28.079812282386666 15.395416252448545,-29.539573329115417 -8.818227882056854 -0.7758421841941858,-37.69107135094257 -0.5239535236717987 18.23702298265698,81.72699764895549 -13.575610998442139 -18.97661064864434,8.623512340900763 -5.104509570512097 -1.8285454581627134,-10.255490503572732 -1.4579448077693828 -46.00704126369811,19.929653921666333 38.972987731849344 7.124514924965533,9.326529348149926 5.5021151822936005 -5.599580125561475,34.70957044903133 4.687403949568131 38.79969206005986,20.767985738261952 -40.98381769867955 -7.866013609374322
-44.08939366348723 -28.72582099438857 15.239924864215558,-29.10941307843787 -9.26784379484911 -1.0708644892792267,-37.16049446789737 -0.20562018952202765 17.914151842529634,80.81054732766647 -12.178206051905752 -17.435026363949866,8.03030020372932 -4.986903729866847 -1.6266312910673146,-10.216279395429307 -2.901965640504507 -46.08915729393264,19.626489766835906 38.211076421233535 6.874085900118431,8.693688426365581 5.603731809531861 -5.426702620350492,33.41783197586138 3.3494477775287743 38.47320729982659,19.990006694259748 -38.94015794347413 -7.13814932053459
-43.92706224413856 -29.812271462481636 14.834220032249938,-29.069488998875393 -10.585902720926933 -1.2941449900012465,-35.95304907900165 -0.008762557569408524 17.845760541555066,79.50386598187431 -9.080706893961905 -14.09753348144585,7.1554637982333515 -4.814984803759619 -1.7692773922864757,-9.277157321278903 -7.194774645381831 -46.39339729880356,19.449728027468282 37.73362632605828 6.727427152781975,7.801767272543623 5.8620482273420675 -5.099383927682819,30.98611338845762 2.3407518239561904 39.8754289474194,19.441895022206474 -37.59231725523883 -6.668348475535152
-44.55420016089289 -30.726646278926616 14.516912545836545,-29.744975399575388 -11.801406573079658 -1.3978154389076651,-35.20450165769242 -0.14706571241630523 17.89276476453414,79.11608629963062 -7.442401023229885 -12.418157591995634,6.533919975527285 -4.7039269661471526 -2.2214438651806816,-8.127295131697425 -11.3343982743911 -46.67747166735001,19.31784540457883 37.35174076337434 6.615404294055981,7.222354441049349 6.084064751919671 -4.981336896664125,29.591966461450852 2.8611372504108394 42.4209961822869,19.124071092924993 -36.85480227805513 -6.418165093072282
-46.021846338008906 -30.97148936442737 14.58514196606545,-31.321683407380142 -12.124109812664392 -1.3227232476470923,-35.822107682003875 -0.7697396919483741 17.9460758859534,80.65778133777832 -9.91746884528495 -15.274743806752275,6.5985448703496425 -4.748473932996863 -2.926765933119642,-7.360868630131687 -12.814313494133131 -46.730138363779886,19.168866737024445 36.9253560209786 6.485290499029333,7.412486773447946 6.108602859838463 -5.3554062744226005,30.917918030494693 5.74575241693363 45.48954559133983,19.035815901306506 -36.65178341250567 -6.352853282399227
-47.72765137152254 -30.728423565346933 15.091159101479645,-33.163305418588784 -11.830577929506502 -0.9432067172691426,-37.364513890478136 -1.645629720352641 18.07360035423694,83.37770641988274 -16.178579898197466 -22.14433558889102,7.180053808772199 -4.922793209474585 -3.7032265540398397,-7.011069267479968 -12.052967554044955 -46.52355121543569,19.05616885644615 36.602537530006636 6.381168420624526,8.153235497381004 5.962316251145654 -6.027215948955749,33.72540459334029 9.678350433942464 48.25508676490898,19.169760425471466 -36.96467144081216 -6.459577163352012
-48.83056310300696 -30.42716004406306 15.997749404041748,-34.33318869476283 -11.587115133863099 -0.10930633508678045,-38.89767897244644 -2.4046221136006696 18.407906335581107,85.88097092784014 -24.80916654546249 -31.261559471732195,7.889174343211204 -5.157002120481542 -4.32290406749411,-6.906143740686887 -10.537388872029952 -46.09686417163394,19.075270208010956 36.636613116383124 6.382488177050511,8.978720912541167 5.740479486077241 -6.628046422190183,35.70869894190963 12.556713879721782 49.816507457878494,19.516106188877888 -37.79578880855727 -6.733505253229121
-48.653544769184776 -30.42230964355968 17.224410955868894,-34.08372403983947 -11.930524553847505 1.2535727620011636,-39.61422104031586 -2.7358022246839497 19.037283150017984,86.97484690258472 -34.30574750510286 -40.83743433704124,8.390565262323115 -5.387191284188454 -4.599875414998882,-6.915056739226188 -9.54763825626901 -45.51690606609489,19.302759399292437 37.230384391207174 6.554076043393168,9.491361039048662 5.529835500908832 -6.845558906261497,34.969057008110056 12.567455148429223 49.42440071940442,20.061747735127728 -39.142613472725856 -7.17168853072767
-47.657407917131316 -30.54606044234267 18.39189587153889,-32.979039719183035 -12.497145670345049 2.698059573386141,-39.58860221206093 -2.7394852096100113 19.742835670306295,86.8726698732716 -42.57430519590352 -48.93224860746828,8.724476374808003 -5.591252016462283 -4.6394251548114065,-7.1907405635637796 -8.920108292560078 -45.04140262427962,19.683751167880104 38.2358057605109 6.859162222551494,9.76889352489609 5.357365223964764 -6.759495899600882,32.43601135254624 9.904664488672102 47.380318778574605,20.770711610218918 -40.96887336486048 -7.784127667428013
-46.78432962301812 -30.40959011872052 18.994572098758056,-32.13819314944301 -12.54237776682091 3.555965989650959,-39.26834778328541 -2.6899565593668022 20.17571471237083,86.38260904661385 -47.27099627732171 -53.54252434371238,9.090050874751412 -5.764759374297922 -4.670032920695835,-8.006259712867084 -7.880449245968118 -45.008838300611174,20.107740369159988 39.35640608980178 7.217996806106124,10.09013948595035 5.224767329058299 -6.615469475792224,30.235593984313937 5.611693540724858 44.430421038476666,21.59735007785191 -43.22401850379228 -8.586301688843653
-46.8554499358115 -29.691977762469243 18.607391361913873,-32.5331822420474 -11.464493452294626 3.269300115874408,-39.046234577397165 -2.8243959404365246 20.03693904658717,86.2240538374384 -46.403945641708994 -52.957800211811055,9.6392014498696 -5.9006990175803296 -4.887934796760555,-9.549229439954603 -5.779268525104199 -45.6745767502367,20.477933890014754 40.33253068698799 7.560532949470185,10.675193193611822 5.137020334463752 -6.6247309703912345,30.1807487553943 0.7491427762925797 41.31228341040024,22.486814167507596 -45.815578111546415 -9.572173898750915
-47.68934798281841 -28.63330479591422 17.467122364332212,-33.91877101627269 -9.839731794520171 2.186488403657704,-38.85701857419372 -3.071861389990786 19.43859251061856,86.37396533591792 -40.86309539246907 -47.86254289473163,10.133470992376267 -5.970392794670282 -5.2224376149204,-11.305894228863496 -3.0055266827585614 -46.61277663603016,20.81114837615124 41.209537428638534 7.897223360959159,11.258656961653468 5.126627261373697 -6.713065679837287,31.492501574630776 -3.506306879413236 38.6804019192111,23.309390830354396 -48.30913104856991 -10.559828783104262
-48.61504577666763 -27.747593782829135 16.13370340796851,-35.45534014844191 -8.819540657313004 1.0985673653259707,-38.41180115272352 -3.210953120089062 18.69348472740361,86.44677198146971 -32.9455979963802 -40.11067823198856,10.143782247005726 -5.934583971785986 -5.472504891582925,-12.420014588376757 -0.45521896487535995 -47.06495972736911,21.179676868303957 42.1817238416004 8.277829211846118,11.33806417682263 5.23953152741001 -6.666863949670289,32.126227713272414 -5.921291649633978 37.148704132929566,23.89881039403802 -50.103279556970904 -11.281468040362897
-49.01809379017572 -27.49512412213288 15.12221593068654,-36.37173061340409 -9.415717925191968 0.71841066496945,-37.4598996778155 -3.0487431061187755 18.09385235118274,86.09286950996085 -24.84211907505449 -31.50947222758327,9.304155743865692 -5.762433654011997 -5.462222668866085,-12.149364491082594 1.051898925560068 -46.36946724075622,21.64842176132836 43.42462935344665 8.747088870313636,10.482418670679502 5.511379836554282 -6.301710263631292,30.279108717090505 -5.460873224938584 37.229654225475834,24.11927735870881 -50.703664184297104 -11.51534939527621
-48.86457491992677 -27.79682407299511 14.491362442211228,-36.59995065436595 -11.247546858631804 0.9715690828569371,-36.136051708155804 -2.6783879705807214 17.719171591652525,85.33538073828169 -17.617878641514388 -23.336738524475034,7.873239363304561 -5.505458666855194 -5.26794979995761,-10.880249289011019 1.4689676081603416 -44.82572693501135,22.206945650424498 44.92204011261878 9.298433085362355,8.969624958684303 5.877048364605822 -5.725554875190461,26.577199778494492 -3.018749370889661 38.45409070372115,24.133025274535896 -50.665264238808746 -11.492157888534175
-48.4468184448241 -28.270518483063604 14.043370588545386,-36.46717296715557 -13.15174829812587 1.3411353520443192,-34.79159242690557 -2.3538175802195322 17.52935199437285,84.40689285912262 -11.705621168628312 -16.572750248800276,6.460707741405161 -5.261457929209635 -5.10781687826072,-9.633184009316377 1.1834783414206556 -43.27327594905037,22.802471829702675 46.5499811657603 9.896458858801143,7.475974061645536 6.2147824793023965 -5.2106511340500745,23.0115293590592 -0.5724686708798377 39.801200160612325,24.26977342618655 -51.13276420369524 -11.696832705892668
-48.053337092185686 -28.559705826358954 13.590006355197387,-36.28248880077541 -14.054118737276335 1.3448528603612497,-33.75732650474646 -2.301538995607476 17.48707293027464,83.5232970618401 -7.475782230626173 -12.089717105904205,5.638545306418176 -5.118928111515469 -5.171855647436732,-9.33497117098292 0.5697182669699288 -42.50326358273957,23.373580897454435 48.157606916367754 10.495104887409541,6.6339125898430895 6.412412009527582 -5.005290335989807,21.437354815813805 0.07672705854099533 40.3442250795341,24.81978740930929 -53.111374746529606 -12.554806282496497
-47.886095877901326 -28.645528634814756 13.087078484465065,-36.09370188850067 -14.017136403226607 0.9604841287588789,-33.097387561335886 -2.408482829887844 17.60267172922539,82.67931190921242 -4.656229032472718 -9.542080460741223,5.495203674074791 -5.052243447633198 -5.305119096114334,-9.741008602311911 -0.20768039906103147 -42.67449992337953,23.763856148918848 49.29563294265191 10.928134978732885,6.514688606529723 6.476507925578018 -5.057962200733882,21.955117421126577 -0.6827070797355947 40.32113058464344,25.593029503134144 -55.908680618937154 -13.766872633664285
-48.09122258468138 -28.726964316437588 12.583326529478184,-35.780043372814745 -13.836622577017694 0.46257821568609864,-32.703863376960804 -2.3424981172174952 17.91723279137426,81.72696394687097 -2.560268540897043 -7.798624684465149,5.807177806867798 -4.962150792984839 -5.130093274191488,-9.850949169873656 -1.1193466827982526 -43.53783427597045,23.755592296720557 49.32223364521991 10.951780753713825,6.827486596231021 6.490248385758793 -5.12373607635784,23.533119037907156 -1.0496082928557982 40.72131576188599,26.089588879524413 -57.7370240461254 -14.566317116762313
-48.78160426915311 -28.988811177299738 12.135268487100431,-35.22659492053979 -14.250233129048302 0.11056540869541419,-32.47785014684345 -1.7976339809985846 18.468344495131728,80.54253878347416 -0.5706267060106789 -5.814008417458193,6.348299383579102 -4.758122620374136 -4.302344525637535,-8.738927411440017 -2.15702756672931 -44.83449341923266,23.154920306014102 47.664260691195025 10.347811840097618,7.283696883018914 6.531362372253526 -4.973136955371348,25.17224348546379 0.6631006819668609 42.459281198867394,25.842839735471753 -56.92832435928102 -14.237910673604224
-49.614946755153156 -29.36496665445557 11.887184233773837,-34.44044028250497 -15.004008374198145 -0.11880053342068415,-32.48774967997796 -0.888483491665045 19.237124290978052,79.37758487978284 0.854665488654923 -3.9371484424517162,6.92812688687753 -4.489844520155009 -2.9957290706354716,-6.705815041592488 -3.5782183996745913 -46.26593148212505,22.118164107979293 44.761291884319014 9.275978928325035,7.710797285503951 6.582824241954378 -4.639842009284791,26.59820989074174 4.203571447679574 45.21793030617627,24.927829702163667 -53.756251028547105 -12.901517709120641
-49.91247640814587 -29.603857030986944 12.04822905726877,-33.51884969393227 -15.110965732292545 -0.45772623608551377,-32.925639583588236 -0.04051457415977233 20.162945141978575,78.7610528215278 0.46268915742024186 -3.5476262330137205,7.382628797813357 -4.310650542791927 -1.7672338128523912,-4.9593134750024594 -5.836861264030956 -47.5042018215937,21.06051757623964 41.801533305118504 8.175444191755473,8.022079918827949 6.557563756986545 -4.352055987375349,28.072550753807192 7.886661330470576 47.76974418082088,23.82002270790835 -49.92985571468289 -11.294321128913111
-49.04483145390932 -29.46408918892812 12.80364272289167,-32.56836240632562 -13.637369140906642 -1.1263209190347887,-33.96696380212801 0.33471604009814115 21.172584357514758,79.19766049495449 -2.92068572745999 -5.961900509981349,7.559459466426469 -4.3661204055746845 -1.1563296343632488,-4.660154004260127 -9.320562925698074 -48.238941425777874,20.383420210446555 39.93393240306615 7.471123063593676,8.13986605383409 6.374452768509465 -4.329050690712089,29.850311195670194 10.082400792348992 48.93297345212837,22.983501442765306 -47.11724397818871 -10.135577677489447
-47.37490242350727 -28.95585962535507 13.898188279809707,-31.81941471476063 -10.86912084176653 -2.050375512802674,-35.448917073333305 0.19275240214514286 21.99164990243136,80.659878528802 -8.782525053913457 -10.98493550613841,7.497913292868354 -4.625476320471536 -1.2436294259108762,-5.787557342862915 -13.188466349971517 -48.47621467071867,20.145038425252405 39.32368817037731 7.227792585778327,8.107995341763253 6.083696474318155 -4.556437013935528,31.8566752686711 10.698105930803804 48.68804745745802,22.522707930856118 -45.694754474311914 -9.583512142096327
-46.10486873476786 -28.302169954353886 14.704054976388862,-31.607240263957536 -8.123744640078694 -2.9067341145600554,-36.922588677041475 -0.2003520983834738 22.17559221779841,82.66998035311691 -15.182904642659578 -17.143209610022478,7.399381921570853 -4.908769876691427 -1.7216246189312379,-7.321372680206322 -15.560627961206965 -48.489733574815226,20.113183769082163 39.30390362614687 7.205609546027818,8.073092809775437 5.846587360899866 -4.822185593263917,33.73781660850956 10.941393928811863 47.99841534565221,22.237884939175615 -44.946094879169195 -9.32180479711745
-46.4033668748497 -27.72690394980677 14.614181335746473,-32.24338570518952 -6.69996408724995 -3.3734818837510443,-37.942956497749606 -0.5776926627750653 21.303188330981662,84.73610548628763 -20.179526925349382 -22.9404489830214,7.467444306251445 -5.039584495225951 -2.2800256969528987,-8.253060550632458 -14.613664413414739 -48.54918732672181,20.056104874316183 39.2080526903875 7.164604940243753,8.184324443743112 5.819461321643424 -4.917368882241866,35.1476721953508 11.998079902325738 47.823227032705084,21.927574214804537 -44.1467633939408 -9.030502382805736
-48.139097151173935 -27.327782163631458 13.725547494303553,-33.45449929875888 -6.784770159602835 -3.3255563597940743,-38.3445974660959 -0.8658966743487707 19.57492406983069,86.36742693503328 -22.7528612382443 -27.26010526988793,7.842420053073847 -5.019885330276526 -2.813243309608768,-8.507996283721353 -10.459369620822907 -48.6543582143177,19.94974783285522 38.945718203686056 7.070047327061137,8.575753424559021 5.975393987690985 -4.835211777377633,36.09890909605171 13.693762881728473 48.357351763389765,21.561128719465987 -43.14027685752342 -8.634875120387004
-49.92358282622747 -27.08051184506131 12.816016980081637,-34.40157012707188 -7.4899897636484685 -2.828272346162483,-38.232490635586714 -1.178757794660214 17.792544035344783,87.07411719960658 -22.775791013300505 -29.35286519083785,8.603450226622806 -5.024151713065383 -3.4136550174708837,-8.914750504944237 -5.081060474976708 -48.543999741752145,19.97092435021264 38.983641828437264 7.085691895957743,9.366836908581364 6.110228754836281 -4.764442165889864,36.95112466323689 14.53856774906933 49.05651779177319,21.273094092349073 -42.319486763516736 -8.29735051308554
-50.361117342630926 -26.95755913448109 12.665189909069072,-34.25569753049189 -7.910032321622897 -1.9614344036105091,-37.7258637640144 -1.6319493202465476 16.76289580115844,86.39415950807735 -20.187962676296596 -28.520259721916204,9.812665531010962 -5.2262252297835845 -4.17389855474028,-10.300041932805327 -0.5063950400228266 -47.95865202960503,20.29553442801215 39.78779759689103 7.375149223412038,10.66008780096732 6.02025774655491 -4.896165485400152,38.05930855015298 13.048102325782693 49.35899656125927,21.199395321635535 -42.08456514717449 -8.184151591078523
-49.28265456807253 -26.9799607866775 13.327831680213892,-33.110801910783266 -7.876566505079666 -0.9908623177909427,-37.0324142008458 -2.1808160541013506 16.751825871897907,84.63627877540563 -15.768812811628642 -25.05804723878094,11.129538764213732 -5.586385116608025 -4.969073238786364,-12.41375797516324 2.1311077339125837 -46.98479808223761,20.84612361603581 41.17029043543507 7.8726667081494295,12.104320371232896 5.715445922692906 -5.265513148140504,39.2566821384586 9.383659724126325 49.05772736408928,21.32669112277649 -42.41518222805103 -8.297591055933395
-47.87532940399292 -27.222452644386497 14.057339134575384,-32.08106355210656 -8.036365957127945 -0.38803207296002423,-36.457650213582504 -2.603445542302958 17.427056467721354,82.96132266896288 -11.226239917173253 -20.3611919894223,11.768368979105976 -5.828798640425538 -5.433770525967651,-13.815254275579816 2.686478362545912 -46.09139120154267,21.265131824898567 42.220315439989186 8.258910574225217,12.846745126253552 5.441992364774866 -5.735173557121554,39.799606075185885 5.525982949198048 48.33776600661504,21.476613212781253 -42.82610646849375 -8.458764318471088
-47.37276608512156 -27.75696776320725 14.08226797289031,-32.30612978147352 -9.057247877901295 -0.6215489431244228,-36.30508870276666 -2.674088964910744 18.42508093250215,82.54894202676566 -8.289840790466743 -15.87499436248002,10.945654569874728 -5.673094339750385 -5.201242300058457,-13.043028004281261 1.0867447721621 -45.75749654443618,21.190060371005792 42.014036111562014 8.20982612563041,12.03544969513895 5.452446715508187 -6.15947140470828,38.939238893768135 3.5151856606876333 47.40703393520757,21.466520786965877 -42.819448063239726 -8.4833807353807
-48.140968549767685 -28.451042660530806 13.240138947161668,-33.92479635969585 -10.832970143641123 -1.6651705918629447,-36.619969950073695 -2.362422437288003 19.372291129269982,83.65253795424279 -7.7243136648277995 -12.804976809180275,8.802050506309765 -5.12013760083286 -4.311457208933644,-10.127859534063331 -1.9779336592643597 -46.10767024499316,20.608374247400064 40.52035161298143 7.709028583373064,9.801196848069376 5.784237605130179 -6.413246794073291,36.82941383788139 4.117551023780878 46.56769320317919,21.27004968794453 -42.31478978170268 -8.33333112651254
-49.44885580835136 -28.913759363568534 12.138494421510165,-35.81030639412281 -12.278511294699465 -2.8669318207577423,-37.120949685210896 -1.8852321896031572 19.882305842291018,85.35429112171337 -9.074265823521705 -12.0534683650789,6.646785446814249 -4.526411017233113 -3.31866743400877,-6.9874853364165626 -4.852436248564455 -46.81820033272255,19.950059071101514 38.837003808441644 7.129174354008693,7.517318357734877 6.202778334791267 -6.397281070288856,34.76537453945592 6.488634282737796 46.241070837157324,21.05844380765811 -41.75959838975715 -8.155349244313893
-50.50249072363025 -28.74589150644354 11.427727581043783,-36.76981223221502 -12.265454497433629 -3.543034039855496,-37.509617862847996 -1.473344169611645 19.576857911231333,86.67167075759183 -11.805740349801596 -14.479614580579126,5.844286302073271 -4.266137562012706 -2.8026054756643224,-5.63227418300668 -5.84710116369142 -47.53910930859747,19.666503633459186 38.11638261740156 6.8619521431849275,6.616442343278721 6.458870277153759 -6.0179307805033915,34.09517784706669 9.679215895018395 46.844369541437864,21.01241753591449 -41.626927595655 -8.105318930501559
-50.886040670327546 -27.963920226100416 11.429192583390432,-36.36914877836212 -10.640083940462786 -3.427188817709356,-37.68281494048871 -1.2664811409151058 18.526635845035447,87.1460226190212 -15.370037137536585 -19.749841468595573,6.765546704752181 -4.458591840677615 -2.965494166820772,-6.6443833496245785 -4.6473918839034996 -48.04563646681888,19.85804976210971 38.61788580762149 7.001270388100565,7.505156564846802 6.445954941459384 -5.378103052136139,35.1411599340333 12.667509965467229 48.203337909299464,21.151547012769996 -41.97383235715624 -8.203037854324602
-50.73106787299977 -27.186160646860994 11.987882518439337,-35.27252165504551 -8.659791860124935 -2.8575514766151797,-37.820052214773526 -1.2724726676662994 17.452296649159443,87.07712645348211 -19.197111860456587 -25.803834123975314,8.34333291166702 -4.853950976538108 -3.4630226673259306,-8.53829942162047 -2.9295878916076386 -48.294301741084226,20.11681657402483 39.30809582910679 7.209930834094285,9.104615019003212 6.263978847263548 -4.865258018368443,36.74068602719423 14.326673805275577 49.28745616366863,21.262123016076217 -42.255111995418005 -8.271287072997728
-50.21204364043214 -27.072263572306092 12.911141045950538,-34.22605958609807 -7.681902360337704 -2.2172781969657747,-38.12025471173342 -1.4879619006217506 17.118669039451305,86.8220687179499 -22.7152100703631 -30.459255075154548,9.405925851650697 -5.175250434039215 -3.9104473810767364,-9.678933285955173 -2.5103534468976454 -48.256389468568784,19.999892525828983 39.06432897399708 7.120890418826764,10.227726564015843 6.028686064403718 -4.884780483723929,37.624330785198346 13.53728907444098 49.011034573461345,21.115070815004934 -41.885756115062215 -8.119899099926082
-49.508358510550394 -27.86228099295427 13.979580672855194,-33.68190903511942 -8.299152500794593 -1.721762882178787,-38.585202900136956 -1.8467309979074045 17.80322480320777,86.58864963678285 -25.349693525886444 -32.48842426558316,9.369301363103155 -5.272538154358468 -4.093392697817608,-9.322510882722641 -4.08393838161021 -47.94514058947556,19.409641851342624 37.63091425604601 6.650561683392177,10.270348107463944 5.829303271086718 -5.525839608341158,37.20882389799748 10.318468155162776 47.15031403445014,20.69178365185511 -40.813792036978946 -7.738497609048382
-48.80757039935943 -29.099606530718148 14.929432271196458,-33.60411879851485 -9.834838279144506 -1.3078643432149548,-38.88935886422329 -2.1781942424033764 18.974278808773708,86.3368100504879 -26.521136034443785 -32.248675839459644,8.625182984826445 -5.206740427416318 -4.080344348622735,-8.205105261921483 -6.481051973730804 -47.443456437954396,18.821688889449522 36.19167872712631 6.185977466447079,9.596203062676338 5.711030417564011 -6.352592879095701,36.050115734528696 6.579621807150749 44.91259569726165,20.323093971893165 -39.87224764512147 -7.415212877963582
-48.296829832779835 -30.263442235934992 15.494317115009341,-33.90976194551869 -11.494691113429377 -0.8865904313782087,-38.679043343309964 -2.302924555745404 20.025600446464143,86.0035971682237 -25.656148836721467 -30.248919545748386,7.656480897660278 -5.058610454744206 -3.96626737456572,-7.1991523680258 -8.362082555285008 -46.84081841390162,18.762431420778764 36.05800107003018 6.155838352769743,8.659608511701046 5.714488297008214 -6.881863741094333,34.80857013717564 4.397378193096215 43.63317563100449,20.370220764325484 -39.97118784278016 -7.464079113408953
-48.029472565892284 -31.002533525843063 15.586837485449314,-34.40724353613848 -12.725692331416369 -0.4155795168412554,-37.90963155961464 -2.1550082790834675 20.549238656896613,85.58008899804281 -22.918795402343875 -27.240696983733397,6.8540196462849075 -4.902601125685834 -3.824550955134387,-6.8176997427182 -8.998869915356842 -46.228099002796164,19.386007001214956 37.61282966239175 6.681540149053369,7.839853851053185 5.8316373831963055 -6.876627421370837,33.804031700533734 4.597483357174584 43.859711535420615,20.90346360822299 -41.29287743674319 -7.944520692370162
