6.7 89.3 0.9,-6.4 49.4 -15.4,38.1 -28.3 -1.7,-68.5 93.5 -61.9,-21.3 0.7 -11.1,42.7 58.2 7.6,22.6 133.9 50.3,-18.5 9.2 -26.7,12.3 -26.4 63.6,24.1 -50.6 -11.5
3.2927172552662713 84.98146145379263 2.6251460803580473,-7.9843341590205945 46.13425907097928 -13.041214346170651,34.598406972705135 -17.20359341355952 8.270461586858133,-62.555494551929854 77.06007695438112 -50.22470901539316,-21.147649948085427 -1.4248720488095885 3.278201735276304,80.77618455541378 126.89942689337938 77.80601084368543,28.69258269728375 109.27284950502008 39.551203395270164,-20.25099065230458 5.855932442880559 -17.983154836499345,13.707972227154595 -48.84418638268502 50.692176959180124,12.734318980669773 -22.917011138481975 -2.6122406719483005
4.743146178259622 82.41142593666069 1.6145297836300132,-7.8516250653266875 43.73851104038246 -13.69801691356921,36.214007659033236 -14.006243491261406 11.073403819461205,-62.20537640765938 83.51761174795554 -55.86860197760554,-19.891372809711477 -2.1449362840096255 6.872193177209736,83.00737078689481 128.6815909431215 76.40068062475346,28.85330999696403 107.80227166070905 38.86222041841961,-19.36847035062853 4.77994197676366 -15.225535239622474,10.79200724497942 -45.16206634938175 51.7122811576646,13.570142163836202 -24.540407658402785 -2.9769115812479745
5.486941855447954 78.21894998035127 -0.2194813702758972,-8.60875029282567 38.49811246471367 -13.896234005011387,37.5263321482115 -10.607994044737174 14.762040216402447,-60.54096305063285 89.43078165786585 -59.00559011470598,-19.226826751014297 -2.8024257349297015 10.543179011509043,83.37156347632262 133.0942280096587 76.36965557082517,29.205062921287325 104.46959371708678 37.25248818794134,-19.058740079997555 3.8050476803233653 -12.490929688913448,9.01452029451668 -41.78185384265862 51.65631982840911,14.340763938948248 -26.148570100174712 -3.3441099502735208
5.653398029780114 73.78519711294796 -2.310611555975682,-9.761747239088477 32.520455735840955 -13.78361800971523,38.39452075740094 -7.660491290010223 18.287577729908474,-58.500938823595725 93.80324986936063 -59.95608407178722,-18.944582519401223 -3.3778438170630336 13.42283814830865,82.32142889520702 136.01671171127367 74.7007565661298,29.52910025903595 101.3203481244729 35.71579508066348,-19.070203155765455 3.1213311319793173 -9.99504851180998,8.017268295050282 -38.65524859831587 51.14306669812342,14.98433806372441 -27.563255500944116 -3.674180166716203
5.453954394460989 70.66707196408274 -4.0105001741307085,-10.70851199834246 28.250264129233305 -13.56847828188195,38.70788632913946 -5.812664577823636 20.51327319429378,-57.18883680821217 95.69254433160036 -59.32409282823513,-18.76909147299101 -3.8703079923244648 14.646966794423305,80.49366777369664 132.96821956049476 68.14860755153975,29.58064233558826 100.64706952520747 35.36725042064284,-19.09171594806959 2.903581401378929 -7.913786260326395,7.28406288604131 -35.637329205017345 50.911801073691,15.460874469808548 -28.63727141869944 -3.9341259529905
5.091511707622559 69.73897589938377 -4.904315743035437,-11.070436586069327 27.093193231736976 -13.40616696048226,38.48122384036859 -5.36180433379135 20.86373035932707,-57.210529039077166 94.86713361504728 -57.7874407382274,-18.52555567181099 -4.26708735767875 13.921539512113556,78.51016755958204 122.47895129466195 55.987147012615246,29.257988831760994 103.42644444886685 36.686018554644384,-18.93332475618557 3.186197653575044 -6.3937318197112925,6.497771584839084 -32.78339126903544 51.37169836728685,15.750256459254965 -29.284155290264703 -4.102375575131739
4.747259405793489 70.13995947860573 -5.171004076791154,-11.037179643734218 27.81293771087547 -13.317385771845718,38.048382453620746 -5.711114575032315 20.19084845230073,-57.90652144247298 92.90314267097888 -56.21163707539424,-18.295348568716136 -4.525325044767427 12.402281393490297,76.95515105810355 110.73501120118874 43.89598906454334,28.82323677244094 107.2894492968517 38.53429335172417,-18.713216590628857 3.646619978222969 -5.506960713708711,5.847386635699769 -30.657807468036864 52.092603119107736,15.882897890052423 -29.571857944657403 -4.186405645204945
4.598929834761253 70.7376505162492 -5.082430092327967,-10.887313680335 28.75993562912385 -13.301748816148448,37.79305522281922 -6.123999708910452 19.56971789070129,-58.41943192298795 91.65920563732875 -55.49129763076089,-18.199916396286383 -4.597466953611444 11.471519860664014,76.40673792754777 105.11900466348992 38.555647543556375,28.595351095021396 109.34405095843236 39.52149713029428,-18.59777780664374 3.906507958528814 -5.313836372914476,5.601062156867739 -29.904447221911354 52.51309348590491,15.897116840617933 -29.592491170558155 -4.198240328826428
4.7532350452581 70.78698519858807 -4.836859195392643,-10.812729672555422 28.833677245203308 -13.355210213566577,37.95499496138619 -6.116232948539375 19.695903638197198,-58.20569278964279 92.31470619535968 -56.17093088749583,-18.310372816002086 -4.460898439214497 12.001964864813988,77.18881675538094 110.1363702808073 43.97968947892928,28.77135965477776 107.79947415972462 38.785808668394964,-18.689169914381907 3.7300308701452916 -5.820017535597266,5.913891010716867 -30.896317349676718 52.27353630436105,15.820990483585893 -29.41543047906929 -4.148571765918396
5.107436766361187 70.68513466015317 -4.415499945107712,-10.749680757069811 28.55289643009793 -13.462930212078765,38.34945146359113 -5.947863879003339 20.145688792383467,-57.6472257189306 94.0458087138348 -57.76252232689366,-18.54939260721373 -4.166555337664279 13.363382119495611,78.87550763660343 121.80731707213728 56.31642498823473,29.188678155959884 104.11273086812655 37.024794950778585,-18.90014498191317 3.3016420905962742 -6.869829966189879,6.607530153864906 -33.207607109358555 51.609405822147885,15.65239390627773 -29.042998426242644 -4.044163737476011
5.520374560228709 71.0388048860107 -3.7597433709495864,-10.587525132974816 28.73336574091629 -13.608089000831606,38.713802473994484 -6.015474274841863 20.290032179458482,-57.29572680773078 95.66120127314521 -59.58864845339866,-18.812420495570322 -3.7788657959642604 14.649832942531924,80.90339098644586 134.59549923860044 70.2713389332334,29.618754019820457 100.33661644499664 35.222081601288046,-19.108709266739066 2.8828931168445058 -8.278004046309366,7.442470105339533 -36.265968377594284 50.86534449493531,15.383661838979252 -28.46521718200031 -3.8910593950811303
5.850887989018879 72.45470186122685 -2.8109805023946635,-10.215620999367086 30.190857734767008 -13.773866768971693,38.78542573715676 -6.715645910594462 19.49989262562065,-57.70289215292278 95.96957195368209 -60.97188577145517,-18.994901206720883 -3.3622579611178995 14.95537865174604,82.70904722013897 142.964570981318 80.54991617568648,29.833034667612196 98.52392625169324 34.36129424376618,-19.19286902636114 2.735335445852712 -9.859270157572821,8.179201384168458 -39.49905303102143 50.385994778393204,15.00712901197627 -27.672108916264367 -3.6953018903156
5.957816614889909 75.53953157086792 -1.510602368919322,-9.52332655534326 33.741144968758746 -13.943443705645631,38.30169899763844 -8.444960560800684 17.146228957068338,-59.42041785138606 93.77960883583663 -61.23481078550752,-18.99227946631444 -2.9811599801286555 13.374080564961023,83.72905675291346 141.37818650141085 81.85764157735503,29.602967520587807 100.72745564957492 35.42605850205589,-19.03063051828094 3.120520574583636 -11.428358681597354,8.578214509379386 -42.33451294627754 50.51599912819148,14.515130155554578 -26.653695798956893 -3.462934374761271
5.7 80.9 0.2,-8.4 40.2 -14.1,37.0 -11.6 12.6,-63.0 87.9 -59.7,-18.7 -2.7 9.0,83.4 124.3 68.9,28.7 109.0 39.4,-18.5 4.3 -12.8,8.4 -44.2 51.6,13.9 -25.4 -3.2
