-16.6 5.2 -9.8,-11.1 9.6 -5.9,-22.0 6.1 -6.9,43.8 -3.2 12.1,29.9 1.2 7.4,-2.5 69.1 -43.9,29.4 102.9 36.4,28.1 13.9 11.2,-3.8 -62.4 41.6,28.6 -109.2 -39.5
-19.723720236449616 8.572220284016153 -12.783977779644822,-12.53560730615271 10.465791358168024 -5.19586094776186,-12.905799965290802 6.019282356168784 -9.985070357367992,27.858057139682177 -7.034396438609623 15.812727322278233,30.306871631771916 2.6887061763315017 10.091246225362339,-5.467900958151005 70.38296154145854 -37.650942381058805,28.508404974501076 110.0674848736727 39.92828413838892,28.22929159566029 14.795770599081422 12.006932887641176,-5.300767855075354 -67.75308720905832 38.81555777227707,27.645542650774335 -114.84263923979967 -42.1813276728401
-19.687466375979152 9.265655608180912 -12.574311417897142,-12.748256188528007 11.425536425609396 -5.466526628642334,-13.213161131565288 6.065178166543185 -10.0114736137406,27.943352526180156 -7.213884755566175 16.07874725809417,29.954433369269292 2.4454142282616496 9.97146013656211,-6.2002219092661 69.52712178634839 -37.64532507549949,28.463817102944006 110.33148629421244 40.056492210227155,27.741404637654398 14.726059489787085 12.725899091626124,-5.803273861606117 -69.25596620214674 39.70428088586061,27.58516002884575 -115.13166868038489 -42.30178939618729
-19.60390282143289 10.355361633356722 -12.342806485105102,-12.873566961478922 12.733363304366483 -5.741387644155706,-13.634248732209768 6.098368750708498 -10.013209722296258,28.10039874047225 -7.392746914249157 16.520913447056056,29.77388712092202 2.2346380057980944 10.024680280693463,-6.775240236283222 68.51324173520248 -37.520429658303065,28.544219226504897 109.64219649594888 39.71693330514111,27.415943009253677 14.687737508348732 13.604119891924402,-6.190424401092562 -70.96607943771333 40.503485607199515,27.657308894992894 -114.72140010252969 -42.10315428373275
-19.661159406233175 11.97995118579887 -12.27959097744642,-12.945388390166201 14.321607530724505 -5.857399138077786,-14.237456676779594 6.083335110718109 -10.517261762394385,28.539631901642405 -7.870533522017634 17.165687691180796,30.032047141765602 2.1922425585033567 10.379904250297269,-7.075285662304197 67.5323280957091 -36.949033654657676,28.77570650585577 107.83831417534205 38.83308597142555,27.547685671623277 14.780387457676374 14.585403534439166,-6.539967021913694 -72.64929386172285 40.4491049175858,27.819208248839466 -113.91334580039313 -41.7312791977637
-19.89572051184073 13.718111028209819 -12.342058739878773,-12.983276696493887 15.802431108071051 -5.7592572566141005,-14.904654308603357 6.020769779340218 -11.388240546112845,29.178299150505854 -8.536463081564628 17.799481158724944,30.59873530458738 2.272570304935179 10.87998794383036,-7.1411441288144495 66.70980462526336 -36.108590598986275,29.057079933670007 105.67406959509042 37.77421677679457,28.026861124124515 14.944054330504418 15.454900305884706,-6.818071636929787 -73.91566874971585 39.677683370009724,27.997307979284226 -113.08697202884287 -41.36019501274222
-20.25273414235142 14.811283267580029 -12.347427344438017,-12.998179673247245 16.59515484182373 -5.456550780258245,-15.405366829142384 5.933175571099235 -12.091808664017595,29.75705928439657 -9.032610198605706 18.06412201207054,31.104664128303888 2.32063219797758 11.195443510480395,-7.109040093726277 66.13159433119384 -35.48052145651968,29.21047095523752 104.45511962213118 37.17809135859966,28.50003626490037 15.022693158109995 15.902200467633584,-6.923704712465845 -74.28142008685975 38.86820577734243,28.099525674573375 -112.66869687862618 -41.180901870421934
-20.668395589765275 14.558967199174107 -12.125532559125585,-13.007203858595792 16.174743196612884 -4.972481243959336,-15.529695507272766 5.844695021623332 -12.126057120859988,30.040753162075855 -9.024100376681123 17.63370113538017,31.203960773914847 2.1936632478438303 11.023322835373497,-7.10604962117227 65.87793221652841 -35.506648100236916,29.074160570167532 105.3693708553557 37.62474392408492,28.635186358801743 14.873613454817566 15.646873121088111,-6.762287692423749 -73.33029637888303 38.657683251068754,28.042562520082306 -113.0410502060603 -41.36418610150932
-20.9805475407958 13.061689532251314 -11.692049696829649,-13.107659000321616 14.760993470614372 -4.492788521587742,-15.350373440560931 5.796591979997835 -11.47347473647123,30.13420893953488 -8.51398243531426 16.619925103660638,30.89191253882424 1.9242858483108258 10.430044291559927,-7.125599329455918 65.96331252424321 -36.06945135402345,28.706238843733185 108.00338201461288 38.90941486975726,28.416611541132475 14.54163068178631 14.80831326084434,-6.333519193638967 -71.52540206388305 39.05157053282126,27.85860378201663 -114.01754794991622 -41.81957810319474
-20.959097143790125 10.97327425230898 -11.191019856935464,-13.45225397069228 13.088184702395747 -4.315483326485977,-15.135357283545812 5.841956577325332 -10.451140616878572,30.377095731047035 -7.738720489240915 15.436776750574627,30.399457799207703 1.6662685111495275 9.737160431184863,-7.06879955274856 66.35682008580255 -36.66505587773746,28.31662554790605 110.83760558130786 40.285260425835176,28.047108450774395 14.201077128001192 13.782089422888543,-5.702218329554491 -69.93724306675155 39.61908458619252,27.659603566269393 -115.01866850091152 -42.27614978411991
-20.3974715107771 8.936710325351475 -10.766179938213345,-14.17391549996885 11.864274092866475 -4.714402744038338,-15.141059439083453 6.029996116799561 -9.379122849599433,31.08695142860854 -6.936555647636232 14.484487743275261,29.952735844523485 1.5688851425363353 9.257862042956138,-6.840940711476991 67.0226579938899 -36.81808127871633,28.106753175499687 112.41190181289757 41.03507392681756,27.725051903701868 14.020609586454867 12.951080050736895,-4.9375148004233465 -69.5687577641774 39.93992126007796,27.552960749720874 -115.49015570244727 -42.475219021885145
-19.476800511251426 7.2544698897025945 -10.516708886235111,-15.080021473541704 11.227332138445965 -5.551739970482148,-15.383385986952106 6.345723888502488 -8.520299910011511,32.16348881595448 -6.301028980675949 13.855176656413576,29.62998405002879 1.6737707574297556 9.095859560842724,-6.44110703128745 67.86301740806672 -36.61716690191235,28.098659939768105 112.53527149775496 41.071775631491384,27.51211656145156 14.040241763659438 12.414687037848125,-4.155533169028989 -70.18123544257533 39.89243267909704,27.550324576688237 -115.39350396575145 -42.40496865477918
-18.684825447245323 5.959730242915073 -10.506547367767375,-15.720492238095094 10.864739276009347 -6.364143128886722,-15.688040624220099 6.723385892520048 -8.092322354508774,33.175987239019726 -5.990330912381858 13.39729344259335,29.392472818435625 1.9374350679692358 9.189197659625371,-5.942558771985561 68.73104787732348 -36.597002310903704,28.17251161177706 112.02040443286087 40.806616324325866,27.361868929574353 14.198251073897193 12.048127255959612,-3.509563486005769 -70.55401775206701 39.591160746695074,27.587621507887604 -115.09808465775667 -42.2488125783438
-18.49705743427696 5.079638344471147 -10.791611763531987,-15.663460077892832 10.46457723457197 -6.698924383525807,-15.88301854398513 7.094945851531507 -8.297557949331704,33.701079405704114 -6.150894841829243 12.963936718546426,29.203097254040653 2.3115634234557856 9.468249663125198,-5.424399184767744 69.47778399517333 -37.26530536058568,28.209657933033817 111.67558328230697 40.64812892380818,27.229805402265722 14.4306277336527 11.728189760879745,-3.1491514980769506 -69.5122090109541 39.15608842801701,27.601613052694425 -114.96832102239426 -42.18742567201343
-18.9908787953399 4.6669188110817466 -11.291355308651035,-14.964836852459923 9.966306214536903 -6.481252292844082,-15.940963807279118 7.375055292137247 -9.066922260053422,33.631859692987774 -6.7206203081707425 12.626616854920663,29.117870476908 2.6995372542737783 9.802571684022297,-5.039496902176935 69.93927079090734 -38.37322443677886,28.189192638091523 111.69428711851965 40.6893607358364,27.165762951989645 14.682850780380564 11.480345243686964,-3.131877415354835 -67.28338276053434 38.687703462775104,27.585155427315517 -115.05778597551856 -42.24553263420712
-19.883565922349707 4.797431150086361 -11.801800858362707,-14.121729133706879 9.536757257582044 -5.97806504157692,-15.965354808758857 7.462706927495756 -10.085803401583057,33.147660816133424 -7.4487887922855816 12.654396797005818,29.277030487084573 2.96104728563178 10.006710906090579,-5.007441054820694 69.93799529177801 -38.98759380836017,28.178618519787875 111.71390757698632 40.73800356729352,27.30490923417931 14.908981852880514 11.464546351320282,-3.432138980845094 -65.36364045276676 38.26886023575279,27.581842290241045 -115.13888953062718 -42.30680183636946
-20.881257461714895 5.534282475670806 -12.120368873549891,-13.632159769065794 9.34442085004553 -5.464239334509618,-16.060673999410817 7.2637471425192395 -11.034946780391552,32.44013308054086 -8.082574352464981 13.304778333892544,29.812480540386126 2.9610310752836493 9.902398856801375,-5.535116588315438 69.31107936690738 -38.19693512925938,28.245417534268743 111.36841089445588 40.59995204400188,27.775152556511912 15.06455429772414 11.83467646955576,-4.015827631220242 -65.23253929377768 37.978850109922064,27.634807337239035 -114.98460025413509 -42.25503195706956
-21.734996670485273 6.608456163920497 -12.187362680947388,-13.627949055312907 9.398087457184852 -5.107689106086345,-16.24071094041316 6.865360266161902 -11.697860816692073,31.749926995429202 -8.483766498015493 14.378634486830274,30.578186835196117 2.7311734663254583 9.535448027729647,-6.460073243482777 68.26535193579228 -36.22268288007494,28.378692036043745 110.6978244046863 40.28850626710209,28.451779465027442 15.13351951046765 12.47779805511689,-4.714155211394549 -66.84788112725947 37.82539372141371,27.73125068845252 -114.62918794821222 -42.1014488372277
-22.24225871301033 7.407515652539029 -12.090828208488368,-13.862259448924352 9.541415802356784 -4.965727500185103,-16.42547765446463 6.5422362417774975 -11.964312122446232,31.368359869905404 -8.632668492636572 15.20467864098729,31.140725310823665 2.4755779997310254 9.183373321501,-7.23796371880004 67.38992345307453 -34.45771702540418,28.486498929157978 110.16204749789173 40.031426092888836,28.948862566914173 15.12921349099287 13.005077516048729,-5.2190732491262555 -68.59395445579763 37.742206714296465,27.80053647432846 -114.37711103447303 -41.98903953571593
-22.209494559628453 7.323326041103267 -11.926039781466036,-14.074362382805697 9.613806275335577 -5.086604631924445,-16.531194926419417 6.568892264547181 -11.736623447090508,31.57640516708043 -8.517839487006086 15.111995208033354,31.06797774867352 2.4014979527797244 9.126988816445923,-7.321842047200647 67.27573822230096 -34.30926392150559,28.476159833047177 110.22509242051248 40.05888303529244,28.88144528425988 15.067110110777671 13.026397659035613,-5.225379204587645 -68.82724966257595 37.66297412257588,27.772043347042835 -114.53311632871247 -42.061173723811066
-21.660081306331573 6.387342541949138 -11.801328642560259,-14.117205203875345 9.56135870465782 -5.392868603323356,-16.49109311613559 6.939707963217569 -11.160069801538167,32.25245375129795 -8.21632707890717 14.133054807188799,30.39024234051468 2.563620804286094 9.412449434987167,-6.64166065852235 68.01199972337209 -35.92407375732586,28.350368032803885 110.86651638275917 40.36347166547053,28.2780095206891 14.987508478609568 12.51501895023097,-4.722200247820298 -67.3266451522928 37.62880996466605,27.660327699422783 -115.01534007325532 -42.28036655122975
-20.873857741445327 5.387178078817388 -11.840462621996828,-13.978129017283836 9.456318714133086 -5.658455859265729,-16.25851221470275 7.317869320967711 -10.667157381728813,32.79894176142594 -7.90979465100471 13.131908931619577,29.68451074257371 2.836262569052892 9.808483468410335,-5.691186827738966 69.09472654267898 -37.95869423909471,28.22457030829383 111.49312788568324 40.65691035942734,27.655826311754883 14.960057429381425 11.873806400759214,-4.046635907058047 -65.55264268438921 37.807836562218405,27.580647614563304 -115.28484676930945 -42.39531725904339
-20.142014543471166 5.140683777765976 -12.165496771317851,-13.654173295108706 9.378203586481538 -5.65474469921833,-15.788707203120028 7.353614999169476 -10.698301272298103,32.59984633787849 -7.782990194786414 13.006590068378147,29.546943647348698 3.084961423384796 10.071783531568645,-4.98913755057946 69.99162905775492 -39.00562990887286,28.21885374812434 111.48758661461233 40.639070540315174,27.549118192174326 15.054180946862239 11.523577471161241,-3.5527415905510273 -65.0358547485015 38.36865373357573,27.651834985878573 -114.78708691352938 -42.14745626245744
-19.608232561934873 5.892926012592723 -12.78740127140752,-13.225022064530995 9.405978515595397 -5.41006477231964,-15.069083290211326 6.960724219668175 -11.323748289944461,31.424165666747196 -7.894541172710958 14.0562103666413,30.04471900242195 3.245132850680434 10.129026922521168,-4.729653260754168 70.42408108920458 -38.596340833167844,28.373499418184306 110.61329879910065 40.196355737469766,28.011168069657728 15.25741527509336 11.592694530330084,-3.460690596769681 -66.15523387322722 39.18737282904099,27.89711005401016 -113.42737409671669 -41.49484264066794
-19.21664493510905 7.114121866387877 -13.566873390161284,-12.88215889811086 9.617861843019506 -5.300343268064866,-14.13053773155596 6.40948746888055 -12.112990615839012,29.56174504636505 -8.132462261061724 15.769677099911076,30.52941975554867 3.3467206569319474 10.136842087107103,-4.6677951080573505 70.45660619785643 -37.532483289634044,28.620828736600334 109.14873533927704 39.467505579608,28.44465541425579 15.446520914182164 11.813893807613312,-3.8095437602232627 -67.73179498420558 39.7444339085999,28.210351939672886 -111.73311352596701 -40.68858546412431
-18.898214825363116 8.223930597584811 -14.355064926779992,-12.822268253211847 10.089767326355354 -5.720610395808892,-13.00837290526635 5.993007954002972 -12.604156272303303,27.33969110752305 -8.373112639147783 17.581701571547846,30.31027098921713 3.4263481301557452 10.266454557398268,-4.52960100059296 70.17840417293134 -36.69838680186897,28.88589900572243 107.40802477541916 38.60869307691862,28.21383683866189 15.492175933087934 11.8947844112806,-4.621579708771607 -68.48790044339852 39.50084016142412,28.47711448188419 -110.27188629063669 -39.99865432739077
-18.64357592304604 8.908607174521 -15.07040841599268,-13.077936000085218 10.762514513458434 -6.731667679908594,-11.816966921264736 5.854778907376523 -12.586226149603009,25.102514636439423 -8.520157574003795 19.125880683528507,29.202728406248465 3.518813542478545 10.585558425004692,-4.169742849400044 69.69778170840415 -36.52903939517748,29.11771822157334 105.65110554985719 37.747400522880206,27.14850249193323 15.371903860546803 11.720310753461874,-5.683498462088778 -67.86197897275986 38.43653739246586,28.63429545299622 -109.37235262498308 -39.57855714404992
-18.535851236875068 9.267629915885228 -15.73562153259704,-13.42739519895824 11.367526927077968 -7.876262182973962,-10.793265273778603 5.906398100316602 -12.237003083317163,23.221702860244662 -8.519586768639043 20.344084015685503,27.806905170979707 3.6560863913980484 11.001374048820626,-3.642275270067051 69.15266120061835 -36.76294977251084,29.30241795536856 104.0539214531027 36.96663960007067,25.8000195044909 15.228838687949047 11.450286967270413,-6.416853197160879 -66.40236215223089 37.33583246113716,28.698375722029972 -108.99284543786021 -39.40128622216289
-18.664599728929776 9.435369466126017 -16.381571194780975,-13.628360632211821 11.620359559963598 -8.655644166310331,-10.183872364618287 6.039882957648338 -11.76710949210177,22.069565400728308 -8.321646804413946 21.204731269779522,26.78638826644526 3.8692415234604094 11.407321034738308,-3.018658078317502 68.68244929891179 -37.08020428855292,29.429330660643515 102.78528114519486 36.345662645957205,24.778212225339683 15.21917174146373 11.267267720960776,-6.217957992752318 -64.75093342917218 37.04629092109946,28.692756019161596 -109.05884187892643 -39.42392617396972
-18.982700025994287 9.487413264451474 -16.965257762725308,-13.560968506188852 11.429346585816438 -8.846833303576798,-10.155861255652848 6.180307929140277 -11.330749598600551,21.883705851043224 -7.931977495543336 21.67912319331355,26.44298553510321 4.130791175347843 11.697128209454714,-2.3931893117604375 68.33094363952483 -37.29484832781435,29.488459237003877 102.02210499202816 35.96966387849375,24.367961771452453 15.39221077432087 11.272509641410164,-5.03802280765825 -63.3766127589451 37.88195763592963,28.647491040133033 -109.40593665090691 -39.56944166129405
-19.199817739688164 9.394748182938683 -17.31224126721817,-13.323195315509103 11.045859132108783 -8.71756148481498,-10.734784599503145 6.311570108590099 -10.981735425418828,22.662027928608588 -7.454787006642401 21.74368715145866,26.434744358822847 4.309039550523091 11.765074636276323,-1.9008060128315005 67.97181236419462 -37.459297918851085,29.470999595543834 101.95574756786336 35.93441067281735,24.27593570004619 15.607071761321745 11.422605225666006,-3.8156556765783174 -62.44054376382261 39.2075150359936,28.604475743036737 -109.70978498255846 -39.700083301030766
-19.002033629903398 9.1182286866118 -17.235527636626284,-13.035387719469218 10.756053711437794 -8.585123771278322,-11.929906019956803 6.423565596151257 -10.763820495133771,24.375461621088046 -7.004760415747623 21.376112326391834,26.35465158266351 4.262163872162485 11.506277420770703,-1.68066435535769 67.46202579032669 -37.65015130824823,29.368424656710744 102.7772499628596 36.33586574332812,24.15030118033327 15.703764492036287 11.659239784294844,-3.587206883604877 -62.07179232879176 40.2916064407925,28.606509318677375 -109.63185516482761 -39.6728426993566
-18.29495006245145 8.714733402086075 -16.695108101893016,-12.805274851861745 10.761034860817038 -8.616035826196722,-13.499288381795768 6.496649255647829 -10.763623443814854,26.660418633367698 -6.743288306326722 20.662406536383216,25.987723788756753 3.939190469882049 10.93125786965379,-1.8763440235526907 66.78256658733451 -37.8864469046036,29.19495819789449 104.41157939090962 37.13786028068957,23.802215096401344 15.59604985969706 11.92486648944149,-4.792079274065785 -62.3475378392111 40.672262699140006,28.64967304252565 -109.17334475171627 -39.492350722386306
-17.4337263127587 8.437788229726603 -15.951984166314627,-12.714746495728988 11.087729713902199 -8.66803313635614,-14.68656210276099 6.4916365133156155 -11.155546102589579,28.468252792840055 -6.927409171289951 19.91040265009734,25.512234044356685 3.475194984304091 10.286872823939085,-2.640483580599081 66.1683815366797 -38.06934668801888,29.011415332655904 106.23881205600958 38.033634163038435,23.376619939506206 15.348723176697295 12.163511012124797,-6.64719080552811 -63.23870164571844 40.43919167888082,28.634374866448315 -109.03118070830288 -39.46558774373555
-16.82803438410889 8.564267955506754 -15.3036150180826,-12.842338464156581 11.741333345372972 -8.561400301584047,-14.674352022722552 6.367099263779015 -12.123906549299669,28.669090490155625 -7.824834176928414 19.45450004527645,25.154296487022314 3.0278580927449865 9.848422629872136,-4.125813391705503 65.88496076661094 -38.08586780404313,28.884207379377866 107.57335220853798 38.68382173835164,23.05907833004101 15.045029886446917 12.319472309230031,-8.22094511824014 -64.70260084399929 39.749843849171455,28.449599366977196 -109.98554386934646 -39.93568753313131
-16.738477470561122 9.166979887181162 -14.935769097783835,-13.213401541575774 12.613707022589391 -8.216411197540994,-13.200245689869073 6.123283777629733 -13.62016964847487,26.87552783363552 -9.41263016657957 19.462732510747042,25.053064626746433 2.705736480988737 9.752896749820557,-6.200416360374378 66.04306844572407 -37.903722412859686,28.84935503278566 108.02244015399697 38.89642997098118,22.965233546555197 14.756150081195864 12.359639443077944,-8.909534290823906 -66.53047659496342 38.815686609188106,28.065815850364555 -112.27552087448734 -41.00308125026256
-17.073291007268036 9.836358122845997 -14.770201075259166,-13.727568131411054 13.328814389650814 -7.789693617405581,-11.313647435685798 5.858945909991672 -15.045383545307674,24.45520540959984 -10.980841062751287 19.709880075341594,25.14213507930632 2.5012679036033583 9.810346392348588,-8.059527805951726 66.38772865298061 -37.68136895893182,28.871041854097612 107.88551991916147 38.82782413595713,23.045454039699308 14.524743864533912 12.30429980168309,-8.88397431057824 -68.12100098186035 37.975872181465,27.64610662987635 -114.86116386994655 -42.1945014036739
-17.689789546790742 10.093513958453252 -14.69057538329429,-14.266305052661995 13.472267995841401 -7.471916680090021,-10.252692197343174 5.68701400078632 -15.721589300457461,23.028315580086502 -11.720859225760718 19.914048159349655,25.325425815662232 2.390118299474808 9.78376621732029,-8.801856363078766 66.61128290826512 -37.60468160756428,28.903094847365736 107.56188642343737 38.68461117622259,23.226230567038957 14.389321317899737 12.181484183280567,-8.427172512310207 -68.81656612193578 37.58775194283971,27.38125978438976 -116.51851811648478 -42.95415090331178
-18.431981361776852 9.702338136664055 -14.612966651539026,-14.707724910747963 12.865456625283777 -7.385222864374732,-10.735401165498775 5.681322741373015 -15.311796472799333,23.555897760334453 -11.225309677154849 19.883320801231903,25.517051569895663 2.3493968424049796 9.552186096931376,-7.979631267355117 66.50795153788086 -37.76569765804379,28.91334244423408 107.3551001636096 38.61893657023468,23.43206344915357 14.367952733484442 12.03938604603637,-7.797819689390504 -68.2498961766013 37.84232995684995,27.382038531577145 -116.53572037074677 -42.95926262368626
-19.10745215401963 9.091268640782598 -14.542164214230812,-14.920759001016656 11.97514678412344 -7.464180329107347,-12.056115891735244 5.808697862382322 -14.412329519594042,25.1947271336032 -10.18509021853036 19.67207571559427,25.65903813234747 2.360163196214533 9.312252906042657,-6.386479525184202 66.15082229535052 -37.99959975730407,28.907938437893854 107.30667290355008 38.63387133221512,23.582004689539758 14.422759657702171 11.981389022584409,-7.18831998692699 -66.84842573863281 38.47527665175155,27.540158301427944 -115.60262814934825 -42.524929942068376
