-16.6 5.2 -9.8,-11.1 9.6 -5.9,-22.0 6.1 -6.9,43.8 -3.2 12.1,29.9 1.2 7.4,-2.5 69.1 -43.9,29.4 102.9 36.4,28.1 13.9 11.2,-3.8 -62.4 41.6,28.6 -109.2 -39.5
-15.968432370575506 9.407648182151469 -17.38106676768547,-8.7152276671539 10.23467971628739 -8.652882807288204,-12.823991586462967 6.111595680966668 -16.10758657234831,23.196430674827408 -11.79340530922854 23.930608409829684,23.03645954276844 3.4135415104069016 10.129298580966854,-3.7303441867106955 63.436358752323784 -37.1025204969877,29.53339314991875 100.88630774344479 35.389351489100065,20.815221593342894 15.320961538587966 12.400900351012854,-6.058615306459695 -50.14562631462034 41.56466625005326,28.663073247666535 -108.92248425317267 -39.41875452442912
-15.698366426286 9.48766626532154 -17.204540407712987,-8.704692666734399 10.300709420001208 -8.514104325034495,-12.680916550130165 6.005432794938626 -16.092309648307758,22.97467574358456 -11.802408790770203 24.102940165376353,22.99387531542333 3.3025243957799866 10.100414710976347,-3.8009860623843608 62.93147757260564 -36.821232088337275,29.501195359644974 101.2932211436471 35.59711018721462,20.794151962869222 15.201618841535304 12.296520232704559,-6.007520549218435 -50.84679997761907 41.69803329164848,28.59757314463406 -109.3140927424322 -39.60609397855423
-16.006076072157775 9.232167360874664 -17.479485216925358,-8.778422598125516 10.231958926904328 -8.86917048645386,-12.60311509766269 6.206193683344166 -16.01042961743587,22.909821515358903 -11.824596428218141 23.934300804712066,22.963298045033316 3.4706026126367577 10.14252721437767,-3.7276278691419815 63.96207739394168 -37.44263893360691,29.556280120089642 100.7068919673399 35.305303952322504,20.740693606342045 15.367806083182096 12.379308212317293,-6.170908897649714 -50.604473559275554 41.509551210787905,28.645094009588973 -109.02483887689927 -39.45916320451764
-16.555692604019743 8.900798510267412 -17.930608864340606,-8.869485593151088 10.125420770462997 -9.398858575071243,-12.58599600604373 6.520285960736996 -15.923828841602226,22.95057906630034 -11.858665524980559 23.640589485933262,22.936072118143677 3.744372915896341 10.224653181003529,-3.590894344234239 65.56333518155898 -38.38194453379972,29.645552477393743 99.71716293561698 34.80969573142933,20.66927915949238 15.643361639567441 12.557845754619372,-6.42324900733777 -49.8409410608133 41.192485901318726,28.74150737646688 -108.44486947085333 -39.17081483331026
-16.915736193843568 8.811046435308326 -18.210854605744977,-8.89769286370355 10.10552332844757 -9.710608543092572,-12.60244654991032 6.70619483187297 -15.90289980833542,23.003242758481907 -11.905386447804311 23.5007845946455,22.894592179199055 3.9049393858471904 10.30735914851291,-3.495069691604903 66.53623602192587 -38.915088913359824,29.70241654023821 99.07115056943812 34.48547650580243,20.59220298984823 15.804866408884768 12.711034014189675,-6.612016045267079 -49.149615075636184 40.99185981836465,28.802124631999433 -108.08860488338085 -38.9943647321552
-16.794504746610855 9.115580013088495 -18.090380480983658,-8.82310248971924 10.228631377275873 -9.548762590368948,-12.63071860442887 6.607649984066827 -15.980406300540443,23.00573621481251 -11.950271211896796 23.6732064676413,22.843832887197877 3.8126054551315933 10.34763897426418,-3.5137447381006117 66.08970667366914 -38.58302387011392,29.681837979026838 99.27866555608699 34.5887479782255,20.53823002477698 15.710250288171231 12.738849726809383,-6.61604124018465 -49.0095291074642 41.07121737052009,28.772417308882023 -108.28311998797233 -39.09096721049778
-16.312523279516526 9.480993674461834 -17.685029861183384,-8.724467065862317 10.350379139019196 -9.061409758161965,-12.664885118242859 6.3197808527954 -16.078138973219172,22.989262857315218 -11.933832489173742 23.960335366499226,22.85536101128953 3.5612462391409356 10.291950104332786,-3.629990583767709 64.63575977929773 -37.708263727561246,29.602370992410695 100.14966534856485 35.02439833336498,20.584699533015883 15.45735451193294 12.603424921453799,-6.406629911756041 -49.56239424948274 41.353811046441336,28.686804081867958 -108.80297756015852 -39.34997725752179
-15.66593693193443 9.484714961633985 -17.174059624764517,-8.702312848547354 10.289578247920401 -8.470703564746602,-12.70192130302962 5.983834363405849 -16.09753125293805,23.00213762153767 -11.788328143128844 24.099375230191658,23.012959168044784 3.2875839117538366 10.084817155329702,-3.8102731306986923 62.80710550177841 -36.756694877487675,29.494234640794858 101.36572431803339 35.63288814216651,20.817861399611285 15.188030337583283 12.278293572108993,-5.972051091752267 -50.88804220571866 41.718813496739166,28.596020344214978 -109.32138597369686 -39.610890216605625
-15.050890843238413 8.70417141681063 -16.73672665014742,-8.857166094188928 9.86504033822236 -7.998797528397835,-12.7388023704665 5.741057441245329 -15.940016566263523,23.092675443027517 -11.446016037255788 23.827529997691002,23.40040997403442 3.128340646848904 9.670764743865895,-4.021058280986066 61.23645400407787 -36.194203711679044,29.387647984584405 102.60841683565427 36.254677975575746,21.32396550960953 15.044129022535646 11.736989652761046,-5.300573811944333 -53.066304680198904 42.04539737202437,28.550801489180824 -109.51155360234488 -39.713201431127665
-14.663530152802318 6.716790582197395 -16.55228781575246,-9.289553059201623 8.89557704416793 -7.867845167390643,-12.772503532230846 5.732697011660994 -15.507028339762023,23.309191257332415 -10.83915403504827 22.882003607969644,24.101496045829244 3.220238618304756 8.994317486552333,-4.228811936722337 60.55651544916282 -36.486676621921205,29.312830084184423 103.55931727258925 36.730228404538366,22.189261748056992 15.167501824203425 10.953047137396016,-4.380467104103232 -56.17701337695041 42.21273532290772,28.601882910023253 -109.0466888198601 -39.49640624446633
-14.7 3.1 -16.8,-10.1 7.2 -8.3,-12.8 6.1 -14.7,23.7 -9.9 21.0,25.2 3.7 8.0,-4.4 61.4 -38.1,29.3 103.9 36.9,23.5 15.7 9.9,-3.2 -60.3 42.1,28.8 -107.6 -38.8
