-14.7 3.1 -16.8,-10.1 7.2 -8.3,-12.8 6.1 -14.7,23.7 -9.9 21.0,25.2 3.7 8.0,-4.4 61.4 -38.1,29.3 103.9 36.9,23.5 15.7 9.9,-3.2 -60.3 42.1,28.8 -107.6 -38.8
-15.433468552647762 7.632266869192643 -17.103415363153825,-9.109464469452172 9.39797730938933 -8.465187438800916,-12.727116725065626 6.042478136969239 -15.69054753734523,23.20291061403351 -11.251440738605996 23.1902385705834,23.63549236550978 3.4274755558170797 9.495435696104686,-3.9680351388329367 62.53485105390307 -37.217142052019724,29.445914633703417 102.0108044757377 35.95540023673594,21.57842250759526 15.356451923100403 11.61239797611959,-5.2003278571299445 -53.52130365573266 41.80237168132097,28.661820102836717 -108.78421755789209 -39.356598963720614
-14.98995057080214 4.686117967783344 -16.93268083943482,-9.754534156445848 7.972714345122067 -8.388796627310352,-12.77174921420669 6.097355833143907 -15.045481557639203,23.524195237303914 -10.38074894561826 21.759835084242376,24.643868741595195 3.618752395630351 8.534244151640253,-4.239540572075772 61.892652056914415 -37.84070233098516,29.356695378635607 103.17578172030501 36.537888241138326,22.81498074672996 15.593623212025385 10.516100142050925,-3.9230119836696518 -57.86056099849403 41.97695634460446,28.756178644215744 -107.98860024287211 -38.98173814864776
-14.689283202704752 3.079375816500406 -16.79274129266724,-10.104244912016105 7.189219806473231 -8.29237395161571,-12.80094107238673 6.096382634378328 -14.695752575320864,23.702671635983386 -9.892120446707562 20.991511170015418,25.209030522673487 3.6981066540335097 7.990777012480136,-4.404026114910561 61.37365052050842 -38.09299898534711,29.29808686571582 103.92258859525002 36.91129471640216,23.511526601390656 15.698490589678638 9.888474917224759,-3.185800612085062 -60.34574319719485 42.10554374428209,28.79962260829634 -107.60034048422457 -38.80036179115769
-14.76248699084073 4.350457618920838 -16.772289281943202,-9.821733148564098 7.791671274915295 -8.215264227324013,-12.791445796408134 6.0105969485738315 -14.978223940747316,23.570620455025793 -10.240073613308194 21.63230310049399,24.804580178580473 3.5654122727478783 8.366757106699863,-4.319878002010673 61.31151662792305 -37.64755141377335,29.31657917535775 103.64399623396226 36.77200526876255,23.022579084203198 15.546968304565056 10.301694428863236,-3.6552759690895433 -58.71212396674157 42.09729763901497,28.742803302626445 -108.03532850734119 -39.00843511779776
-15.145552522798488 7.146334720582169 -16.90418146750555,-9.208220318982576 9.140248157669 -8.2525181667713,-12.752211361573528 5.938632152996528 -15.59172022351823,23.267819513590815 -11.057487548857647 22.997325139870306,23.85743380815557 3.3678277103516576 9.266526440230118,-4.072784230050586 61.81235440761348 -36.9993111812512,29.394843967696154 102.61016944857923 36.2550946338728,21.863355912129098 15.30614143574486 11.322937767534665,-4.841312837775606 -54.67056941779297 41.95309502730069,28.64809886926896 -108.81973906158828 -39.37901648390755
-15.715958507419789 9.54054274370719 -17.210200168397765,-8.69147378460886 10.320653226194576 -8.510233121893133,-12.698570689032525 6.0044258598105795 -16.108529258486243,22.99502997469614 -11.814292409058053 24.11771093251255,22.983570334632905 3.3015527764897747 10.116456792947636,-3.7935119201564205 62.93713345063727 -36.80613580940767,29.50289615344121 101.26528114093091 35.58264006328294,20.77926666570421 15.200840019598417 12.320071789470413,-6.024385341774066 -50.720393139328614 41.69200224081236,28.600045125875777 -109.30329810102728 -39.60129317925049
-16.334749776653606 10.142687193872744 -17.66584273342349,-8.578439779578622 10.667711111158516 -9.01798214556983,-12.645668056561414 6.270891454542274 -16.221713042953795,22.899821383328618 -12.116103972549487 24.30436076992808,22.640598471418933 3.486743577992046 10.486006113517693,-3.59054828131607 64.58495980337528 -37.467466202223136,29.610548698110296 100.02565691651104 34.96280298783345,20.327296892730864 15.372294079033471 12.811309955651396,-6.650350124925732 -48.76757956934055 41.35645352391175,28.652750702276002 -109.05599798535754 -39.47079971362156
-16.80209910250687 9.548008389764004 -18.075164221704043,-8.728535878462548 10.43900866454677 -9.521887723934508,-12.607948995633045 6.57490494845424 -16.071688273546993,22.932738359540267 -12.07112565609515 23.904447286756735,22.699514231304153 3.761885812071906 10.474632051844466,-3.489854399434613 66.0553872910089 -38.425552702860834,29.686866550184906 99.20447433468465 34.552199808674075,20.366498288281115 15.652074202092837 12.87175851602752,-6.777650547478456 -48.52038659110056 41.07543926295831,28.747620110268628 -108.46371097496616 -39.176987041161816
-16.90408838110582 8.811388293909618 -18.202533635622814,-8.897584167178755 10.105736942645047 -9.702458221335192,-12.599697289498785 6.701018436250681 -15.902426866623593,22.998717509373012 -11.903901608720444 23.50502303922441,22.895522481481436 3.900263131113879 10.304478429682971,-3.498287926783005 66.50918330795047 -38.90107185856698,29.70074150456475 99.09103388680361 34.49551510443475,20.594362394852567 15.800069935203135 12.70543519776316,-6.606533670676466 -49.17833471096634 40.99798616072267,28.799968720921772 -108.10117204369364 -39.00049126285851
-16.525928848132605 8.74832672139345 -17.90593926759343,-8.89855991238623 10.037303264497858 -9.359417508658222,-12.62833439265962 6.509120192496121 -15.900897843459347,23.02223081044602 -11.799705147122864 23.549531211325974,23.011113400578807 3.7480409139176936 10.163727865413115,-3.607028104871881 65.44182042573722 -38.36655536938615,29.636643536776244 99.81339430364687 34.85678752584917,20.758270726093183 15.65170734583541 12.495620481962801,-6.326377139315406 -50.019635577878205 41.210657951504245,28.751309264447112 -108.37290851347136 -39.138197098668805
-15.981066800776734 9.140201509951206 -17.447801262435434,-8.791337996736088 10.163412988325547 -8.807496012909262,-12.671636754538614 6.184547987946059 -16.007819837796912,23.012142319317128 -11.77416105233197 23.86102783804568,23.033047954677762 3.4662308878414025 10.093851841424641,-3.739524023610312 63.79468513760725 -37.38253983212441,29.546339783496403 100.80305590487244 35.35166831334738,20.82112761623949 15.36872746411876 12.336010717709673,-6.079603123230034 -50.66244365119867 41.5301806680194,28.65632608860582 -108.94815697786669 -39.42518641616086
-15.698560892515454 9.489204393151105 -17.19972587235969,-8.702449793524808 10.295063350747478 -8.50046256968902,-12.699377442310873 6.000502513722335 -16.09743026757363,23.000099764352296 -11.797093402183387 24.095080519732644,23.003234922780845 3.300845125841322 10.09671363972834,-3.8009393891958605 62.89952318222955 -36.80329493803459,29.49976586892562 101.3034663109542 35.60175314529402,20.804022969467834 15.200967894040684 12.296116862651466,-5.9959570322492 -50.816689129478114 41.70043116434532,28.600256941723067 -109.2976446104955 -39.598863699530504
-15.987185346721855 9.408004522474398 -17.431388612740065,-8.72965129201499 10.28321422824523 -8.769445094734333,-12.688194404112533 6.156883027024344 -16.07226504356417,23.00946948935578 -11.839744065489644 23.98960762815673,22.959751583331503 3.432817331191768 10.165983832192685,-3.724474592522809 63.723901465320054 -37.25789574935282,29.547245997251224 100.77238207203243 35.33587164675302,20.731729908396836 15.332436287956691 12.417443543837301,-6.160341399347589 -50.31016595504152 41.53610152858917,28.645721824310904 -109.03076816294192 -39.46551294911662
-16.549201666850156 9.066347295480051 -17.898496610261468,-8.825600682678253 10.180336286147185 -9.327174938543166,-12.649340632910153 6.483978046494329 -15.97755325909618,23.02185927003951 -11.880507369690422 23.697773527445385,22.921351503720743 3.7149334017488322 10.254026456630601,-3.5846993088035064 65.39907710174181 -38.23990760949017,29.64021734939761 99.74817276336016 34.82356072471766,20.64758866234211 15.615202588244287 12.600282503081598,-6.431550968089831 -49.56495875558431 41.20895737458446,28.741294095379406 -108.45614606487041 -39.17873328264534
-16.896139707946723 8.809163340331079 -18.195128002166815,-8.897326870012693 10.102269816941183 -9.691914659147674,-12.60495460575559 6.695843630812795 -15.903397107485247,23.005744955503097 -11.90002689468016 23.50332607983922,22.900711473159415 3.8967857329187146 10.3002157765738,-3.5006399834823125 66.47883804224251 -38.88580913747109,29.699019844296714 99.10903117708565 34.5043949256265,20.600778307440056 15.796951413587694 12.700517895197406,-6.5972757714949966 -49.19004031189674 41.00305416587092,28.799682566972617 -108.10228282398269 -39.00134491524216
-16.649874800472443 8.911236606042081 -18.005135079475707,-8.870553820607112 10.140434468162036 -9.485825362991868,-12.577620144588987 6.568926316603554 -15.922702778688873,22.943511558022905 -11.88363734414243 23.627374485557525,22.908209039543628 3.7830696546971456 10.258534199750388,-3.5640704320027647 65.83248533275463 -38.51856209949851,29.661591102139116 99.53710145737747 34.71967462880608,20.629654168091072 15.681101049337393 12.608607105841214,-6.492117820577228 -49.63946978950447 41.13921305847505,28.753716680700084 -108.37630394142495 -39.13604376791526
-16.083471142056595 9.233273826789866 -17.542174027343858,-8.781360535533292 10.242089218663684 -8.944243387217355,-12.592524126775034 6.247879650377147 -16.00686397056341,22.899603648193466 -11.844335158508883 23.921326344061914,22.940674723819985 3.5036801052141753 10.16914572745522,-3.705942469988824 64.19134689270795 -37.561708079224495,29.569720654975914 100.55757117089378 35.230748167764105,20.708724366471383 15.399991787535278 12.419003712303427,-6.227502319712597 -50.453278736767075 41.46508007830382,28.654967384260306 -108.96901145966054 -39.4306989886736
-15.70789215434947 9.484706656569019 -17.213454609086785,-8.706142087580396 10.301826742726023 -8.526516748106024,-12.675804405496377 6.011874469014938 -16.09018876062238,22.96844466484813 -11.805222457284064 24.101525944653353,22.989989903358545 3.3073173927891357 10.103699134860783,-3.7984547142744574 62.967006049210596 -36.84086415290413,29.503138316841433 101.27295623572401 35.58708964316154,20.789171687622577 15.206129196536363 12.300687344360526,-6.015986458500111 -50.83757643798115 41.69196895451381,28.598385531830335 -109.30951253728658 -39.60355064521736
-15.937390664222077 9.4223964772838 -17.354045198971974,-8.710275428052334 10.236497281678476 -8.618412494427261,-12.831750785894856 6.092452496297543 -16.11334303376759,23.203918207664373 -11.788334709768966 23.94199052768083,23.0428243748969 3.3980166873123374 10.122023889200477,-3.7382965647386692 63.3349622826303 -37.044758880597065,29.527792790656015 100.94659944879635 35.41936331409486,20.82454863891797 15.30577877533208 12.389291515476604,-6.038577565240007 -50.18314159066132 41.583375378948034,28.65884114273499 -108.94750680652461 -39.4315708575755
-16.514302055457396 9.133086376127698 -17.797632079137493,-8.782451755311651 10.117568953814548 -9.094038761761851,-12.913398563034413 6.390064726649808 -16.061384035554735,23.37896139056544 -11.808220154865692 23.617362882819346,23.04982093902812 3.6694013202226134 10.201807670316397,-3.5922971050918577 64.8294554699576 -37.91039103458969,29.61384429461653 99.95949900780361 34.92244353875741,20.785050656893638 15.583877708090952 12.588847158797345,-6.25684323536685 -49.16255320770092 41.26542177038154,28.771749846089886 -108.27017863556303 -39.09963347686007
-16.896707745331284 8.843075548222611 -18.165792365797078,-8.878920440719059 10.08192080740439 -9.611046921442666,-12.70979497082055 6.6650945702103686 -15.93814872990267,23.147657212622462 -11.876259566543053 23.471770016371142,22.946381213576753 3.8837752216867174 10.28598816142208,-3.4992628330657913 66.29039234186124 -38.77213110299382,29.690929829360186 99.16547605040454 34.529893163431986,20.647913951736385 15.789425573879797 12.705405979832637,-6.539517316482067 -48.99065457517798 41.01763940243041,28.813531238132494 -108.01900942794256 -38.9651747518381
-16.627108811973734 8.752047228545116 -18.13297507842748,-8.958642683542916 10.241886960791524 -9.86391100431916,-12.063844455725743 6.7088558989377125 -15.754252418471104,22.246208873734957 -11.9977562239095 23.790388246117832,22.686583050514997 3.8375792361925996 10.324017769479893,-3.57604053331217 66.6999459377868 -39.0443046888138,29.69801734672132 99.29665783324538 34.61284639962035,20.402730711359744 15.70870398299921 12.576700573422613,-6.764748154493351 -50.65119187135355 41.07904756305796,28.682516333947728 -108.80410343230402 -39.323096606557655
-15.945759349031052 8.83823832921579 -17.811625740001602,-9.003674189551049 10.507433681962514 -9.854154281615717,-11.26017119200029 6.569360373306489 -15.57512088929737,21.084964719326308 -12.128470966881627 24.371996210208753,22.377478010809618 3.6098837264885897 10.319569035966893,-3.758030924158233 66.22244648999514 -38.80598392332166,29.65146358846319 100.07749553262148 35.025615253169335,20.139798866849986 15.436445043624738 12.30206146499076,-6.89028220891922 -53.22471198185109 41.35332600211181,28.457708857007777 -110.15226540368666 -39.95254587355281
-15.43363085260815 8.971752061418542 -17.528066456808517,-9.007347864452514 10.689709682001338 -9.7332341950741,-10.799094012199697 6.419966878060088 -15.492944252651487,20.403462618555707 -12.19997273535191 24.777861349735147,22.200815727114815 3.417768914368271 10.302790551881973,-3.892033412249816 65.5994793899181 -38.460841054690704,29.60541475321661 100.74038544440226 35.37014403601712,19.99859162831549 15.217999277734515 12.108559175940341,-6.912734223480463 -54.86241701709639 41.58040595982714,28.306336206681586 -111.06131780491926 -40.38082277032675
-15.601863927575641 9.031320993447187 -17.57275633005488,-8.966508406721587 10.623130497273605 -9.643397448983013,-11.109715377158082 6.416811804748691 -15.584393383350246,20.83768601008491 -12.153698011726387 24.62355696479779,22.312686968615168 3.4540615861319712 10.300789856100309,-3.843560783664626 65.50431719978448 -38.377619450525124,29.608357989903087 100.60427976680565 35.29365625172419,20.098045577868252 15.270534158460064 12.194478853818962,-6.834153592207646 -53.9626595849632 41.52981295003356,28.374248279215458 -110.65698377985318 -40.19521180776927
-16.261796240335848 8.986492600598766 -17.874202592165425,-8.911327532057033 10.374311879227129 -9.62769051904412,-11.916105638338271 6.540724597873481 -15.773830171849912,21.99742254898941 -12.028396585149743 24.067073497242653,22.61536140273396 3.66724318160215 10.309434524379679,-3.6654823554884284 65.90962075546548 -38.56490035288157,29.651400404842388 99.86012153804144 34.89920115170289,20.354642982116438 15.52792276601817 12.470470752619919,-6.706758111545091 -51.38242189676364 41.26891944712144,28.59411874250646 -109.34048579605944 -39.581442307555555
-16.831491683657475 8.857850327321167 -18.157503530725116,-8.890706002732523 10.14036096453281 -9.673411546539212,-12.546122695177383 6.674016075018978 -15.900022228067039,22.915760556699123 -11.917506170841454 23.571227825747467,22.868466851554448 3.868478460151921 10.307035964151058,-3.5159576714037986 66.39432259829336 -38.82886185509027,29.69340278950648 99.1888933622693 34.54599197600139,20.57109126010772 15.764832997528384 12.685540677880201,-6.610959110501597 -49.360381622574074 41.03248132973117,28.778820939012334 -108.22984873037625 -39.06155633900962
-16.778025052390657 8.67611745318712 -18.168540895456463,-8.946124605076916 10.105200135510204 -9.762998500261817,-12.390392616389077 6.7061122664435455 -15.819581376866752,22.714600614735904 -11.907754738752898 23.56309473108859,22.85158366293472 3.8827821518637817 10.275616076270794,-3.539259290685765 66.55949082997616 -38.980941353725946,29.696255211193716 99.21653239177655 34.56398186556434,20.56592340580866 15.773038732210356 12.61302667100526,-6.620219436322719 -49.92343959489996 41.03662135010622,28.757281532580013 -108.34787120602648 -39.11334822351048
-16.189069129127464 8.58329441558682 -17.921102866352587,-9.030385432112515 10.282607812155671 -9.829597529663822,-11.620447630441301 6.621890994167652 -15.607624901360825,21.622847116184147 -12.00079888414351 24.014836185171344,22.594682419284595 3.713928529726897 10.24260107952772,-3.704610636302947 66.31442445751166 -38.91988428941734,29.661232185288615 99.86571532883012 34.90985594216951,20.356354638346268 15.563754482705894 12.330027978784017,-6.723580702185723 -52.457951908169306 41.25921121479843,28.560535997204603 -109.51767147433299 -39.65675043590154
-15.552682495003223 8.793173366631427 -17.60182048164574,-9.039078516663869 10.576592116192572 -9.774553610428319,-10.911630391449945 6.467811881348607 -15.48024134804599,20.583600461588013 -12.143410444406982 24.605122025145604,22.289275789821556 3.4810206040895766 10.264710301054235,-3.8683002045746653 65.76728113647164 -38.600763873150655,29.61501754852168 100.60540245632906 35.29948125071287,20.087782257596267 15.28976936386466 12.109618819220541,-6.8556192089657655 -54.646697406437625 41.52441227830053,28.35001258762201 -110.78838044990896 -40.251784582293666
-15.32966684844159 9.477349415743264 -17.38893287877821,-8.880472928136038 10.882569376511794 -9.508617229140235,-10.901057696230502 6.290854330543044 -15.634512651519335,20.489518517783477 -12.277644074351464 25.01524075768789,22.125041053138183 3.300458505022101 10.387250650836634,-3.896156236636774 65.02769055575783 -37.994930067474684,29.58270675662194 100.93719365733577 35.46609923205865,19.908129217705746 15.099688483112498 12.200698588678918,-6.944983843372393 -54.3381294842033 41.665334014161274,28.27962666898352 -111.25106606173918 -40.47764561652403
-15.502822049818011 10.196093786499537 -17.301871826691166,-8.654891903952597 11.000689550240251 -9.082509538871854,-11.569030875365689 6.130861044986101 -15.96665788112016,21.354938333245922 -12.291986117558467 25.03228383757842,22.22786891794514 3.22348550356818 10.48787418589984,-3.8149187700971376 64.17932860063827 -37.289812272883296,29.561052265165902 100.92904372023851 35.44426356260713,19.970802695058875 15.049931650394635 12.465579874384783,-6.849607085703768 -52.11470331485843 41.67723692895216,28.36683685247171 -110.76933112615885 -40.268146934004776
-15.701599033891206 10.057774339199234 -17.242675376199017,-8.604629127104074 10.660679706074863 -8.650420927924973,-12.410319571381477 6.022399130965389 -16.150492002825136,22.544923893439627 -12.035324104985003 24.521554464958406,22.676497730467197 3.253179561977708 10.320299000148005,-3.7702771977263456 63.286685563565825 -36.83257031592364,29.525854793030607 101.06756878864482 35.49126420600088,20.433263917470267 15.128773381580753 12.480802233433982,-6.375146374113944 -50.57990519408283 41.67524695390529,28.52823007144279 -109.77785235654343 -39.81924327639477
-15.569444389894286 8.243199380713751 -17.11686592411533,-8.954986216914964 9.62347693873192 -8.362408246859427,-12.930380872490208 5.997130298871751 -15.878697794529584,23.433139024100413 -11.37492537780984 23.377296170225865,23.530505605270005 3.3882090888713585 9.66015959615795,-3.900437364029904 62.417947875265426 -36.94820877409068,29.45467439616896 101.81190557634642 35.85033878626579,21.428246362372036 15.31961008195969 11.850801022127655,-5.352849401601162 -52.20609879632595 41.770050636051124,28.680278368522274 -108.71746484249901 -39.3300469197011
-15.13561099727113 5.371068202635307 -16.937961044638012,-9.579382282488506 8.219064394480657 -8.254944092608996,-13.016852014588299 6.038545876642392 -15.260975569249467,23.805750108170002 -10.512411947539189 21.963154513386755,24.536819404205172 3.5704366038017734 8.712924600863222,-4.165725126257848 61.713095802005704 -37.513230103477866,29.364042808925053 102.97537457536241 36.4309609790582,22.658632868133513 15.549029515301228 10.779090201764756,-4.078326249722971 -56.374562529569836 41.94679774288697,28.778414454922874 -107.90381179919545 -38.94792866397046
-14.75568298215842 3.27630899058439 -16.810825191906694,-10.053599351409316 7.258748391712272 -8.268426705543163,-12.880634335841885 6.089392649269987 -14.759756675190241,23.79783560486412 -9.93221712029526 21.03981510643373,25.17791236131425 3.693675807343224 8.04763448860242,-4.376007939411108 61.37283586686435 -38.02477473282201,29.303455656377363 103.82503765484124 36.860292822987354,23.46372045688356 15.695568298257552 9.975909707264547,-3.2399643108811134 -59.85200439629895 42.08445373436953,28.81102562003468 -107.54664386955294 -38.77649418466689
-14.778587285633096 3.73543685260234 -16.8376279398487,-9.96588990609624 7.524476616180349 -8.340897768008674,-12.737173126419366 6.093615335324183 -14.825600025943018,23.55603620242389 -10.100816212990267 21.337387506871554,24.957747083193183 3.6561155265104897 8.214102593024197,-4.3459574132969685 61.5845962504302 -37.99189294146835,29.32069624231207 103.64924154177476 36.77603911554749,23.208697377983196 15.64324885501172 10.130645370913536,-3.4997684707851278 -59.48105924609261 42.06474482174397,28.76922955631699 -107.8347725729907 -38.90953460608584
-15.186188007018707 6.428699214637775 -16.9997720360716,-9.377967171656131 8.833326882345437 -8.424916565833946,-12.67970001226104 6.048936954693699 -15.41095175504607,23.239371824704566 -10.902417438515899 22.652266932068457,24.026553994209383 3.483566822624554 9.097234514129498,-4.097080317662876 62.206574195142146 -37.44073961888597,29.40393340480509 102.57055628990274 36.23712499050101,22.068095733519602 15.427788530566069 11.134784064397476,-4.6798235821136585 -55.53484014964506 41.901721113808,28.680820236571154 -108.57550158536915 -39.25801480110571
-15.605360296262894 9.009028892089086 -17.161865816114705,-8.809431450009944 10.06924484599295 -8.487082457067213,-12.683252960541669 6.00508988510169 -15.986529767658583,23.018834437797423 -11.658114567220352 23.87784716498176,23.15957348310112 3.3252650803646393 9.938899099214968,-3.850915100130349 62.77856548313976 -36.89756500984737,29.48368243016177 101.518334957457 35.70984060911709,20.999169522982278 15.23160985073085 12.108159194347571,-5.7899221699942 -51.60409879711262 41.73740405294663,28.6090615116266 -109.20717577452363 -39.556087142056334
-15.660379596836432 9.126226857268366 -17.187921308643237,-8.780993454322156 10.116114345667576 -8.49551616701993,-12.718237968348104 6.012028639343635 -16.02118483416945,23.059153011321865 -11.689090445666514 23.908690615793738,23.131074443729524 3.3301560722302423 9.980346995179428,-3.8298608322805854 62.842027948476776 -36.89071654917732,29.490389621366877 101.42437159430192 35.66182274906903,20.95853059128491 15.2366356699743 12.168613595785452,-5.8402352523532794 -51.29583094187039 41.71456058006571,28.6163080123431 -109.17338441804048 -39.540295055974205
-15.306400054104042 6.644859100945331 -17.05800144895374,-9.324326160999403 8.915524294405222 -8.44462317253859,-12.760692220120417 6.06682478481386 -15.478870655817731,23.337637047953628 -10.9583256582948 22.697006730775712,23.97876446507312 3.4990191158729638 9.175735255579266,-4.053099236175148 62.34604247083765 -37.43897093516898,29.418042967170443 102.37223732875108 36.135585861572686,21.996313779945147 15.4443606217937 11.254830350463225,-4.773665460946514 -54.90123771284367 41.85135789994414,28.699408990853374 -108.4821665533047 -39.21428683241557
-14.864391332388362 3.87810921894985 -16.88047366094191,-9.9304282980362 7.578449632552406 -8.357869056086692,-12.792878673405752 6.108083139595759 -14.870920788000006,23.624387338624842 -10.138364660546749 21.3643268169491,24.926017803539615 3.6688224759449346 8.26740169515949,-4.315137372888772 61.69035307359983 -37.997729579754846,29.33088138096833 103.50771821421577 36.70363425943518,23.160463842322425 15.656800065525257 10.213003658619897,-3.5643322976643756 -59.0456175248873 42.02820724554264,28.782791739289596 -107.76561009308789 -38.877018689006796
-14.668879253662078 3.2156699709670318 -16.7692295357594,-10.073410730023593 7.252394399657728 -8.261108756518539,-12.797755218084745 6.073520685634684 -14.725872138921648,23.683848230826886 -9.92421046958049 21.067977799314114,25.170574798523333 3.6722615645738204 8.022854853164581,-4.402871630823123 61.29371150417593 -38.00732304112206,29.295644947488466 103.94366176352794 36.921950403606424,23.467193770412898 15.670603001836735 9.918724101280597,-3.21959852372259 -60.234411555532205 42.12009885015925,28.7890106965401 -107.67303341602035 -38.835567904799156
-14.857568540381864 5.208703078639505 -16.797308279897166,-9.633565168703552 8.206492337383722 -8.212622935753739,-12.771929351130549 5.9791392690243335 -15.16492629653742,23.465998788467967 -10.488626601526711 22.060178629772174,24.514678914385843 3.4959920692639113 8.637698541885825,-4.250269954324261 61.416889671290654 -37.42381883872259,29.33753603571081 103.36387653748766 36.63218969120366,22.669918179778634 15.46392818954132 10.604281387801146,-4.009967942314555 -57.531029365947745 42.06456409172015,28.70928051682044 -108.302122073092 -39.13477767422486
-15.31928838424454 8.083592132421355 -16.98609224526992,-9.004789205308375 9.599199142063192 -8.311693800048344,-12.729268168300072 5.939930057446861 -15.794219165936287,23.15542224714407 -11.344017325862264 23.44866106980729,23.52495322947411 3.321348730448866 9.584376847271407,-3.9772687211803293 62.120897789930076 -36.85542143404824,29.4292335754173 102.17413756393395 36.0372340534262,21.45422534923823 15.244449096533806 11.688526799093085,-5.274203985688085 -53.233369810933056 41.878216116325426,28.621635039757056 -109.05303521644076 -39.487902519803626
-15.926251604635807 9.94048717975786 -17.351741055778017,-8.608779393099693 10.528404700784264 -8.657089775164044,-12.684628687397431 6.074681996664432 -16.19197570352361,22.94933111767436 -11.96626607501844 24.279728412471506,22.810220840596067 3.3389369154821287 10.295096357278492,-3.7147676475920055 63.44734595388615 -36.94130626155146,29.540055483559126 100.82518631442542 35.362467307775496,20.557374076201647 15.231015321062156 12.544583628504185,-6.298468709907807 -49.82153271642144 41.58369644024024,28.608369105879216 -109.29065183119683 -39.59149096782564
-16.51797486909992 10.030628984197014 -17.814483882210546,-8.608431843386375 10.629029248908191 -9.189571235699676,-12.646972481745948 6.37390448068183 -16.194299729244953,22.92327108050835 -12.124863364458806 24.202360648388844,22.63574906854162 3.5776221324997968 10.511355112412597,-3.545077377190832 65.10690794072751 -37.77463913239921,29.639744432294474 99.69997521437634 34.79953234508295,20.308048705167362 15.464189435429791 12.869995387039733,-6.729321019790681 -48.50431437417693 41.25164784028459,28.686013644014444 -108.85563424231562 -39.37155603472802
-16.88663950650896 9.271731757090887 -18.155668093332345,-8.79196840526587 10.31347024712925 -9.62114488973709,-12.616726087809758 6.642392203602805 -16.010635124630866,22.976646579394455 -12.014364738072397 23.738053461398543,22.769427772390166 3.832113556807952 10.422422980450767,-3.4801644893594355 66.33114969039963 -38.658109028502494,29.698658026440146 99.08331616572094 34.49122416121101,20.44342635387653 15.726421779195835 12.83197984429648,-6.735078679569579 -48.650001414861116 41.022206161945334,28.775890915991674 -108.2774526086052 -39.086314337145986
-16.823808181604193 8.704542232021883 -18.148589516957895,-8.920016949115071 10.051711359339238 -9.649358764530362,-12.593786297227707 6.672651523738566 -15.877974822164234,22.996166110494592 -11.861276320692792 23.471985184900536,22.941862080758945 3.881025733974012 10.251493742504843,-3.5260006866960114 66.32393407861743 -38.8400190086633,29.68765925132261 99.24751941255411 34.57409441106384,20.65612187954576 15.782295004315777 12.63386726604428,-6.524343253271886 -49.48468277183529 41.03905010455881,28.79273633268968 -108.13388860428536 -39.01724423252677
-16.34559853338209 8.831860112142177 -17.771593693576385,-8.879063976602957 10.076337251711973 -9.222406968876106,-12.588109309017863 6.4206565678411955 -15.911782133719386,22.947825403177752 -11.796283521605998 23.65430742240902,23.003150912321768 3.665346368583014 10.140217111456288,-3.6529427476530296 65.0017890805422 -38.1129736236426,29.610883409273118 100.11410977090401 35.00858053373161,20.764754349517673 15.566174945412008 12.43196416454508,-6.265600792633968 -50.36895625488579 41.30789668877755,28.714197716589084 -108.59541433352452 -39.24659580689713
-15.840956000053547 9.263333621263865 -17.34346944871052,-8.764558612793476 10.225779906213472 -8.704630380410789,-12.62635291933291 6.113786398369229 -16.025745188317828,22.929260488972442 -11.790980967917683 23.97892812799071,23.00178828661504 3.3956507249203103 10.094855483124647,-3.7722161228979325 63.46447791911707 -37.17327919268479,29.52770770837354 101.0222042986254 35.46271818246081,20.79714715853326 15.294317831863294 12.304503686777798,-6.060733711635237 -50.88674426742533 41.60540566671557,28.622376136145473 -109.15624731693111 -39.52584117878894
-15.731462377683203 9.526461846374321 -17.213192956342667,-8.69118618009469 10.302296641947978 -8.497643931943506,-12.736116301962445 6.003706167782464 -16.11486254338988,23.04929429542234 -11.80217067917333 24.089266212195888,23.004553724853935 3.306668904081329 10.108842295142468,-3.7900663579001925 62.91711588930221 -36.79858500330523,29.502368319051456 101.26006362930644 35.579023694072475,20.80057403058903 15.208238291703243 12.321738673541143,-6.0048382880565825 -50.64695620104479 41.68801084103494,28.608645869539114 -109.25035905046336 -39.576972339623396
-16.152855078538575 9.382895833847861 -17.512575899437348,-8.720725031475126 10.22036528035126 -8.780115321489758,-12.873023883787937 6.19400587325721 -16.11214815220866,23.277573816458293 -11.810183171548259 23.85098723114501,23.03050755054391 3.4896126510741623 10.168318303375539,-3.680383243991126 63.85934381187386 -37.327719409905875,29.55938816452412 100.57679690355221 35.23291958782881,20.791147685019606 15.39952364914002 12.483541837201367,-6.135446182437015 -49.705274360501676 41.46788729391533,28.699032156787545 -108.71104070841845 -39.31595471718945
-16.695395649895893 9.041118017435746 -17.959015701669603,-8.81399133014213 10.108613645618927 -9.305262797504582,-12.855350927066002 6.505704196980104 -16.023160618583567,23.31815708545523 -11.840248311278847 23.553869258487676,23.00764770456935 3.76181812031835 10.245507663888073,-3.546141856715147 65.4445479689576 -38.26211027335251,29.64750551348492 99.60094889983309 34.744282458462266,20.7255164019912 15.673655464631562 12.655479730511173,-6.380238692101145 -48.969956280568006 41.15441066131743,28.79485489073777 -108.1336038485502 -39.028912587885976
