-0.9 -11.3 -2.6,-1.1 -10.3 4.3,-12.5 3.9 6.7,24.8 3.0 4.5,2.2 -1.8 8.1,74.1 -42.1 -47.7,29.9 83.4 26.7,2.3 5.4 -9.3,52.6 46.4 49.0,25.9 -122.9 -45.8
-0.9952687290286026 -10.711107298079314 -2.38977186979433,-0.9428539127487708 -10.22370737729153 4.9666673790236935,-12.99847853100038 3.5692411147114287 6.453166017102279,25.599923845033036 2.8660051524537824 4.04500157616064,3.2569330905569696 -1.9928493639056948 7.584995651302537,71.56210051604634 -38.43086148439595 -46.24240519699206,30.02049164969973 86.54023077027446 28.301733438246263,3.3467244473549274 5.311611147612789 -9.173075319732233,52.52301747672745 43.985571158369126 46.7961328874877,26.077798891345655 -122.13302459313597 -45.42546464371075
-0.9925626186715958 -10.793320687298232 -2.3166710613804757,-0.8997142945279426 -10.28968457297349 5.087311216197893,-13.095488621655749 3.6756748096629632 6.329720657726248,25.879759332766728 2.6430186056725997 3.821687340249217,3.2888414382708717 -2.0022336514663173 7.668236690781583,71.89349928546604 -38.09891799050333 -45.98480586578826,30.005076430362806 85.64399383852438 27.870809159130427,3.3873162788641844 5.305739371038283 -9.107683997615348,52.54932799044434 43.993599804359825 46.8867515416309,26.091657262248592 -122.12599216115888 -45.411654139776026
-1.061124107972778 -10.774603214652105 -2.231477343796489,-0.9318085805049845 -10.316968645339614 5.10093724267315,-13.07032591925723 3.795509802956092 6.179209773023386,25.853368123495244 2.4550170136658602 3.8120707046180815,3.3709471653610303 -1.9790714731944419 7.867899342425029,72.50253250562918 -37.54195002855361 -45.51194569594906,29.975534662072388 85.15356497930574 27.62171125738815,3.474150646580882 5.26225862134399 -9.087415402367286,52.94407527600648 44.019655814499515 46.91084146556353,26.151076867727966 -121.91074154467003 -45.32333425722009
-1.1772272855071513 -10.712031454625494 -2.1517996678697933,-0.9956285681249154 -10.323057942106013 5.026824284636306,-12.993383736015197 3.906052325178463 6.0800127256856396,25.664355143529868 2.348652154006091 3.9532309159745496,3.4737158904319005 -1.9387636056542505 8.095999466546624,73.11409664051615 -37.019936056395025 -45.03378688376198,29.939573219556024 85.00748159456161 27.528810992460077,3.5765496397634693 5.2080859636082435 -9.094456178664904,53.473252400044615 44.13804558342273 46.944570585341964,26.23263446260783 -121.58213337884531 -45.19791889101763
-1.282074219989118 -10.754237504947737 -2.1039495268768977,-1.0126880311660236 -10.372493872526466 4.923879405659606,-12.979475674338325 3.9866553552725796 6.143827007949616,25.575006893588554 2.3689427133345156 4.086422666683482,3.5112986214109463 -1.9048233160533539 8.207693733539406,73.34733933648279 -36.9139310722332 -44.79370463175617,29.90675104982391 84.87305967559533 27.440402018739494,3.611819679928186 5.192043317769708 -9.10150482502338,53.72834158099048 44.532216497933945 47.18247170127798,26.293127937865066 -121.32952869645929 -45.108339289806004
-1.3224023406103353 -11.023980188616546 -2.111320800206179,-0.9181537474356323 -10.517588806084293 4.845087490113733,-13.124353427608332 4.019868303850093 6.457534175198524,25.80763942495009 2.5477908919208496 4.074659898026431,3.410797622346118 -1.8974063203564837 8.08218793425652,72.88866070603802 -37.538478214073244 -45.00100768390272,29.88604081406916 84.46978555722616 27.22932935425547,3.509964015108314 5.255429977324642 -9.08439390910102,53.36566511956906 45.33956360859912 47.77649434085749,26.295082989144948 -121.31775136350234 -45.117735749216365
-1.2957404901697003 -11.409847883215313 -2.1709735592041373,-0.7701647894588985 -10.69980550578893 4.788998451852871,-13.352276013866096 4.016572871983237 6.885852819775837,26.223827576069787 2.8005353026747035 3.9787345336022417,3.2170017401194526 -1.9064488368676844 7.815085114565685,72.02722530271481 -38.6112562367353 -45.560578519668276,29.881118851115247 83.99319660565594 26.992397881977077,3.316217681393759 5.371671350530382 -9.047249750601916,52.625934010556385 46.28308516529229 48.49462679526744,26.252843872941924 -121.48920422750304 -45.20059492805971
-1.2262336117494494 -11.677717200383336 -2.266168234177455,-0.6913011006843972 -10.802518486405889 4.725636780229507,-13.497635563807599 4.002497661639474 7.177082019710378,26.49610784968961 2.9814320268291183 3.963079609499752,3.036370833861981 -1.906051234421076 7.615386444770465,71.3680628562663 -39.53717051170255 -46.217771867479044,29.89288608092428 83.88829404507712 26.943773625297275,3.1362003470183613 5.478625059519858 -9.009025374934112,52.05609502719276 46.868624075655774 48.9036510878545,26.20790919949151 -121.66973539352345 -45.28494653660978
-1.1371171665005602 -11.61880807743071 -2.3785765242939587,-0.7890243277082949 -10.723382341729073 4.631033280180847,-13.412658692386557 3.9998287928350478 7.107151362870702,26.332110531175147 2.9611348801431157 4.170141941519095,2.966267389923753 -1.8737360225245632 7.66874584636461,71.45026398338986 -39.77264234228505 -46.725982310679036,29.92144748803987 84.54264493594891 27.26976717555891,3.0664827435768025 5.519055264475543 -8.988543975014837,52.14536018661659 46.65936123582244 48.62433890293954,26.19754229673185 -121.70341952924265 -45.306205975229325
-1.0394964166981633 -11.304591714518661 -2.474307407309275,-1.0044328198621821 -10.51693170524957 4.547585741306584,-13.147116924303008 3.991794134535017 6.75591305900127,25.829323475056974 2.789917670734216 4.499503354641481,3.0018088821381514 -1.8247998786156634 7.902606184983457,72.0840704606167 -39.34967659842394 -46.93876557768887,29.95872513558853 85.71137054073829 27.850293030138097,3.1020243704998416 5.491085758215574 -9.001867995574598,52.74200928411056 45.846888078384616 47.868870611871195,26.211551591413105 -121.63852536480502 -45.28245916473755
-0.9371705801056438 -10.97533524185212 -2.5100964008630786,-1.1784239596694337 -10.332190391119358 4.55766492883669,-12.869763502400899 3.938156918463712 6.386272557639107,25.32004657668324 2.6262397091014185 4.704467574747804,3.0765303964324433 -1.797290941597005 8.088889259638886,72.64073686211745 -38.64695335308691 -46.77000466705615,29.991712495770905 86.7686686763291 28.380722669131742,3.1765840665628664 5.426183557715408 -9.063397076855347,53.30828727828102 45.001289034937734 47.20563329260564,26.21116332264553 -121.64630814728488 -45.2815846557734
-0.8347379271753904 -10.857591236905938 -2.4481794178661533,-1.1636481218354902 -10.308316445410982 4.733807007591191,-12.739434976732616 3.803343989505416 6.246155329380249,25.115839859980944 2.618977004008915 4.559554124321042,3.125780655750552 -1.8260016058625028 8.01551361439451,72.52859768458543 -38.03728281968741 -46.15973755077055,30.008312273796708 87.13840816853312 28.58034303946983,3.2257266692676345 5.355716852190786 -9.184441653691824,53.33964874951863 44.66103616208437 47.16514487894984,26.160267026862428 -121.88520394816008 -45.36676338494059
-0.7482892956305264 -10.973038901524495 -2.3227180341884948,-0.9805209015662635 -10.441819119767443 5.015870309137544,-12.767367681270597 3.6154904375931056 6.359941345380281,25.222033917883056 2.7755609097083824 4.1360469159528686,3.1188951202504045 -1.900129892087785 7.702100245211183,71.7068491762154 -37.757600620491445 -45.3715968319628,30.008910073021738 86.94600297097364 28.50641884255483,3.2188391281837956 5.303936213069719 -9.33713269485607,52.8236602370596 44.894222227202896 47.73151326644949,26.06180062979676 -122.32825975397029 -45.53241056653821
-0.7018538359869539 -11.20184432735191 -2.2175553630753155,-0.7653391210128049 -10.6306752210769 5.2520680072455095,-12.862845387437726 3.446736835922255 6.597599986352103,25.43243610814633 3.005722076689146 3.7102152670574364,3.0486850622783637 -1.9773802136769065 7.328315027029751,70.51518680578364 -37.9509891089773 -44.89273309190957,30.002513865303843 86.80144846556786 28.4496676775447,3.1486704928002225 5.290175827563585 -9.466538559928162,52.08780699163035 45.444032791027254 48.511422082020715,25.94567412713 -122.82046791298863 -45.72544255754162
-0.7175240313959926 -11.425364788744506 -2.211726645076457,-0.649330797717076 -10.775593574069367 5.2992149172080545,-12.937374872108192 3.366225632793038 6.8303193247061555,25.547419726387517 3.2195988666768516 3.545372903077188,2.911156820750824 -2.0172454308022187 7.068786691485205,69.29571082517784 -38.73513585210247 -45.17623168958692,29.997903125174435 87.278308743453 28.68351794595745,3.0111658103784444 5.331458714122049 -9.520402857922818,51.453763143124874 46.05230712281175 49.12046836466792,25.841357031954622 -123.2108507304849 -45.89366759945021
-0.7847411878575206 -11.587419840013785 -2.293911636714248,-0.6487674514448549 -10.850432329690321 5.176634987593337,-12.96873855985368 3.382714839529218 6.996179020324984,25.53531788404527 3.363989536122048 3.639299264624422,2.7448399975031843 -2.0168654077847767 6.969982482691576,68.30998547736172 -39.86098388745108 -46.07483701740107,29.997621039419545 88.23194874295444 29.139481284852035,2.844843177623789 5.410306186798708 -9.49656534896839,51.047183880323146 46.54067700039252 49.430260159081854,25.76308648266095 -123.45096929072689 -46.013529719286616
-0.867124705265111 -11.681226799009984 -2.3813332274606593,-0.6890082321530634 -10.886899162181582 5.032171134643656,-12.987132408272297 3.4572079483860705 7.086159376856426,25.497293286225577 3.4146845078239227 3.779778258640883,2.621893355651476 -2.00315282239743 6.977014220979509,67.75588378672624 -40.78943945673445 -46.966518913731136,29.999278879633717 88.94975170288576 29.47866736240636,2.721889225772459 5.481954179788092 -9.432483908777357,50.83870447743884 46.793877429248255 49.51486963920508,25.71305322349212 -123.5734766003732 -46.08411931181788
-0.9284870178572145 -11.701952901441286 -2.3936824079702594,-0.6966092244939565 -10.916656459864704 5.009725122058864,-13.021932628946686 3.549999813866733 7.093287304768246,25.532175598321782 3.3509642445937504 3.760028042991087,2.6115570818004703 -2.002442211185515 7.033870070684514,67.8186173428157 -40.997016389274755 -47.242688910091296,30.00044268033014 88.74262914979941 29.37348195705189,2.7115709971252664 5.503016419065994 -9.365875390978596,50.7958963929141 46.705700625779336 49.45122351888449,25.693183703433608 -123.6111547959174 -46.10494024745962
-0.9499967766481134 -11.656377883590181 -2.336050250625079,-0.6692296378667483 -10.939964608774549 5.109222558779892,-13.059016608198563 3.6328916767846633 7.022222142383418,25.623618187867653 3.2042503728996183 3.5890897799302657,2.70892796693049 -2.014185361961213 7.116309868685205,68.472342589849 -40.414874550081585 -46.80503688684004,30.000406879943835 87.67586539287856 28.85730235012542,2.808971797589938 5.471128912188045 -9.318554750170163,50.90893034997098 46.31165759561164 49.26456919747051,25.70665405574649 -123.55648945252833 -46.07153586184135
-0.9285212626416971 -11.561784942955667 -2.2907718667263013,-0.6688411790843558 -10.928681007059962 5.200363186550966,-13.044917215536248 3.68809225923431 6.888144713388833,25.65109791279104 3.0531259972003553 3.471215692564937,2.8420403915256953 -2.013518721761919 7.22883080504306,69.50031742101527 -39.38539935998025 -46.016797489170166,30.000029251477027 86.49707196397873 28.290003131339976,2.94207603451106 5.421032159478612 -9.297953735655952,51.188418018173735 45.775443433297916 48.93341033707668,25.757770748216927 -123.36551806373012 -45.97586720241471
-0.8624554364698948 -11.436273720328707 -2.3396527266183464,-0.7570594223660576 -10.855401529833136 5.152954129804601,-12.926986644083364 3.699419038415203 6.7072967183533,25.494595342195957 2.9750662027393804 3.6092661868053533,2.9377941618752357 -1.9758344990652101 7.376322416736792,70.67918732163513 -38.263894688873755 -45.251785454006246,30.000184444415243 85.95348096238664 28.031180679381745,3.0377366105575825 5.3878323358790325 -9.31039102756073,51.642412392208335 45.263959288599075 48.439336244664105,25.850019186512192 -122.99746965486703 -45.8113729564338
-0.7737128430462824 -11.308651342276699 -2.4835144935027436,-0.93014777516554 -10.735792155098006 4.954129850610691,-12.707260817647857 3.6808504728455977 6.512586923163774,25.138162945541914 2.9789197165924075 4.000136268401468,2.9544213490382596 -1.9041941015176016 7.547953897347336,71.79209242176424 -37.359265213768005 -44.73593164976048,30.000782696217883 86.18205866540303 28.146053109157997,3.054245869529749 5.382893506687637 -9.347643723289828,52.198412494080735 44.9095780918296 47.8805399332007,25.965817393083597 -122.52169712557817 -45.610769644880016
-0.7085255262000101 -11.21879660439799 -2.6394406003117683,-1.1167947187595073 -10.630053865088485 4.712342688804783,-12.44431929503803 3.6775518383584553 6.354158039637444,24.67346478853194 3.002574786382162 4.427750242976847,2.8825519625597966 -1.83026922137826 7.716639416373695,72.62888839220055 -36.93243828834714 -44.54225324676773,30.000737030714063 86.68874915305467 28.395447871463507,2.9824049153598597 5.393030110376035 -9.386452748880501,52.7006235695303 44.80897017925724 47.47578404961381,26.06579946284004 -122.12142278556368 -45.447387541053594
-0.7127639752102289 -11.205233875652228 -2.722549779235806,-1.2441964576157722 -10.598297567277148 4.539424620848861,-12.199092069966763 3.7346089580791957 6.281258303339632,24.197424318432464 2.982009305059669 4.671592067923208,2.7161727475303303 -1.7862960875220024 7.855221773851192,72.9871061843798 -37.231002262599425 -44.73362102664912,29.998980038803925 86.96212722500451 28.531788672652485,2.8163652472182195 5.4041225138268985 -9.403256836286598,52.9941465878826 45.050900597366315 47.441228733659045,26.110862998435472 -121.97915350110627 -45.39397700353125
-0.7851999265821963 -11.24727351613063 -2.7082487271800457,-1.2911587237438054 -10.63254094378042 4.476791282514523,-12.024300345755908 3.8489037270068307 6.289496789513694,23.81629808327508 2.896497817807996 4.68214039243826,2.5083748662937104 -1.7805245908008345 7.958088096848192,72.8980930466525 -38.14937261352324 -45.27479123054446,29.996526165487264 86.86368290602152 28.486584972488703,2.609019178574449 5.40835852051178 -9.386926132947632,53.074524102605245 45.5254759453613 47.733809646436704,26.102179264930673 -122.0878911361686 -45.44538886875922
-0.8689224469407762 -11.254219910947898 -2.6432198041885986,-1.2975027987278516 -10.644298216107188 4.482608337505713,-11.962960453760653 3.960328772724179 6.31106748317316,23.647376723042104 2.7765024926489197 4.61203295517253,2.382125891089224 -1.7928466876608244 8.045096370562502,72.66962638543028 -39.16442491866765 -46.01452383119313,29.996851135261604 86.69578658712643 28.40307100687304,2.4827055618933063 5.405382923497197 -9.341027871976685,53.11515877115395 45.88793815857891 48.003993376730605,26.08853320963064 -122.2165945840742 -45.50437698294174
-0.9050051449143149 -11.134241948880904 -2.5776771463012826,-1.3056246897680415 -10.543058523385072 4.510763079554359,-12.05633704232495 4.006647775494037 6.276406419088773,23.805485162212126 2.655478415815382 4.622336612485714,2.461285547548231 -1.801834359682262 8.136627869007006,72.61909670263438 -39.735993002155176 -46.79233012373457,30.00341201506155 86.77869015036916 28.433139812539437,2.56065989471688 5.395403337847802 -9.270196045930593,53.29473252492732 45.78864410168088 47.89302363633325,26.12019987174788 -122.12685954619083 -45.47072409466914
-0.8857120642326387 -10.919516858968423 -2.536914661387891,-1.3174497313802978 -10.350231372253624 4.537712351531278,-12.29488075218299 3.975192361084372 6.197171407104546,24.273090745491203 2.568457325036982 4.735696934235064,2.735644338964605 -1.7996081735881237 8.212643507979383,72.79302679384092 -39.62549387028104 -47.33894069203886,30.01280720290652 87.10938811976733 28.576497571970656,2.8332989404568063 5.384266486654654 -9.188365352646262,53.5790013926636 45.24810966854835 47.403651155661144,26.193729987013576 -121.81807718928518 -45.344338163221174
-0.8725564249922252 -10.809977338799312 -2.5125147783627715,-1.2801555157566105 -10.238629422177457 4.570444533805173,-12.600302269663572 3.920348467140266 6.194895100200887,24.85361070076244 2.552603813865778 4.787506538375679,3.0136271833508217 -1.7966168927694652 8.198424525144064,72.87151620521333 -39.00231892787953 -47.237930217802955,30.01235685621469 87.24758032251015 28.626975790283662,3.1113655072953366 5.3854475412823195 -9.122052257999758,53.64568041737517 44.78759289067657 47.02766457310793,26.232997359236396 -121.61132260584046 -45.260574099247115
-0.9310700802279793 -11.013857103698237 -2.493687073693411,-1.138125062583458 -10.388807832296434 4.6179901840215924,-12.889782175768415 3.9006098495893515 6.396532188532712,25.339182115489916 2.6442669798075813 4.602517491425484,3.093312730459636 -1.8045122291639384 8.017013235138114,72.51381244139448 -38.06611645098401 -46.07266657565088,29.9889815098629 86.72936546245224 28.3673002863155,3.195305000365875 5.412660457768279 -9.098184206265193,53.15796288871032 44.955832350333644 47.28371022954316,26.157995037782914 -121.84543810155509 -45.362254844298505
-1.072972220436195 -11.522984276565646 -2.470846385396928,-0.9012364082193067 -10.801049219765304 4.681877385118878,-13.101456606175033 3.9353565995121813 6.786405179699614,25.60770395405998 2.821782374027009 4.164554760423005,2.924435363081738 -1.8290634422418564 7.689996054145981,71.688628651378 -37.09439346987304 -44.04084279613572,29.94514015815052 85.53720283263979 27.790671186464717,3.0329458572661157 5.461456887946521 -9.11476188682055,52.13449678376637 45.81775050556322 48.21909548683628,25.965400175890416 -122.5552543832394 -45.663419764133664
-1.2265724091783203 -11.993758312044479 -2.4362757068923755,-0.6808848648642066 -11.196213761661904 4.752005384239213,-13.205942806308432 3.9833426274763366 7.1277566983404546,25.6700060900885 2.973564550859826 3.7040063082136747,2.6917958502166046 -1.8669219901491594 7.39170275575058,70.8443497329011 -36.48533808390532 -42.29235590150063,29.907376407481866 84.3454106393656 27.216523793850158,2.800560215913391 5.499236912135622 -9.124949518954853,51.144884845186596 46.688354821860926 49.150552289406534,25.77075028779577 -123.30438417942732 -45.97849368203134
-1.313520567110466 -12.056579341946332 -2.3825214675507502,-0.5962700623042368 -11.273422290083914 4.817367447814075,-13.177223331931424 3.9984383171165097 7.166820127982975,25.54903561764769 2.9811997176049108 3.470721168744452,2.5992423420400996 -1.9139093579986821 7.3082075307503445,70.4674996932028 -36.64292944329901 -42.04895019126322,29.904057430695367 83.88233969426837 26.989765021361787,2.692979924700355 5.491265462806986 -9.078504869304126,50.80163446742249 46.82375743058941 49.33770981139236,25.698944627095024 -123.61903481635387 -46.10608355232163
-1.3018065617385488 -11.598531042809924 -2.3113673946313873,-0.6831195261883054 -10.938328355462264 4.875440193795527,-13.040643086767936 3.964332202339019 6.830411325020653,25.32908850959052 2.8078077376627766 3.557319740437803,2.745118998288346 -1.9617427971096448 7.500172364918912,70.76380214504907 -37.55842936762933 -43.627584921333835,29.94123112733852 84.38341776447187 27.22227694347171,2.8069078601316977 5.428567278559847 -8.965687443667168,51.31359996686805 45.98480308769424 48.55652381144305,25.797303642652622 -123.30679856059707 -45.966475125662356
-1.2418789271465867 -10.963447352440761 -2.2410343353826914,-0.8286280610137906 -10.46409591158914 4.938795765747011,-12.912942649615108 3.917772112072529 6.366679917940976,25.203626740982223 2.5615918640452464 3.7766451557805403,3.040033070009896 -1.994836364280077 7.80509707182285,71.43931620702988 -38.488698299862456 -45.735218186476295,29.985229824549453 85.20695083040373 27.61129037236664,3.0644333153002314 5.348004855889359 -8.848826735671693,52.1713634813876 44.83047265049536 47.50171678343057,25.97510177275764 -122.67597233105265 -45.69647298749846
-1.1925036579187394 -10.54095141488688 -2.1913788221777906,-0.9051396790393071 -10.160722481781496 5.021440443615579,-12.91969522868677 3.9007679629657073 6.0560136646031575,25.3762182655354 2.3654294725364413 3.9134453432825116,3.375370730410578 -1.9969405569060443 8.037998112242827,72.14926889049096 -38.61833194588877 -46.9178661492583,29.99844693135453 85.62353557545805 27.812562055881653,3.369751005798499 5.2910279007909296 -8.797460172001752,52.793322057185094 44.10975817748439 46.959840848210476,26.127681449538013 -122.0855316709646 -45.45476542197091
-1.1854744814184721 -10.529553352761875 -2.1735872675385908,-0.8529979535588003 -10.183052316872656 5.119367622864271,-13.099521795905703 3.92469392117959 6.047955652829875,25.88099129789658 2.3006221752978595 3.8625108920180864,3.6619220500939376 -1.9649920345677565 8.090820646682472,72.64854486509635 -37.63994125706878 -46.46324105285358,29.96618096869036 85.30358521840732 27.66933692813037,3.642576574413755 5.278721407593877 -8.84844663999536,52.87207336851949 44.19187703520797 47.29214555283343,26.19442512759091 -121.75628732378996 -45.335690432154905
-1.197348789404576 -10.736384139718627 -2.181090600329791,-0.7518023292241844 -10.368192261383507 5.191682226643932,-13.312974387941628 3.9381853930375668 6.2240929974777774,26.40507948176125 2.3633288408836615 3.7439880602769056,3.8502142185319213 -1.922931315059544 8.013051633698955,72.89611708924748 -36.28649839583491 -45.177969857163525,29.9206376914382 84.73629473440191 27.40881579517647,3.8344108726592467 5.2904656062902635 -8.971722852758022,52.66174882318175 44.66830839835832 47.98890599092348,26.204904545241288 -121.62610321255937 -45.30180348715769
-1.1979482944138784 -10.921008828460835 -2.2051686341071703,-0.6980645854000506 -10.51465037047954 5.193055486705653,-13.399049907388838 3.882337865606202 6.433355514386772,26.59372813974396 2.539212820511127 3.7053977743984214,3.89573584349552 -1.8979508927932938 7.873437567932993,72.87617490881198 -35.41699963027708 -44.053320005825476,29.899701309598935 84.51015977359539 27.304773765794458,3.9007301376814305 5.300577406594565 -9.129046654387059,52.48479224596627 45.03606885604792 48.43471931458116,26.199680725668134 -121.59829726684403 -45.299588201223145
-1.1648383193997653 -10.942621701598664 -2.2435184070857996,-0.7494888063648482 -10.506615125788493 5.101402636348894,-13.266224145701774 3.7379933565681727 6.567282512984156,26.259791100010883 2.794268823410216 3.83305175641701,3.7807915216652845 -1.9020000079728123 7.732189188962989,72.63641869797593 -35.50942116951754 -43.70524113270088,29.923055499977984 84.94670482723087 27.50822389929032,3.8203659813673583 5.295453748001127 -9.286470062768378,52.539423241754115 45.00670223672529 48.28490709912084,26.20424857673806 -121.60392517905771 -45.29346851506128
-1.0938884768750579 -10.895919885337333 -2.3090059461065864,-0.8720457311254121 -10.430805773165027 4.949582909406992,-12.98720658269873 3.5799464414239788 6.618133311407501,25.6123139479583 3.047998967008103 4.068575859756327,3.551073287805386 -1.9109960082035684 7.629340481098937,72.37467573427186 -36.141086799309846 -43.86250938313725,29.967361652382134 85.73638991741625 27.879995222005583,3.6273572792736233 5.290046255878564 -9.420195632322757,52.7302211146791 44.798850285180094 47.834727327649404,26.208489833342924 -121.63960896216604 -45.290275581620634
-0.9836331594559948 -10.909523082496031 -2.4166577241820266,-1.018459345575495 -10.40311725394634 4.778396119412941,-12.65842961200534 3.4965033402867896 6.5927282075883635,24.917520599881556 3.2132361834670586 4.33270108604506,3.261445581244127 -1.895678284011771 7.60197338360512,72.31028029352538 -36.759492071475606 -44.12595614464296,30.003082693216015 86.47868497375458 28.239071601860633,3.363741348526396 5.303414373111197 -9.507900356600302,52.91940186740554 44.704190539083555 47.471645524519616,26.197154271595597 -121.71142820559459 -45.30295512955405
-0.8465872033336492 -11.046364765402167 -2.5606420539477748,-1.1445537868391473 -10.484663248222747 4.631115410131877,-12.375347657369517 3.5351453800590042 6.505667083157121,24.405389588089804 3.234584401082384 4.550038765149248,2.97746331476004 -1.845095285377831 7.661822673925185,72.54091627829675 -36.998709495785256 -44.23988777926166,30.01173504931558 86.88839831289191 28.454123088017358,3.087464614200026 5.343069260234879 -9.532778978248546,53.00608493310576 44.8674063201423 47.42433165896619,26.163485653811016 -121.8161144989306 -45.3367615799227
